system;region;route;banner;abbrev;city;fileroot;AltRouteNames
espri;ESP-RI;LR111;;;;espri.lr111;
espri;ESP-RI;LR113;;;;espri.lr113;
espri;ESP-RI;LR115;;;;espri.lr115;
espri;ESP-RI;LR123;;;;espri.lr123;
espri;ESP-RI;LR124;;Log;Logroño;espri.lr124log;
espri;ESP-RI;LR124;;;Ábalos;espri.lr124;
espri;ESP-RI;LR124;;Bri;Briñas;espri.lr124bri;
espri;ESP-RI;LR131;;;Logroño;espri.lr131;
espri;ESP-RI;LR131;;Cam;Campillo;espri.lr131cam;
espri;ESP-RI;LR132;;;;espri.lr132;
espri;ESP-RI;LR134;;;;espri.lr134;
espri;ESP-RI;LR136;;;;espri.lr136;
espri;ESP-RI;LR137;;;;espri.lr137;
