System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
cannf;AB;BedTr;;;Beddington Trail;ab.bedtrl;
cannf;AB;CroTr;;;Crowchild Trail;ab.crotrl;
cannf;AB;GroRd;;;Groat Road;ab.grord;
cannf;AB;SheParkFwy;;;Sherwood Park Freeway;ab.spf;
cannf;AB;TerDr;;;Terwillinger Drive;ab.terdr;
cannf;AB;WayGreDr;;;Wayne Gretzky Drive;ab.wgd;
cannf;BC;GolEarsWay;;;Golden Ears Way;bc.gew;
cannf;BC;KniSt;;;Knight Street;bc.knist;
cannf;NS;BedByp;;;Bedford Bypass;ns.bedbyp;
cannf;ON;AllRd;;;Allen Road;on.allrd;
cannf;ON;DonValPkwy;;;Don Valley Parkway;on.donvalpkwy;
cannf;ON;ECRowExpy;;;EC Row Expressway;on.ecrowexpy;
cannf;ON;GarExpy;;;Gardiner Expressway;on.garexpy;
cannf;ON;LinAlePkwy;;;Lincoln M. Alexander Parkway;on.linalepkwy;
cannf;ON;RR174;;;Queensway;on.rr174;
cannf;ON;RedHillPkwy;;;Red Hill Valley Parkway;on.redhillpkwy;
cannf;SK;CirDr;;;Circle Drive;sk.skcir;
