system;region;route;banner;abbrev;city;root;altroutenames
imna;IMN;A1;;;;imn.a001;
imna;IMN;A2;;;;imn.a002;
imna;IMN;A3;;;;imn.a003;
imna;IMN;A4;;;;imn.a004;
imna;IMN;A5;;;;imn.a005;
imna;IMN;A6;;;;imn.a006;
imna;IMN;A7;;;;imn.a007;
imna;IMN;A9;;;;imn.a009;
imna;IMN;A10;;;;imn.a010;
imna;IMN;A11;;;;imn.a011;
imna;IMN;A12;;;;imn.a012;
imna;IMN;A13;;;;imn.a013;
imna;IMN;A14;;;;imn.a014;
imna;IMN;A15;;;;imn.a015;
imna;IMN;A16;;;;imn.a016;
imna;IMN;A17;;;;imn.a017;
imna;IMN;A18;;;;imn.a018;
imna;IMN;A19;;;;imn.a019;
imna;IMN;A20;;;;imn.a020;
imna;IMN;A21;;;;imn.a021;
imna;IMN;A23;;;;imn.a023;
imna;IMN;A24;;;;imn.a024;
imna;IMN;A25;;;;imn.a025;
imna;IMN;A26;;;;imn.a026;
imna;IMN;A27;;;;imn.a027;
imna;IMN;A28;;;;imn.a028;
imna;IMN;A29;;;;imn.a029;
imna;IMN;A30;;;;imn.a030;
imna;IMN;A31;;;;imn.a031;
imna;IMN;A36;;;;imn.a036;
imna;IMN;A39;;;;imn.a039;
