System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
grca;GRC;A1;;;Katerini;grc.a001;
grca;GRC;A1;;Lar;Larisa;grc.a001lar;
grca;GRC;A1;;Par;Paraskevi;grc.a001par;
grca;GRC;A1;;Ath;Athina;grc.a001ath;
grca;GRC;A2;;;;grc.a002;
grca;GRC;A5;;;Agrinio;grc.a005;
grca;GRC;A5;;Art;Arta;grc.a005art;
grca;GRC;A5;;Pat;Patra;grc.a005pat;
grca;GRC;A6;;;;grc.a006;
grca;GRC;A7;;;;grc.a007;
grca;GRC;A7;;Tho;Thouria;grc.a007tho;
grca;GRC;A8;;;;grc.a008;
grca;GRC;A11;;;;grc.a011;
grca;GRC;A25;;Pro;Promahonas;grc.a025pro;
grca;GRC;A25;;Pal;Paleokastro;grc.a025pal;
grca;GRC;A25;;;;grc.a025;
grca;GRC;A27;;;;grc.a027;
grca;GRC;A29;;;;grc.a029;
grca;GRC;A29;;Arg;Argos Orestiko;grc.a029arg;
grca;GRC;A62;;;;grc.a062;
grca;GRC;A64;;;;grc.a064;
grca;GRC;A65;;;;grc.a065;
grca;GRC;A90;;Cha;Chania;grc.a090cha;
grca;GRC;A90;;;Rethymno;grc.a090;
grca;GRC;A90;;Ira;Irakleio;grc.a090ira;
grca;GRC;A642;;;;grc.a642;
