System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
pola;POL;A1;;;Grudziądz;pol.a001;
pola;POL;A1;;Kut;Kutno;pol.a001kut;
pola;POL;A1;;Pio;Piotrków Trybunalskiego;pol.a001pio;
pola;POL;A1;;Gil;Gilwice;pol.a001gil;
pola;POL;A1;;Msz;Mszana;pol.a001msz;
pola;POL;A2;;;Łódź ;pol.a002;
pola;POL;A2;;Min;Mińsk Mazowiecki ;pol.a002min;
pola;POL;A4;;;Kraków ;pol.a004;
pola;POL;A4;;Rze;Rzeszów;pol.a004rze;
pola;POL;A4;;Jar;Jarosław;pol.a004jar;
pola;POL;A6;;;;pol.a006;
pola;POL;A8;;;;pol.a008;
pola;POL;A18;;;;pol.a018;
