System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
itasm;ITA;AutCatSir;;;Autostrada Catania-Siracusa;ita.autcatsir;
itasm;ITA;DirFer;;;Diramazione per Fernetti;ita.dirfer;
itasm;ITA;RAAscPor;;;R.A. Ascoli-Porto d'Ascoli;ita.raascpor;
itasm;ITA;RABen;;;R.A. di Benevento;ita.raben;
itasm;ITA;RABetPer;;;R.A. Bettolle-Perugia;ita.rabetper;
itasm;ITA;RAChiPes;;;R.A. Chieti-Pescara;ita.rachipes;
itasm;ITA;RAFerPor;;;R.A. Ferrara-Porto Garibaldi;ita.raferpor;
itasm;ITA;RAPis;;;R.A. di Pistoia;ita.rapis;
itasm;ITA;RAPor;;;R.A. Pordenone;ita.rapor;
itasm;ITA;RARegCal;;;R.A. di Reggio Calabria;ita.raregcal;
itasm;ITA;RASalAve;;;R.A. Salerno-Avellino;ita.rasalave;
itasm;ITA;RAScaSic;;;R.A. Scalo Sicignano-Potenza;ita.rascasic;
itasm;ITA;RASieFir;;;R.A. Siena-Firenze;ita.rasiefir;
itasm;ITA;RATorAer;;;R.A. Torino-Aeroporto di Caselle;ita.ratoraer;
itasm;ITA;RATri;;;R.A. Trieste;ita.ratri;
itasm;ITA;SGCFirLiv;;;S.G.C. Firenze-Pisa-Livorno (Livorno);ita.sgcfirliv;
itasm;ITA;SGCFirPisa;;;S.G.C. Firenze-Pisa-Livorno (Pisa);ita.sgcfirpisa;
itasm;ITA;TanBol;;;Tangenziale di Bologna;ita.tanbol;
itasm;ITA;TanBolBor;;;Tangenziale di Bologna (Borgo Panigale);ita.tanbolbor;
itasm;ITA;TanCat;;;Tangenziale di Catania;ita.tancat;
itasm;ITA;TanLodi;;;Tangenziale Est di Lodi;ita.tanlodi;
itasm;ITA;TanMod;;;Tangenziale di Modena;ita.tanmod;
itasm;ITA;VarPar;;;Variante di Parma;ita.varpar;
