System;Route;Banner;Name;Roots
imna;A1;;;imn.a001
imna;A2;;;imn.a002
imna;A3;;;imn.a003
imna;A4;;;imn.a004
imna;A5;;;imn.a005
imna;A6;;;imn.a006
imna;A7;;;imn.a007
imna;A9;;;imn.a009
imna;A10;;;imn.a010
imna;A11;;;imn.a011
imna;A12;;;imn.a012
imna;A13;;;imn.a013
imna;A14;;;imn.a014
imna;A15;;;imn.a015
imna;A16;;;imn.a016
imna;A17;;;imn.a017
imna;A18;;;imn.a018
imna;A19;;;imn.a019
imna;A20;;;imn.a020
imna;A21;;;imn.a021
imna;A23;;;imn.a023
imna;A24;;;imn.a024
imna;A25;;;imn.a025
imna;A26;;;imn.a026
imna;A27;;;imn.a027
imna;A28;;;imn.a028
imna;A29;;;imn.a029
imna;A30;;;imn.a030
imna;A31;;;imn.a031
imna;A36;;;imn.a036
imna;A39;;;imn.a039
