description;title;lat;lng;radius;regionlist;systemlist
USA Lower 48 National;USA-lower48-natl;;;;MA,ME,CT,RI,VT,NH,NY,NJ,DE,PA,MD,DC,VA,NC,SC,GA,FL,OH,WV,AL,MS,TN,KY,IN,IL,MI,WI,MN,IA,MO,AR,LA,TX,OK,KS,NE,SD,ND,MT,WY,CO,NM,AZ,UT,NV,ID,WA,OR,CA;usai,usaus,usaif,usaib,usausb,usansf,usasf
