System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
eursf;SWE;AbyMot;;;Åby - Norrköping motorvägen;swe.abynormot;
eursf;SWE;ArbVag;;;Arbogavägen, Örebro;swe.arbvag;
eursf;SWE;BroKarMot;;;Bromölla - Karlshamn motorvägen;swe.brokarmot;
eursf;SWE;BulSunMot;;;Bulltofta - Sunnanå motorvägen, Malmö;swe.bulsunmot;
eursf;SWE;EnkVag;;;Enköpingsvägen, Stockholm;swe.enkvag;
eursf;SWE;EskSodMot;;;Eskilstuna - Södertälle motorvägen;swe.esksodmot;
eursf;SWE;GavSanMot;;;Gävle - Sandviken motorvägen;swe.gavsanmot;
eursf;SWE;GotMot;;;Götene motorvägen;swe.gotmot;
eursf;SWE;GotJonMot;;;Göteborg - Jönköping motorvägen;swe.gotjonmot;
eursf;SWE;HelKanMot;;;Helsingborg - Kanna motorvägen;swe.helkanmot;
eursf;SWE;L226;;;Huddingevägen, Stockholm;swe.l226;
eursf;SWE;L229;;;Tyresövägen, Stockholm;swe.l229;
eursf;SWE;KalMot;;;Kalmar motorvägen;swe.kalmot;
eursf;SWE;KarMot;;;Karlstad motorvägen;swe.karmot;
eursf;SWE;KriMot;;;Kristianstad motorvägen;swe.krimot;
eursf;SWE;LekOreMot;;;Lekhyttan - Örebro motorvägen;swe.lekoremot;
eursf;SWE;LundLinMot;;;Lund - Linderöd motorvägen;swe.lundlinmot;
eursf;SWE;MalSlaVag;;;Malmslättsvägen, Linköpings;swe.malslavag;
eursf;SWE;NatKarMot;;;Nättraby - Karlskrona motorvägen;swe.natkarmot;
eursf;SWE;NykOxeMot;;;Nyköping - Oxelösund motorvägen;swe.nykoxemot;
eursf;SWE;OdeSodMot;;;Ödeshög - Södertälle motorvägen;swe.odesodmot;
eursf;SWE;OstLed;;;Österleden, Karlskrona;swe.ostled;
eursf;SWE;PitNorMot;;;Piteå - Norrfjärden motorvägen;swe.pitnormot;
eursf;SWE;SkaAxvMot;;;Skara - Axvall motorvägen;swe.skaaxvmot;
eursf;SWE;SodHunMot;;;Söderhamn - Hudiksvall motorvägen;swe.sodhunmot;
eursf;SWE;TofJonMot;;;Toftaholm - Jönköping motorvägen;swe.tofjonmot;
eursf;SWE;UddMot;;;Uddevalla motorvägen;swe.uddmot;
eursf;SWE;UppGavMot;;;Uppsala - Gävle motorvägen;swe.uppgavmot;
eursf;SWE;VasLed;;;Västerleden, Örebro;swe.vasled;
eursf;SWE;VaxMot;;;Växjö motorvägen;swe.vaxmot;
