System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
eursf;ESP-PV;BI637;;;Autovía Baracaldo - Plencia;esppv.bi637;
eursf;ESP-PV;GI632;;;Autovía Beasain-Bergara;esppv.gi632;
eursf;ESP-PV;BI631;;;Autovía Bilbao - Munguía;esppv.bi631;
eursf;ESP-AN;A92;;;Autovía de Andalucia;espan.a092;
eursf;ESP-AN;A92N;;;Autovía de Andalucia;espan.a092n;
eursf;ESP-AN;A92G;;;Autovía de Andalucia (Grenada);espan.a092g;
eursf;ESP-AN;A92M;;;Autovía de Andalucia (Malaga);espan.a092m;
eursf;ESP-MD;M607;;;Autovía de Colmenar Viejo;espmd.m607;
eursf;ESP-MD;MP203;;;Autovía de entrada sur a Alcalá;espmd.mp203;
eursf;ESP-MC;RM12;;;Autovía de La Manga;espmc.rm012;
eursf;ESP-VC;CV10;;;Autovía de la Plana;espvc.cv010;
eursf;ESP-MD;M501;;;Autovia de los Pantanos;espmd.m501;
eursf;ESP-MD;M407;;;Autovía de Polvoranca;espmd.m407;
eursf;ESP-VC;CV36;;;Autovía de Torrente;espvc.cv036;
eursf;ESP-MC;RM19;;;Autovía del Mar Menor;espmc.rm019;
eursf;ESP-MC;RM15;;;Autovía del Noroeste;espmc.rm015;
eursf;ESP-AN;A316;;;Autovía del Olivar;espan.a316;
eursf;ESP-AN;A318;;;Autovía del Olivar;espan.a318;
eursf;ESP-VC;CV35;;;Autovía del Turia;espvc.cv035;
eursf;ESP-AN;A381;;;Autovía Jerez - Los Barrios;espan.a381;
eursf;ESP-MC;RM11;;;Autovía Lorca-Águilas;espmc.rm011;
eursf;ESP-VC;CV80;;;Autovía Sax - Castalla;espvc.cv080;
eursf;ESP-MD;M500;;;Carretera de Castilla;espmd.m500;
eursf;ESP-IB;Ma15;;;Carretera de Manacor;espib.ma015;
eursf;ESP-IB;E20;;;Circunvalación de Ibiza;espib.e020;
eursf;ESP-MD;M45;;;Circunvalación de Madrid;esp.mdm045;
eursf;ESP-PV;BI636;;;Corredor del Cadagua, Bilbao;esppv.bi636;
eursf;ESP-VC;CV31;;;Distribuidor comarcal norte, Valencia;espvc.cv031;
eursf;ESP-VC;CV33;;;Distribuidor comarcal sur, Valencia;espvc.cv033;
eursf;ESP-MD;M503;;;Eje Madrid Noroeste;espmd.m503;
eursf;ESP-PV;GI20;;;Primer Cinturón de San Sebastián;esppv.gi020;
eursf;ESP-VC;CV30;;;Ronda Norte de Valencia;espvc.cv030;
eursf;ESP-PV;GI11;;;Variante de San Sebastián;esppv.gi011;
