System;Region;Route;Banner;Abbrev;City;Root;AltRouteNames
eure;ESP-GA;E1;;;La Coruna;espga.e1;
eure;ESP-GA;E1;;Fer;Ferrol;espga.e1fer;
eure;ESP-GA;E1;;Vig;Vigo;espga.e1vig;
eure;ESP-AN;E1;;;Huelva;espan.e1;
eure;ESP-PV;E5;;;San Sebastian;esppv.e5;
eure;ESP-CL;E5;;Peu;La Puebla de Arganzon;espcl.e5peu;
eure;ESP-PV;E5;;Arm;Arminon;espv.e5arm;
eure;ESP-CL;E5;;;;espcl.e5;
eure;ESP-MD;E5;;;;espmd.e5;
eure;ESP-CM;E5;;;;espcm.e5;
eure;ESP-AN;E5;;;;espan.e5;
eure;ESP-PV;E5;;Bil;Bilbao;esppv.e5bil;
eure;ESP-PV;E5;;Bea;Beasain;esppv.e5bea;
eure;ESP-NC;E5;;;Altsasu;espnc.e5;
eure;ESP-PV;E5;;Aug;Augurain;esppv.e5aug;
eure;ESP-AR;E7;;;;espar.e7;
eure;ESP-CT;E9;;;;espct.e9;
eure;ESP-CT;E15;;;;esp.e15;
eure;ESP-VC;E15;;;;esp.e15;
eure;ESP-MC;E15;;;;esp.e15;
eure;ESP-AN;E15;;;;esp.e15;
eure;ESP-MC;E15;;Car;Catagena;espmc.e15car;
eure;ESP-AN;E15;;Pul;Pulpi;espan.e15pul;
eure;ESP-GA;E70;;;;espga.e70;
eure;ESP-AS;E70;;;;espas.e70;
eure;ESP-CB;E70;;;;espcb.e70;
eure;ESP-PV;E70;;;;esppv.e70;
eure;ESP-CL;E80;;;Burgos;espcl.e80;
eure;ESP-PV;E80;;Arm;Arminon;esppv.e80arm;
eure;ESP-CL;E80;;Peu;La Puebla de Arganzon;espcl.e80peu;
eure;ESP-PV;E80;;;San Sebastian;esppv.e80;
eure;ESP-CL;E82;;;;espcl.e82;
eure;ESP-EX;E90;;;;espex.e90;
eure;ESP-CM;E90;;Tal;Talavera de la Reina;espcm.e90tal;
eure;ESP-MD;E90;;;;espmd.e90;
eure;ESP-CM;E90;;;Guadalajara;espcm.e90;
eure;ESP-CL;E90;;;;espcl.e90;
eure;ESP-AR;E90;;;;espar.e90;
eure;ESP-CT;E90;;;;espct.e90;
eure;ESP-GA;E801;;;;espga.e801;
eure;ESP-CL;E803;;;;espcl.e803;
eure;ESP-EX;E803;;;;espex.e803;
eure;ESP-AN;E803;;;;espan.e803;
eure;ESP-PV;E804;;;;espri.e804;
eure;ESP-CL;E804;;;;espcl.e804;
eure;ESP-RI;E804;;;Logrono;espri.e804;
eure;ESP-NC;E804;;Sar;Sartaguda;espnc.e804sar;
eure;ESP-RI;E804;;Cal;Calahorra;espri.e804cal;
eure;ESP-NC;E804;;;Tudela;espnc.e804;
eure;ESP-AR;E804;;;;espar.e804;
eure;ESP-CM;E901;;;;espcm.e901;
eure;ESP-MD;E901;;;;espmd.e901;
eure;ESP-VC;E901;;;;espvc.e901;
eure;ESP-AN;E902;;;;espan.e902;
