systemName;region;route;numWaypoints;midCoords;description;fileroot
boundaries;B;B700;29;(45.53,-92.69);;b.700
boundaries;B;B701;38;(45.66,-88.03);;b.701
boundaries;B;B702;8;(46.49,-90.28);;b.702
boundaries;B;B703;54;(44.38,-73.27);;b.703
boundaries;B;B704;53;(44.62,-73.36);;b.704
boundaries;B;B705;5;(44.87,-73.35);;b.705
boundaries;B;B706;47;(43.88,-72.03);USA-VT/NH;b.706
boundaries;B;B707;12;(43.33,-70.90);;b.707
boundaries;B;B708;71;(24.76,-78.09);;b.708
boundaries;B;B709;10;(24.23,-77.95);;b.709
boundaries;B;B710;12;(24.20,-77.91);;b.710
boundaries;B;B711;7;(24.34,-77.74);;b.711
boundaries;B;B712;45;(24.01,-77.72);;b.712
boundaries;B;B713;17;(25.03,-77.43);;b.713
boundaries;B;B714;53;(26.63,-78.48);;b.714
boundaries;B;B715;6;(26.59,-77.87);;b.715
boundaries;B;B716;4;(26.57,-77.83);;b.716
boundaries;B;B717;7;(26.31,-77.58);;b.717
boundaries;B;B718;87;(26.49,-77.32);;b.718
boundaries;B;B719;19;(25.49,-76.68);;b.719
boundaries;B;B720;54;(25.05,-76.27);;b.720
boundaries;B;B721;43;(24.38,-75.50);;b.721
boundaries;B;B722;4;(32.65,-115.71);;b.722
boundaries;B;B723;13;(31.70,-110.22);;b.723
boundaries;B;B724;30;(49.00,-108.65);;b.724
boundaries;B;B725;3;(49.32,-95.14);;b.725
boundaries;B;B726;5;(45.01,-73.05);;b.726
boundaries;B;B727;42;(45.62,-70.68);;b.727
boundaries;B;B728;3;(46.85,-69.76);;b.728
boundaries;B;B729;2;(46.51,-67.78);;b.729
boundaries;B;B730;16;(42.00,-117.51);;b.730
boundaries;B;B731;3;(46.00,-117.99);;b.731
boundaries;B;B732;7;(36.87,-117.08);;b.732
boundaries;B;B733;4;(40.56,-120.00);;b.733
boundaries;B;B734;7;(39.02,-114.05);;b.734
boundaries;B;B735;3;(42.94,-117.03);;b.735
boundaries;B;B736;4;(47.60,-117.03);;b.736
boundaries;B;B737;21;(37.00,-104.03);;b.737
boundaries;B;B738;10;(41.00,-106.51);;b.738
boundaries;B;B739;75;(44.88,-112.81);;b.739
boundaries;B;B740;73;(46.76,-114.95);;b.740
boundaries;B;B741;5;(43.00,-111.05);;b.741
boundaries;B;B742;8;(45.00,-107.51);;b.742
boundaries;B;B743;11;(36.03,-109.05);;b.743
boundaries;B;B744;16;(34.35,-102.68);;b.744
boundaries;B;B745;2;(36.75,-103.00);;b.745
boundaries;B;B746;5;(39.00,-102.05);;b.746
boundaries;B;B747;5;(43.00,-104.05);;b.747
boundaries;B;B748;5;(47.00,-104.03);;b.748
boundaries;B;B749;8;(40.00,-98.55);;b.749
boundaries;B;B750;7;(43.00,-101.08);;b.750
boundaries;B;B751;9;(45.93,-100.07);;b.751
boundaries;B;B752;3;(32.86,-94.05);;b.752
boundaries;B;B753;9;(36.07,-94.54);;b.753
boundaries;B;B754;4;(44.45,-96.45);;b.754
boundaries;B;B755;4;(33.01,-92.55);;b.755
boundaries;B;B756;6;(36.50,-92.46);;b.756
boundaries;B;B757;2;(36.00,-90.04);;b.757
boundaries;B;B758;5;(40.59,-93.90);;b.758
boundaries;B;B759;7;(43.50,-93.98);;b.759
boundaries;B;B760;4;(31.00,-90.60);;b.760
boundaries;B;B761;5;(31.00,-86.46);;b.761
boundaries;B;B762;4;(30.64,-83.52);;b.762
boundaries;B;B763;8;(33.14,-88.29);;b.763
boundaries;B;B764;3;(33.99,-85.41);;b.764
boundaries;B;B765;3;(35.00,-89.17);;b.765
boundaries;B;B766;6;(34.99,-85.55);;b.766
boundaries;B;B767;18;(35.00,-81.57);;b.767
boundaries;B;B768;28;(36.59,-83.60);;b.768
boundaries;B;B769;49;(35.86,-82.91);;b.769
boundaries;B;B770;99;(37.89,-80.57);;b.770
boundaries;B;B771;2;(39.46,-79.48);;b.771
boundaries;B;B772;3;(37.99,-75.54);;b.772
boundaries;B;B773;16;(39.77,-76.68);;b.773
boundaries;B;B774;4;(38.90,-75.57);;b.774
boundaries;B;B775;2;(41.17,-74.30);;b.775
boundaries;B;B776;5;(46.57,-92.21);;b.776
boundaries;B;B777;5;(42.50,-89.09);;b.777
boundaries;B;B778;3;(46.18,-89.35);;b.778
boundaries;B;B779;3;(40.44,-87.53);;b.779
boundaries;B;B780;4;(41.77,-85.66);;b.780
boundaries;B;B781;4;(40.47,-84.82);;b.781
boundaries;B;B782;3;(41.72,-84.10);;b.782
boundaries;B;B783;4;(40.68,-80.52);;b.783
boundaries;B;B784;7;(42.03,-77.90);;b.784
boundaries;B;B785;9;(41.98,-73.47);;b.785
boundaries;B;B786;14;(41.88,-71.90);;b.786
boundaries;B;B787;11;(42.79,-71.38);;b.787
boundaries;B;B788;5;(41.50,-71.84);;b.788
boundaries;B;B789;4;(44.47,-71.03);;b.789
boundaries;B;B790;45;(53.57,-116.35);;b.790
boundaries;B;B791;54;(50.73,-125.77);;b.791
boundaries;B;B792;82;(56.28,-60.26);;b.792
boundaries;B;B793;41;(58.52,-94.80);;b.793
boundaries;B;B794;148;(46.81,-65.45);;b.794
boundaries;B;B795;169;(48.52,-55.08);;b.795
boundaries;B;B796;214;(45.46,-62.81);;b.796
boundaries;B;B797;12;(62.83,-91.13);;b.797
boundaries;B;B798;54;(50.73,-125.77);;b.798
boundaries;B;B799;94;(52.23,-83.74);;b.799
boundaries;B;B800;81;(46.42,-63.25);;b.800
boundaries;B;B801;125;(18.25,-66.42);;b.801
boundaries;B;B802;211;(53.43,-67.58);;b.802
boundaries;B;B803;33;(53.16,-131.99);;b.803
boundaries;B;B804;10;(58.90,-106.40);;b.804
boundaries;B;B805;29;(49.36,-125.22);;b.805
boundaries;B;B806;51;(62.76,-130.86);;b.806
boundaries;B;B807;11;(65.91,-112.69);;b.807
boundaries;B;B808;7;(70.30,-112.93);;b.808
boundaries;B;B809;37;(52.37,-2.96);;b.809
boundaries;B;B810;11;(55.31,-2.62);;b.810
boundaries;B;B811;4;(38.90,-77.03);;b.811
boundaries;B;B812;328;(21.49,-157.91);;b.812
boundaries;B;B813;4;(28.00,-113.49);;b.813
boundaries;B;B814;12;(32.09,-114.95);;b.814
boundaries;B;B815;11;(26.66,-108.73);;b.815
boundaries;B;B816;32;(28.94,-108.73);;b.816
boundaries;B;B817;49;(26.31,-105.85);;b.817
boundaries;B;B818;9;(27.78,-103.70);;b.818
boundaries;B;B819;24;(25.61,-103.28);;b.819
boundaries;B;B820;15;(24.86,-101.71);;b.820
boundaries;B;B821;34;(26.13,-100.61);;b.821
boundaries;B;B822;2;(24.51,-100.77);;b.822
boundaries;B;B823;14;(23.78,-100.49);;b.823
boundaries;B;B824;37;(25.32,-99.36);;b.824
boundaries;B;B825;20;(22.71,-99.56);;b.825
boundaries;B;B826;7;(22.35,-98.20);;b.826
boundaries;B;B827;12;(26.54,-107.92);;b.827
boundaries;B;B828;19;(24.14,-106.25);;b.828
boundaries;B;B829;14;(22.69,-105.54);;b.829
boundaries;B;B830;12;(22.70,-104.92);;b.830
boundaries;B;B831;17;(23.72,-103.66);;b.831
boundaries;B;B832;2;(22.39,-104.31);;b.832
boundaries;B;B833;47;(21.99,-103.59);;b.833
boundaries;B;B834;9;(22.15,-102.35);;b.834
boundaries;B;B835;3;(21.92,-101.67);;b.835
boundaries;B;B836;2;(21.80,-101.50);;b.836
boundaries;B;B837;14;(23.27,-101.60);;b.837
boundaries;B;B838;2;(24.51,-100.77);;b.838
boundaries;B;B839;11;(21.65,-100.66);;b.839
boundaries;B;B840;11;(21.50,-99.39);;b.840
boundaries;B;B841;8;(21.81,-98.54);;b.841
boundaries;B;B842;8;(21.26,-98.79);;b.842
boundaries;B;B843;23;(21.23,-104.42);;b.843
boundaries;B;B844;9;(19.28,-103.93);;b.844
boundaries;B;B845;25;(19.79,-102.82);;b.845
boundaries;B;B846;7;(21.84,-102.19);;b.846
boundaries;B;B847;12;(21.15,-101.79);;b.847
boundaries;B;B848;29;(20.14,-101.15);;b.848
boundaries;B;B849;12;(20.87,-100.20);;b.849
boundaries;B;B850;6;(20.15,-100.22);;b.850
boundaries;B;B851;8;(20.18,-99.96);;b.851
boundaries;B;B852;7;(20.82,-99.46);;b.852
boundaries;B;B853;34;(19.92,-99.12);;b.853
boundaries;B;B854;6;(19.65,-98.45);;b.854
boundaries;B;B855;13;(20.16,-98.18);;b.855
boundaries;B;B856;28;(20.80,-98.35);;b.856
boundaries;B;B857;19;(18.50,-101.19);;b.857
boundaries;B;B858;5;(18.82,-103.64);;b.858
boundaries;B;B859;14;(19.58,-100.25);;b.859
boundaries;B;B860;15;(18.66,-100.00);;b.860
boundaries;B;B861;5;(18.95,-99.36);;b.861
boundaries;B;B862;26;(19.39,-99.10);;b.862
boundaries;B;B863;5;(19.01,-98.82);;b.863
boundaries;B;B864;3;(19.25,-98.64);;b.864
boundaries;B;B865;3;(19.54,-98.68);;b.865
boundaries;B;B866;16;(16.93,-98.30);;b.866
boundaries;B;B867;10;(18.08,-98.79);;b.867
boundaries;B;B868;11;(18.49,-99.31);;b.868
boundaries;B;B869;5;(19.09,-99.11);;b.869
boundaries;B;B870;6;(18.59,-98.81);;b.870
boundaries;B;B871;32;(18.06,-97.72);;b.871
boundaries;B;B872;43;(19.62,-97.38);;b.872
boundaries;B;B873;32;(17.84,-95.64);;b.873
boundaries;B;B874;25;(19.42,-98.13);;b.874
boundaries;B;B875;12;(16.61,-94.03);;b.875
boundaries;B;B876;2;(17.23,-93.74);;b.876
boundaries;B;B877;9;(17.74,-93.87);;b.877
boundaries;B;B878;35;(17.61,-92.55);;b.878
boundaries;B;B879;16;(18.16,-91.78);;b.879
boundaries;B;B880;7;(18.72,-89.17);MEX:CAM/QROO;b.880
boundaries;B;B881;13;(20.33,-89.96);MEX:YUC/CAM;b.881
boundaries;B;B882;32;(20.38,-88.20);MEX:QROO/YUC;b.882
boundaries;B;B883;16;(14.62,-61.01);MTQ/ATL;b.883
