systemName;region;route;numWaypoints;midCoords;description;fileroot;(reserved)
b_subdiv;_boundaries;B762;4;(30.64,-83.52);USA-GA/FL;b.762;
b_subdiv;_boundaries;B763;8;(33.14,-88.29);USA-AL/MS;b.763;
b_subdiv;_boundaries;B764;3;(33.99,-85.41);USA-AL/GA;b.764;
b_subdiv;_boundaries;B765;3;(35.00,-89.17);USA-MS/TN;b.765;
b_subdiv;_boundaries;B766;6;(34.99,-85.55);USA-TN/AL,GA;b.766;
b_subdiv;_boundaries;B767;18;(35.00,-81.57);USA-NC/SC;b.767;
b_subdiv;_boundaries;B768;28;(36.59,-83.60);USA-TN,NC/KY,VA;b.768;
b_subdiv;_boundaries;B769;49;(35.86,-82.91);USA-TN,NC;b.769;
b_subdiv;_boundaries;B770;99;(37.89,-80.57);USA-VA/KY,WV;b.770;
b_subdiv;_boundaries;B771;2;(39.46,-79.48);USA-MD/WV;b.771;
b_subdiv;_boundaries;B772;3;(37.99,-75.54);USA-MD/VA;b.772;
b_subdiv;_boundaries;B773;16;(39.77,-76.68);USA-PA/WV,MD,DE;b.773;
b_subdiv;_boundaries;B774;4;(38.90,-75.57);USA-PA/DE;b.774;
b_subdiv;_boundaries;B775;2;(41.17,-74.30);USA-NY/NJ;b.775;
b_subdiv;_boundaries;B776;5;(46.57,-92.21);USA-MN/WI;b.776;
b_subdiv;_boundaries;B777;5;(42.50,-89.09);USA-IL/WI;b.777;
b_subdiv;_boundaries;B778;3;(46.18,-89.35);USA-WI/MI;b.778;
b_subdiv;_boundaries;B779;3;(40.44,-87.53);USA-IL/IN;b.779;
b_subdiv;_boundaries;B780;4;(41.77,-85.66);USA-IN/MI;b.780;
b_subdiv;_boundaries;B781;4;(40.47,-84.82);USA-IN/OH;b.781;
b_subdiv;_boundaries;B782;3;(41.72,-84.10);USA-MI/OH;b.782;
b_subdiv;_boundaries;B783;4;(40.68,-80.52);USA-OH,WV/PA;b.783;
b_subdiv;_boundaries;B784;7;(42.03,-77.90);USA-PA/NY;b.784;
b_subdiv;_boundaries;B785;9;(41.98,-73.47);USA-NY/VT,MA,CT;b.785;
b_subdiv;_boundaries;B786;14;(41.88,-71.90);USA-MA/CT,RI;b.786;
b_subdiv;_boundaries;B787;11;(42.79,-71.38);USA-MA/VT,NH,ME;b.787;
b_subdiv;_boundaries;B788;5;(41.50,-71.84);USA-CT/RI;b.788;
b_subdiv;_boundaries;B789;4;(44.47,-71.03);USA-NH/ME;b.789;
b_subdiv;_boundaries;B790;45;(53.57,-116.35);CAN-AB/BC,NT;b.790;
b_subdiv;_boundaries;B793;41;(58.52,-94.80);CAN-MB/NU;b.793;
b_subdiv;_boundaries;B794B;148;(46.81,-65.45);CAN-NB/NS;b.794b;
b_subdiv;_boundaries;B799A;94;(52.23,-83.74);CAN-ON/MB;b.799a;
b_subdiv;_boundaries;B799C;94;(52.23,-83.74);CAN-ON/QC;b.799c;
b_subdiv;_boundaries;B802A;10;;CAN-QC/NB;b.802a;
b_subdiv;_boundaries;B802B;10;;CAN-QC/NL;b.802b;
b_subdiv;_boundaries;B804;10;(58.90,-106.40);CAN-SK/AB,NT;b.804;
b_subdiv;_boundaries;B806;51;(62.76,-130.86);CAN-YT/BC,NT;b.806;
b_subdiv;_boundaries;B807;11;(65.91,-112.69);CAN-NT/NU;b.807;
b_subdiv;_boundaries;B808;7;(70.30,-112.93);CAN-NT/NU;b.808;
b_subdiv;_boundaries;B809;37;(52.37,-2.96);GBR-WLS/ENG;b.809;
b_subdiv;_boundaries;B810;11;(55.31,-2.62);GBR-ENG/SCT;b.810;
b_subdiv;_boundaries;B811;4;(38.90,-77.03);USA-DC/MD;b.811;
b_subdiv;_boundaries;B813;4;(28.00,-113.49);MEX-BC/BCS;b.813;
b_subdiv;_boundaries;B814;12;(32.09,-114.95);MEX-BC/SON;b.814;
b_subdiv;_boundaries;B815;11;(26.66,-108.73);MEX-SON/SIN;b.815;
b_subdiv;_boundaries;B816;32;(28.94,-108.73);MEX-SON/CHIH;b.816;
b_subdiv;_boundaries;B817;49;(26.31,-105.85);MEX-CHIH/DGO;b.817;
b_subdiv;_boundaries;B818;9;(27.78,-103.70);MEX-CHIH/COAH;b.818;
b_subdiv;_boundaries;B819;24;(25.61,-103.28);MEX-DGO/COAH;b.819;
b_subdiv;_boundaries;B820;15;(24.86,-101.71);MEX-COAH/ZAC;b.820;
b_subdiv;_boundaries;B821;34;(26.13,-100.61);MEX-COAH/NL;b.821;
b_subdiv;_boundaries;B822;2;(24.51,-100.77);MEX-NL/ZAC;b.822;
b_subdiv;_boundaries;B823;14;(23.78,-100.49);MEX-SLP/NL;b.823;
b_subdiv;_boundaries;B824;37;(25.32,-99.36);MEX-NL/TAM;b.824;
b_subdiv;_boundaries;B825;20;(22.71,-99.56);MEX-SLP/TAM;b.825;
b_subdiv;_boundaries;B826;7;(22.35,-98.20);MEX-TAM/VER;b.826;
b_subdiv;_boundaries;B827;12;(26.54,-107.92);MEX-CHIH/SIN;b.827;
b_subdiv;_boundaries;B828;19;(24.14,-106.25);MEX-SIN/DGO;b.828;
b_subdiv;_boundaries;B829;14;(22.69,-105.54);MEX-SIN/NAY;b.829;
b_subdiv;_boundaries;B830;12;(22.70,-104.92);MEX-NAY/DGO;b.830;
b_subdiv;_boundaries;B831;17;(23.72,-103.66);MEX-DGO/ZAC;b.831;
b_subdiv;_boundaries;B832;2;(22.39,-104.31);MEX-ZAC/NAY;b.832;
b_subdiv;_boundaries;B833;47;(21.99,-103.59);MEX-JAL/ZAC;b.833;
b_subdiv;_boundaries;B834;9;(22.15,-102.35);MEX-ZAC/AGS;b.834;
b_subdiv;_boundaries;B835;3;(21.92,-101.67);MEX-ZAC/JAL;b.835;
b_subdiv;_boundaries;B836;2;(21.80,-101.50);MEX-JAL/GTO;b.836;
b_subdiv;_boundaries;B837;14;(23.27,-101.60);MEX-ZAC/SLP;b.837;
b_subdiv;_boundaries;B838;2;(24.51,-100.77);MEX-SLP/NL;b.838;
b_subdiv;_boundaries;B839;11;(21.65,-100.66);MEX-SLP/GTO;b.839;
b_subdiv;_boundaries;B840;11;(21.50,-99.39);MEX-SLP/GRO;b.840;
b_subdiv;_boundaries;B841;8;(21.81,-98.54);MEX-SLP/VER;b.841;
b_subdiv;_boundaries;B842;8;(21.26,-98.79);MEX-HGO/SLP;b.842;
b_subdiv;_boundaries;B843;23;(21.23,-104.42);MEX-NAY/JAL;b.843;
b_subdiv;_boundaries;B844;9;(19.28,-103.93);MEX-JAL/COL;b.844;
b_subdiv;_boundaries;B845;25;(19.79,-102.82);MEX-JAL/MICH;b.845;
b_subdiv;_boundaries;B846;7;(21.84,-102.19);MEX-AGS/JAL;b.846;
b_subdiv;_boundaries;B847;12;(21.15,-101.79);MEX-JAL/GTO;b.847;
b_subdiv;_boundaries;B848;29;(20.14,-101.15);MEX-GTO/MICH;b.848;
b_subdiv;_boundaries;B849;12;(20.87,-100.20);MEX-QRO/GTO;b.849;
b_subdiv;_boundaries;B850;6;(20.15,-100.22);MEX-MICH/QRO;b.850;
b_subdiv;_boundaries;B851;8;(20.18,-99.96);MEX-EMEX/QRO;b.851;
b_subdiv;_boundaries;B852;7;(20.82,-99.46);MEX-HGO/QRO;b.852;
b_subdiv;_boundaries;B853;34;(19.92,-99.12);MEX-EMEX/HGO;b.853;
b_subdiv;_boundaries;B854;6;(19.65,-98.45);MEX-TLAX/HGO;b.854;
b_subdiv;_boundaries;B855;13;(20.16,-98.18);MEX-PUE/HGO;b.855;
b_subdiv;_boundaries;B856;28;(20.80,-98.35);MEX-HGO/VER;b.856;
b_subdiv;_boundaries;B857;19;(18.50,-101.19);MEX-GRO/MICH;b.857;
b_subdiv;_boundaries;B858;5;(18.82,-103.64);MEX-COL/MICH;b.858;
b_subdiv;_boundaries;B859;14;(19.58,-100.25);MEX-MICH/EMEX;b.859;
b_subdiv;_boundaries;B860;15;(18.66,-100.00);MEX-EMEX/GRO;b.860;
b_subdiv;_boundaries;B861;5;(18.95,-99.36);MEX-EMEX/MOR;b.861;
b_subdiv;_boundaries;B862;26;(19.39,-99.10);MEX-EMEX/DF;b.862;
b_subdiv;_boundaries;B863;5;(19.01,-98.82);MEX-EMEX/MOR;b.863;
b_subdiv;_boundaries;B864;3;(19.25,-98.64);MEX-EMEX/PUE;b.864;
b_subdiv;_boundaries;B865;3;(19.54,-98.68);MEX-EMEX/TLAX;b.865;
b_subdiv;_boundaries;B866;16;(16.93,-98.30);MEX-GRO/OAX;b.866;
b_subdiv;_boundaries;B867;10;(18.08,-98.79);MEX-PUE/GRO;b.867;
b_subdiv;_boundaries;B868;11;(18.49,-99.31);MEX-MOR/GRO;b.868;
b_subdiv;_boundaries;B869;5;(19.09,-99.11);MEX-DF/MOR;b.869;
b_subdiv;_boundaries;B870;6;(18.59,-98.81);MEX-PUE/MOR;b.870;
b_subdiv;_boundaries;B871;32;(18.06,-97.72);MEX-OAX/PUE;b.871;
b_subdiv;_boundaries;B872;43;(19.62,-97.38);MEX-PUE/VER;b.872;
b_subdiv;_boundaries;B873;32;(17.84,-95.64);MEX-OAX/VER;b.873;
b_subdiv;_boundaries;B874;25;(19.42,-98.13);MEX-PUE/TLAX;b.874;
b_subdiv;_boundaries;B875;12;(16.61,-94.03);MEX-CHIS/OAX;b.875;
b_subdiv;_boundaries;B876;2;(17.23,-93.74);MEX-CHIS/VER;b.876;
b_subdiv;_boundaries;B877;9;(17.74,-93.87);MEX-TAB/VER;b.877;
b_subdiv;_boundaries;B878;35;(17.61,-92.55);MEX-CHIS/TAB;b.878;
b_subdiv;_boundaries;B879;16;(18.16,-91.78);MEX-CAM/TAB;b.879;
b_subdiv;_boundaries;B880;7;(18.72,-89.17);MEX-CAM/QROO;b.880;
b_subdiv;_boundaries;B881;13;(20.33,-89.96);MEX-YUC/CAM;b.881;
b_subdiv;_boundaries;B882;32;(20.38,-88.20);MEX-QROO/YUC;b.882;
b_subdiv;_boundaries;RUS-AD/KDA;;;;b.rus_ad_kda;
b_subdiv;_boundaries;RUS-AL/ALT;;;;b.rus_al_alt;
b_subdiv;_boundaries;RUS-AL/KEM;;;;b.rus_al_kem;
b_subdiv;_boundaries;RUS-AL/KK;;;;b.rus_al_kk;
b_subdiv;_boundaries;RUS-AL/TY;;;;b.rus_al_ty;
b_subdiv;_boundaries;RUS-ALT/KEM;;;;b.rus_alt_kem;
b_subdiv;_boundaries;RUS-ALT/NVS;;;;b.rus_alt_nvs;
b_subdiv;_boundaries;RUS-AMU/KHA;;;;b.rus_amu_kha;
b_subdiv;_boundaries;RUS-AMU/SA;;;;b.rus_amu_sa;
b_subdiv;_boundaries;RUS-AMU/YEV;;;;b.rus_amu_yev;
b_subdiv;_boundaries;RUS-AMU/ZAB;;;;b.rus_amu_zab;
b_subdiv;_boundaries;RUS-ARK/KIR;;;;b.rus_ark_kir;
b_subdiv;_boundaries;RUS-ARK/KO;;;;b.rus_ark_ko;
b_subdiv;_boundaries;RUS-ARK/KR;;;;b.rus_ark_kr;
b_subdiv;_boundaries;RUS-ARK/NEN;;;;b.rus_ark_nen;
b_subdiv;_boundaries;RUS-ARK/VLG;;;;b.rus_ark_vlg;
b_subdiv;_boundaries;RUS-AST/KL;;;;b.rus_ast_kl;
b_subdiv;_boundaries;RUS-AST/VGG;;;;b.rus_ast_vgg;
b_subdiv;_boundaries;RUS-BA/CHE;;;;b.rus_ba_che;
b_subdiv;_boundaries;RUS-BA/ORE;;;;b.rus_ba_ore;
b_subdiv;_boundaries;RUS-BA/PER;;;;b.rus_ba_per;
b_subdiv;_boundaries;RUS-BA/SVE;;;;b.rus_ba_sve;
b_subdiv;_boundaries;RUS-BA/TA;;;;b.rus_ba_ta;
b_subdiv;_boundaries;RUS-BA/UD;;;;b.rus_ba_ud;
b_subdiv;_boundaries;RUS-BEL/KRS;;;;b.rus_bel_krs;
b_subdiv;_boundaries;RUS-BEL/VOR;;;;b.rus_bel_vor;
b_subdiv;_boundaries;RUS-BRY/KLU;;;;b.rus_bry_klu;
b_subdiv;_boundaries;RUS-BRY/KRS;;;;b.rus_bry_krs;
b_subdiv;_boundaries;RUS-BRY/ORL;;;;b.rus_bry_orl;
b_subdiv;_boundaries;RUS-BRY/SMO;;;;b.rus_bry_smo;
b_subdiv;_boundaries;RUS-BU/IRK;;;;b.rus_bu_irk;
b_subdiv;_boundaries;RUS-BU/TY;;;;b.rus_bu_ty;
b_subdiv;_boundaries;RUS-BU/ZAB;;;;b.rus_bu_zab;
b_subdiv;_boundaries;RUS-CE/DA;;;;b.rus_ce_da;
b_subdiv;_boundaries;RUS-CE/IN;;;;b.rus_ce_in;
b_subdiv;_boundaries;RUS-CE/SE;;;;b.rus_ce_se;
b_subdiv;_boundaries;RUS-CE/STA;;;;b.rus_ce_sta;
b_subdiv;_boundaries;RUS-CHE/KGN;;;;b.rus_che_kgn;
b_subdiv;_boundaries;RUS-CHE/ORE;;;;b.rus_che_ore;
b_subdiv;_boundaries;RUS-CHE/SVE;;;;b.rus_che_sve;
b_subdiv;_boundaries;RUS-CHU/KAM;;;;b.rus_chu_kam;
b_subdiv;_boundaries;RUS-CHU/MAG;;;;b.rus_chu_mag;
b_subdiv;_boundaries;RUS-CHU/SA;;;;b.rus_chu_sa;
b_subdiv;_boundaries;RUS-CU/ME;;;;b.rus_cu_me;
b_subdiv;_boundaries;RUS-CU/MO;;;;b.rus_cu_mo;
b_subdiv;_boundaries;RUS-CU/NIZ;;;;b.rus_cu_niz;
b_subdiv;_boundaries;RUS-CU/TA;;;;b.rus_cu_ta;
b_subdiv;_boundaries;RUS-CU/ULY;;;;b.rus_cu_uly;
b_subdiv;_boundaries;RUS-DA/KL;;;;b.rus_da_kl;
b_subdiv;_boundaries;RUS-DA/STA;;;;b.rus_da_sta;
b_subdiv;_boundaries;RUS-IN/SE;;;;b.rus_in_se;
b_subdiv;_boundaries;RUS-IRK/KYA;;;;b.rus_irk_kya;
b_subdiv;_boundaries;RUS-IRK/SA;;;;b.rus_irk_sa;
b_subdiv;_boundaries;RUS-IRK/TY;;;;b.rus_irk_ty;
b_subdiv;_boundaries;RUS-IRK/ZAB;;;;b.rus_irk_zab;
b_subdiv;_boundaries;RUS-IVA/KOS;;;;b.rus_iva_kos;
b_subdiv;_boundaries;RUS-IVA/NIZ;;;;b.rus_iva_niz;
b_subdiv;_boundaries;RUS-IVA/VLA;;;;b.rus_iva_vla;
b_subdiv;_boundaries;RUS-IVA/YAR;;;;b.rus_iva_yar;
b_subdiv;_boundaries;RUS-KAM/MAG;;;;b.rus_kam_mag;
b_subdiv;_boundaries;RUS-KB/KC;;;;b.rus_kb_kc;
b_subdiv;_boundaries;RUS-KB/SE;;;;b.rus_kb_se;
b_subdiv;_boundaries;RUS-KC/KDA;;;;b.rus_kc_kda;
b_subdiv;_boundaries;RUS-KC/STA;;;;b.rus_kc_sta;
b_subdiv;_boundaries;RUS-KDA/ROS;;;;b.rus_kda_ros;
b_subdiv;_boundaries;RUS-KDA/STA;;;;b.rus_kda_sta;
b_subdiv;_boundaries;RUS-KEM/KK;;;;b.rus_kem_kk;
b_subdiv;_boundaries;RUS-KEM/KYA;;;;b.rus_kem_kya;
b_subdiv;_boundaries;RUS-KEM/NVS;;;;b.rus_kem_nvs;
b_subdiv;_boundaries;RUS-KEM/TOM;;;;b.rus_kem_tom;
b_subdiv;_boundaries;RUS-KGM/KYA;;;;b.rus_kgm_kya;
b_subdiv;_boundaries;RUS-KGM/TOM;;;;b.rus_kgm_tom;
b_subdiv;_boundaries;RUS-KGN/SVE;;;;b.rus_kgn_sve;
b_subdiv;_boundaries;RUS-KGN/TYU;;;;b.rus_kgn_tyu;
b_subdiv;_boundaries;RUS-KHA/MAG;;;;b.rus_kha_mag;
b_subdiv;_boundaries;RUS-KHA/PRI;;;;b.rus_kha_pri;
b_subdiv;_boundaries;RUS-KHA/SA;;;;b.rus_kha_sa;
b_subdiv;_boundaries;RUS-KHA/YEV;;;;b.rus_kha_yev;
b_subdiv;_boundaries;RUS-KHM/KO;;;;b.rus_khm_ko;
b_subdiv;_boundaries;RUS-KHM/SVE;;;;b.rus_khm_sve;
b_subdiv;_boundaries;RUS-KHM/TYU;;;;b.rus_khm_tyu;
b_subdiv;_boundaries;RUS-KHM/YAN;;;;b.rus_khm_yan;
b_subdiv;_boundaries;RUS-KIR/KO;;;;b.rus_kir_ko;
b_subdiv;_boundaries;RUS-KIR/KOS;;;;b.rus_kir_kos;
b_subdiv;_boundaries;RUS-KIR/ME;;;;b.rus_kir_me;
b_subdiv;_boundaries;RUS-KIR/NIZ;;;;b.rus_kir_niz;
b_subdiv;_boundaries;RUS-KIR/PER;;;;b.rus_kir_per;
b_subdiv;_boundaries;RUS-KIR/TA;;;;b.rus_kir_ta;
b_subdiv;_boundaries;RUS-KIR/UD;;;;b.rus_kir_ud;
b_subdiv;_boundaries;RUS-KIR/VLG;;;;b.rus_kir_vlg;
b_subdiv;_boundaries;RUS-KK/KYA;;;;b.rus_kk_kya;
b_subdiv;_boundaries;RUS-KK/TY;;;;b.rus_kk_ty;
b_subdiv;_boundaries;RUS-KL/ROS;;;;b.rus_kl_ros;
b_subdiv;_boundaries;RUS-KL/STA;;;;b.rus_kl_sta;
b_subdiv;_boundaries;RUS-KL/VGG;;;;b.rus_kl_vgg;
b_subdiv;_boundaries;RUS-KLU/MOS;;;;b.rus_klu_mos;
b_subdiv;_boundaries;RUS-KLU/ORL;;;;b.rus_klu_orl;
b_subdiv;_boundaries;RUS-KLU/SMO;;;;b.rus_klu_smo;
b_subdiv;_boundaries;RUS-KLU/TUL;;;;b.rus_klu_tul;
b_subdiv;_boundaries;RUS-KO/NEN;;;;b.rus_ko_nen;
b_subdiv;_boundaries;RUS-KO/PER;;;;b.rus_ko_per;
b_subdiv;_boundaries;RUS-KO/SVE;;;;b.rus_ko_sve;
b_subdiv;_boundaries;RUS-KO/YAN;;;;b.rus_ko_yan;
b_subdiv;_boundaries;RUS-KOS/NIZ;;;;b.rus_kos_niz;
b_subdiv;_boundaries;RUS-KOS/VLG;;;;b.rus_kos_vlg;
b_subdiv;_boundaries;RUS-KOS/YAR;;;;b.rus_kos_yar;
b_subdiv;_boundaries;RUS-KR/MUR;;;;b.rus_kr_mur;
b_subdiv;_boundaries;RUS-KR/VLG;;;;b.rus_kr_vlg;
b_subdiv;_boundaries;RUS-KRS/LIP;;;;b.rus_krs_lip;
b_subdiv;_boundaries;RUS-KRS/ORL;;;;b.rus_krs_orl;
b_subdiv;_boundaries;RUS-KRS/VOR;;;;b.rus_krs_vor;
b_subdiv;_boundaries;RUS-KYA/SA;;;;b.rus_kya_sa;
b_subdiv;_boundaries;RUS-KYA/TOM;;;;b.rus_kya_tom;
b_subdiv;_boundaries;RUS-KYA/TY;;;;b.rus_kya_ty;
b_subdiv;_boundaries;RUS-KYA/YAN;;;;b.rus_kya_yan;
b_subdiv;_boundaries;RUS-LEN/KR;;;;b.rus_len_kr;
b_subdiv;_boundaries;RUS-LEN/KR_2;;;;b.rus_len_kr_2;
b_subdiv;_boundaries;RUS-LEN/NGR;;;;b.rus_len_ngr;
b_subdiv;_boundaries;RUS-LEN/PSK;;;;b.rus_len_psk;
b_subdiv;_boundaries;RUS-LEN/SPE;;;;b.rus_len_spe;
b_subdiv;_boundaries;RUS-LEN/VLG;;;;b.rus_len_vlg;
b_subdiv;_boundaries;RUS-LIP/ORL;;;;b.rus_lip_orl;
b_subdiv;_boundaries;RUS-LIP/RYA;;;;b.rus_lip_rya;
b_subdiv;_boundaries;RUS-LIP/TAM;;;;b.rus_lip_tam;
b_subdiv;_boundaries;RUS-LIP/TUL;;;;b.rus_lip_tul;
b_subdiv;_boundaries;RUS-LIP/VOR;;;;b.rus_lip_vor;
b_subdiv;_boundaries;RUS-MAG/SA;;;;b.rus_mag_sa;
b_subdiv;_boundaries;RUS-ME/NIZ;;;;b.rus_me_niz;
b_subdiv;_boundaries;RUS-ME/TA;;;;b.rus_me_ta;
b_subdiv;_boundaries;RUS-MO/NIZ;;;;b.rus_mo_niz;
b_subdiv;_boundaries;RUS-MO/PNZ;;;;b.rus_mo_pnz;
b_subdiv;_boundaries;RUS-MO/RYA;;;;b.rus_mo_rya;
b_subdiv;_boundaries;RUS-MO/ULY;;;;b.rus_mo_uly;
b_subdiv;_boundaries;RUS-MOS/MOW;;;;b.rus_mos_mow;
b_subdiv;_boundaries;RUS-MOS/RYA;;;;b.rus_mos_rya;
b_subdiv;_boundaries;RUS-MOS/SMO;;;;b.rus_mos_smo;
b_subdiv;_boundaries;RUS-MOS/TUL;;;;b.rus_mos_tul;
b_subdiv;_boundaries;RUS-MOS/TVE;;;;b.rus_mos_tve;
b_subdiv;_boundaries;RUS-MOS/VLA;;;;b.rus_mos_vla;
b_subdiv;_boundaries;RUS-MOS/YAR;;;;b.rus_mos_yar;
b_subdiv;_boundaries;RUS-NEN/YAN;;;;b.rus_nen_yan;
b_subdiv;_boundaries;RUS-NGR/PSK;;;;b.rus_ngr_psk;
b_subdiv;_boundaries;RUS-NGR/TVE;;;;b.rus_ngr_tve;
b_subdiv;_boundaries;RUS-NGR/VLG;;;;b.rus_ngr_vlg;
b_subdiv;_boundaries;RUS-NIZ/RYA;;;;b.rus_niz_rya;
b_subdiv;_boundaries;RUS-NIZ/VLA;;;;b.rus_niz_vla;
b_subdiv;_boundaries;RUS-NVS/OMS;;;;b.rus_nvs_oms;
b_subdiv;_boundaries;RUS-NVS/TOM;;;;b.rus_nvs_tom;
b_subdiv;_boundaries;RUS-OMS/TOM;;;;b.rus_oms_tom;
