systemName;region;route;numWaypoints;midCoords;description;fileroot;(reserved)
b_water;_boundaries;B608;5;(41.26,-72.00);USA-CT-Goose/ATL;b.608;
b_water;_boundaries;B609;8;(41.18,-71.58);USA-RI-Fort/ATL;b.609;
b_water;_boundaries;B610;7;(41.50,-71.39);USA-RI-Conanicut/ATL;b.610;
b_water;_boundaries;B611;5;(41.61,-71.33);USA-RI-Prudence/ATL;b.611;
b_water;_boundaries;B612;14;(41.39,-70.64);USA-MA-Martha/ATL;b.612;
b_water;_boundaries;B613;9;(41.28,-70.10);USA-MA-Nantucket/ATL;b.613;
b_water;_boundaries;B614;16;(44.10,-68.86);USA-ME-Vinalhaven/ATL;b.614;
b_water;_boundaries;B615;10;(44.31,-68.91);USA-ME-Hutchins/ATL;b.615;
b_water;_boundaries;B616;8;(44.05,-68.63);USA-ME-Haut/ATL;b.616;
b_water;_boundaries;B617;8;(44.16,-68.44);USA-ME-Swans/ATL;b.617;
b_water;_boundaries;B618;5;(44.49,-67.59);USA-ME-Great Waas/ATL;b.618;
b_water;_boundaries;B619;4;(44.50,-67.54);USA-ME-Harbor/ATL;b.619;
b_water;_boundaries;B630;22;(33.72,-82.32);USA-GA,SC/Thurmond;b.630;
b_water;_boundaries;B642;25;(26.92,-80.85);USA-FL/Okeechobee;b.642;
b_water;_boundaries;B643;99;(49.19,-94.62);USA-MN,CAN-MB,ON/Lake Woods;b.643;
b_water;_boundaries;B644;97;(49.55,-94.67);USA-MN,CAN-MB,ON/Lake Woods;b.644;
b_water;_boundaries;B647;99;(48.60,-92.99);USA,CAN/Sand Pt Lake;b.647;
b_water;_boundaries;B648;38;(46.78,-91.18);USA-MI/Lake Superior;b.648;
b_water;_boundaries;B649;87;(47.01,-88.81);USA-MI/Lake Superior;b.649;
b_water;_boundaries;B650;87;(46.61,-86.00);USA-MI,CAN-ON/Lake Superior;b.650;
b_water;_boundaries;B651;87;(47.62,-85.17);CAN-ON/Lake Superior;b.651;
b_water;_boundaries;B652;87;(48.77,-87.79);CAN-ON/Lake Superior;b.652;
b_water;_boundaries;B653;85;(48.08,-89.59);USA-MN,CAN-ON/Lake Superior;b.653;
b_water;_boundaries;B654;11;(46.80,-90.71);USA-MI-Madeline/Lake Superior;b.654;
b_water;_boundaries;B655;6;(46.94,-90.74);USA-MI-Oak/Lake Superior;b.655;
b_water;_boundaries;B656;8;(46.94,-90.60);USA-MI-Stockton/Lake Superior;b.656;
b_water;_boundaries;B657;6;(47.03,-90.45);USA-MI-Outer/Lake Superior;b.657;
b_water;_boundaries;B658;22;(47.99,-88.87);USA-MI-Birch Isle/Lake Superior;b.658;
b_water;_boundaries;B659;7;(48.23,-89.12);CAN-ON-Pie Island/Lake Superior;b.659;
b_water;_boundaries;B660;11;(46.50,-86.66);USA-MI-Grand/Lake Superior;b.660;
b_water;_boundaries;B661;12;(47.74,-85.78);CAN-ON-Michipicoten/Lake Superior;b.661;
b_water;_boundaries;B662;15;(46.44,-84.21);USA-MI/Lakes;b.662;
b_water;_boundaries;B663;5;(46.45,-84.11);CAN-ON/Lake George;b.663;
b_water;_boundaries;B664;4;(46.49,-84.41);CAN-ON/North Channel;b.664;
b_water;_boundaries;B665;94;(45.67,-86.56);USA-MI,WI/Lake Mich.;b.665;
b_water;_boundaries;B666;98;(44.47,-87.48);USA-WI/Lake Mich.;b.666;
b_water;_boundaries;B667;98;(43.40,-86.60);USA-WI,IL,IN,MI/Lake Mich.;b.667;
b_water;_boundaries;B668;98;(45.20,-84.60);USA-MI/Lake Michigan,Huron;b.668;
b_water;_boundaries;B669;98;(43.81,-82.86);CAN-ON,USA-MI/Huron;b.669;
b_water;_boundaries;B670;98;(44.86,-80.93);CAN-ON/Huron;b.670;
b_water;_boundaries;B671;98;(45.40,-80.37);CAN-ON/Huron;b.671;
b_water;_boundaries;B672;98;(45.82,-82.15);CAN-ON-Manitoulin/Huron;b.672;
b_water;_boundaries;B673;98;(46.05,-82.75);CAN-ON/Huron;b.673;
b_water;_boundaries;B674;89;(46.03,-84.08);USA-MI/Huron;b.674;
b_water;_boundaries;B675;10;(45.37,-86.91);USA-WI-Washington/Michigan;b.675;
b_water;_boundaries;B676;7;(45.10,-86.02);USA-MI-North Manitou/Michigan;b.676;
b_water;_boundaries;B677;12;(45.67,-85.55);USA-MI-Beaver/Michigan;b.677;
b_water;_boundaries;B678;10;(45.78,-84.47);USA-MI-Bois Blanc/Huron;b.678;
b_water;_boundaries;B679;13;(45.92,-83.39);CAN-ON-Cockburn/Huron;b.679;
b_water;_boundaries;B680;8;(45.49,-81.78);CAN-ON-Fitzwilliam/Huron;b.680;
b_water;_boundaries;B681;9;(44.83,-80.21);CAN-ON-Christian/Huron;b.681;
b_water;_boundaries;B683;43;(42.49,-82.67);CAN-ON,USA-MI/Lake St. Clair;b.683;
b_water;_boundaries;B685;14;(41.95,-83.28);USA-MI/Lake Erie;b.685;
b_water;_boundaries;B686;44;(41.56,-83.01);USA-MI,OH/Lake Erie;b.686;
b_water;_boundaries;B687;66;(42.24,-80.28);USA-OH,PA,NY/Lake Erie;b.687;
b_water;_boundaries;B688;65;(42.47,-81.18);CAN-ON/Lake Erie;b.688;
b_water;_boundaries;B690;60;(43.49,-77.49);USA-NY/Lake Ontario;b.690;
b_water;_boundaries;B691;59;(44.12,-76.65);USA-NY,CAN-ON/Lake Ontario;b.691;
b_water;_boundaries;B692;36;(43.81,-78.64);CAN-ON/Lake Ontario;b.692;
b_water;_boundaries;B693;9;(44.15,-76.72);CAN-ON-Amherst/Lake Ontario;b.693;
b_water;_boundaries;B694;18;(44.17,-76.38);CAN-ON-Wolfe/Lake Ontario;b.694;
b_water;_boundaries;B695;6;(44.27,-76.12);USA-NY-Grindstone/Lake Ontario;b.695;
b_water;_boundaries;B708;71;(24.76,-78.09);BHS-Andros/ATL;b.708;
b_water;_boundaries;B709;10;(24.23,-77.95);BHS-Andros/ATL;b.709;
b_water;_boundaries;B710;12;(24.20,-77.91);BHS-Andros/ATL;b.710;
b_water;_boundaries;B711;7;(24.34,-77.74);BHS-Andros/ATL;b.711;
b_water;_boundaries;B712;45;(24.01,-77.72);BHS-Andros/ATL;b.712;
b_water;_boundaries;B713;17;(25.03,-77.43);BHS-New Providence/ATL;b.713;
b_water;_boundaries;B714;53;(26.63,-78.48);BHS-Grand Bahama/ATL;b.714;
b_water;_boundaries;B715;6;(26.59,-77.87);BHS-Lightborne/ATL;b.715;
b_water;_boundaries;B716;4;(26.57,-77.83);BHS-Big Cross/ATL;b.716;
b_water;_boundaries;B717;7;(26.31,-77.58);BHS-Mores/ATL;b.717;
b_water;_boundaries;B718;87;(26.49,-77.32);BHS-Great Abaco/ATL;b.718;
b_water;_boundaries;B719;19;(25.49,-76.68);BHS-Bluff/ATL;b.719;
b_water;_boundaries;B720;54;(25.05,-76.27);BHS-Eleuthera/ATL;b.720;
b_water;_boundaries;B721;43;(24.38,-75.50);BHS-Cat/ATL;b.721;
b_water;_boundaries;B791;54;(50.73,-125.77);CAN-BC/PAC;b.791;
b_water;_boundaries;B792;82;(56.28,-60.26);CAN-NL/ATL;b.792;
b_water;_boundaries;B793B;;;CAN-MB/Hudson;b.793b;
b_water;_boundaries;B794A;148;(46.81,-65.45);CAN-NB/St. Lawrence;b.794a;
b_water;_boundaries;B794C;148;(46.81,-65.45);CAN-NB/Bay of Fundy;b.794c;
b_water;_boundaries;B795;169;(48.52,-55.08);CAN-NL/ATL;b.795;
b_water;_boundaries;B796;214;(45.46,-62.81);CAN-NS/ATL;b.796;
b_water;_boundaries;B799B;;;CAN-ON/Hudson;b.799b;
b_water;_boundaries;B800;81;(46.42,-63.25);CAN-PE/St. Lawrence;b.800;
b_water;_boundaries;B801;125;(18.25,-66.42);USA-PR/ATL;b.801;
b_water;_boundaries;B802C;;;CAN-QC/St.Law;b.802c;
b_water;_boundaries;B802D;;;CAN-QC/Hudson;b.802d;
b_water;_boundaries;B803;33;(53.16,-131.99);CAN-BC-Queen Charlotte/PAC;b.803;
b_water;_boundaries;B805;29;(49.36,-125.22);CAN-BC-Vancouver/PAC;b.805;
b_water;_boundaries;B806B;;;CAN-YT/ARC;b.806b;
b_water;_boundaries;B812;328;(21.49,-157.91);USA-HI-Oahu/PAC;b.812;
b_water;_boundaries;B883;16;(14.62,-61.01);MTQ/ATL;b.883;
b_water;_boundaries;DNK/Baltic_Nor;;;;b.dnk_northsea;
b_water;_boundaries;DNK/Baltic_Fun;;;Funen;b.dnk_funen_baltic;
b_water;_boundaries;DNK/Baltic_Lol;;;Lolland;b.dnk_lolland_baltic;
b_water;_boundaries;DNK/NorthSea;;;Zealand;b.dnk_zealand_northsea;
b_water;_boundaries;DNK/Baltic_Fal;;;Falster;b.dnk_falster_baltic;
b_water;_boundaries;ESP/ATL_Fue;;;Fuerteventura;b.atl_esp_fuerteventura;
b_water;_boundaries;ESP/ATL_Gra;;;Gran Canaria;b.atl_esp_grancanaria;
b_water;_boundaries;ESP/ATL_Ten;;;Tenerife;b.atl_esp_tenerife;
b_water;_boundaries;ESP/ATL_Lan;;;Lanzarote;b.atl_esp_lanzarote;
b_water;_boundaries;ESP/MED_Mal;;;Mallorca;b.med_esp_mallorca;
b_water;_boundaries;ESP/MED_Ibi;;;Ibiza;b.med_esp_ibiza;
b_water;_boundaries;USA-HI/PAC_Haw;;;Hawaii;b.usa_hi_hawaii;
b_water;_boundaries;USA-HI/PAC_Mol;;;Molokai;b.usa_hi_molokai;
b_water;_boundaries;USA-HI/PAC_Lan;;;Lanai;b.usa_hi_lanai;
b_water;_boundaries;USA-HI/PAC_Kau;;;Kauai;b.usa_hi_kauai;
b_water;_boundaries;USA-HI/PAC_Mau;;;Maui;b.usa_hi_maui;
b_water;_boundaries;CAN-NB/ATL_Mis;;;Miscou;b.can_nb_miscou;
b_water;_boundaries;CAN-NB/ATL_Gra;;;Grand Manan;b.can_nb_grandmanan;
b_water;_boundaries;CAN-NB/ATL_Dee;;;Deer;b.can_nb_deer;
b_water;_boundaries;CAN-NB/ATL_Cam;;;Campbello;b.can_nb_campobello;
b_water;_boundaries;IMN/IrishSea;;;;b.imn_irishsea;
b_water;_boundaries;JEY/EngCh;;;;b.jey_engchannel;
