route;Waypoint1;Waypoint2;Waypoint3;Error;Info
chngz.g76;X715;G321_Daf;;VISIBLE_DISTANCE;21.54
chngz.g76;X870;S15;;VISIBLE_DISTANCE;12.88
chngz.g76;X926;RingRd;;VISIBLE_DISTANCE;20.44
chngz.g7611;S102;X019;;VISIBLE_DISTANCE;19.04
chngz.g7611;X019;Z166;;VISIBLE_DISTANCE;19.32
chngz.g7611;Z166;G56;;VISIBLE_DISTANCE;12.15
chngz.g7612;G60;S50;;VISIBLE_DISTANCE;24.08
chngz.g78;G324;GZ/YN;;VISIBLE_DISTANCE;14.13
chnha.ah001;968;S339;;VISIBLE_DISTANCE;12.54
chnha.ah001;G36;S331;;VISIBLE_DISTANCE;13.82
chnha.ah001;G5512;G30;;VISIBLE_DISTANCE;10.96
chnha.ah001;S222;S101;;VISIBLE_DISTANCE;17.90
chnha.ah001;S223;ChaRd;;VISIBLE_DISTANCE;11.26
chnha.ah001;S224;S335;;VISIBLE_DISTANCE;15.11
chnha.ah001;S28;HuaAve;;VISIBLE_DISTANCE;20.28
chnha.ah001;S302;S26_E;;VISIBLE_DISTANCE;12.90
chnha.ah001;S331;S338;;VISIBLE_DISTANCE;13.98
chnha.ah001;S335;961;;VISIBLE_DISTANCE;22.14
chnha.ah001;S338;KaiAve;;VISIBLE_DISTANCE;11.13
chnha.ah001;S339;HA/HB;;VISIBLE_DISTANCE;11.47
chnha.ah001;S83;S329;;VISIBLE_DISTANCE;24.98
chnha.ah005;765;788;;VISIBLE_DISTANCE;14.12
chnha.ah005;792;809;;VISIBLE_DISTANCE;10.92
chnha.ah005;809;846;;VISIBLE_DISTANCE;22.96
chnha.ah005;901;933;;VISIBLE_DISTANCE;20.31
chnha.ah005;949;Z014;;VISIBLE_DISTANCE;12.82
chnha.ah005;Dan;G312;;VISIBLE_DISTANCE;25.82
chnha.ah005;G312;S59;;VISIBLE_DISTANCE;14.34
chnha.ah005;G55_N;G207;;VISIBLE_DISTANCE;11.85
chnha.ah005;S206;S49;;VISIBLE_DISTANCE;16.06
chnha.ah005;S213;901;;VISIBLE_DISTANCE;23.00
chnha.ah005;S234;S328;;VISIBLE_DISTANCE;14.62
chnha.ah005;S248;X042;;VISIBLE_DISTANCE;14.00
chnha.ah005;S328;S240;;VISIBLE_DISTANCE;15.41
chnha.ah005;S49;S234;;VISIBLE_DISTANCE;10.23
chnha.ah005;Z014;S206;;VISIBLE_DISTANCE;18.37
chnha.ah005;Zha;G55/S83;;VISIBLE_DISTANCE;11.78
chnha.g04;968;S339;;VISIBLE_DISTANCE;12.54
chnha.g04;G36;S331;;VISIBLE_DISTANCE;13.82
chnha.g04;G5512;G30;;VISIBLE_DISTANCE;10.96
chnha.g04;S222;S101;;VISIBLE_DISTANCE;17.90
chnha.g04;S223;ChaRd;;VISIBLE_DISTANCE;11.26
chnha.g04;S224;S335;;VISIBLE_DISTANCE;15.11
chnha.g04;S28;HuaAve;;VISIBLE_DISTANCE;20.28
chnha.g04;S302;S26_E;;VISIBLE_DISTANCE;12.90
chnha.g04;S331;S338;;VISIBLE_DISTANCE;13.98
chnha.g04;S335;961;;VISIBLE_DISTANCE;22.14
chnha.g04;S338;KaiAve;;VISIBLE_DISTANCE;11.13
chnha.g04;S339;HA/HB;;VISIBLE_DISTANCE;11.47
chnha.g04;S83;S329;;VISIBLE_DISTANCE;24.98
chnha.g1511;G106/G220;G220/G310;;VISIBLE_DISTANCE;11.46
chnha.g35;G30;S326;;VISIBLE_DISTANCE;13.83
chnha.g36;G207;S325;;VISIBLE_DISTANCE;16.49
chnha.g36;G4;S49;;VISIBLE_DISTANCE;40.30
chnha.g36;G45;S213;;VISIBLE_DISTANCE;11.38
chnha.g36;S102;S210;;VISIBLE_DISTANCE;13.60
chnha.g36;S210;S238;;VISIBLE_DISTANCE;15.32
chnha.g36;S325;RuanRd;;VISIBLE_DISTANCE;10.88
chnha.g36;S81;G4;;VISIBLE_DISTANCE;22.81
chnha.g36;S88;G207;;VISIBLE_DISTANCE;21.37
chnha.g40;765;788;;VISIBLE_DISTANCE;14.12
chnha.g40;792;809;;VISIBLE_DISTANCE;10.92
chnha.g40;809;846;;VISIBLE_DISTANCE;22.96
chnha.g40;901;933;;VISIBLE_DISTANCE;20.31
chnha.g40;949;Z014;;VISIBLE_DISTANCE;12.82
chnha.g40;Dan;G312;;VISIBLE_DISTANCE;25.82
chnha.g40;G312;S59;;VISIBLE_DISTANCE;14.34
chnha.g40;G55_N;G207;;VISIBLE_DISTANCE;11.85
chnha.g40;S206;S49;;VISIBLE_DISTANCE;16.06
chnha.g40;S213;901;;VISIBLE_DISTANCE;23.00
chnha.g40;S234;S328;;VISIBLE_DISTANCE;14.62
chnha.g40;S248;X042;;VISIBLE_DISTANCE;14.00
chnha.g40;S328;S240;;VISIBLE_DISTANCE;15.41
chnha.g40;S49;S234;;VISIBLE_DISTANCE;10.23
chnha.g40;Z014;S206;;VISIBLE_DISTANCE;18.37
chnha.g40;Zha;G55/S83;;VISIBLE_DISTANCE;11.78
chnha.g45;S101;S222;;VISIBLE_DISTANCE;16.36
chnha.g45;S216;Z005;;VISIBLE_DISTANCE;12.82
chnha.g45;S217;S333;;VISIBLE_DISTANCE;17.46
chnha.g45;S22;S302;;VISIBLE_DISTANCE;10.66
chnha.g45;S222;X049;;VISIBLE_DISTANCE;13.96
chnha.g45;S227;G30;;VISIBLE_DISTANCE;10.32
chnha.g45;S308;S227;;VISIBLE_DISTANCE;15.20
chnha.g45;S32;S329;;VISIBLE_DISTANCE;11.11
chnha.g45;S62;G312;;VISIBLE_DISTANCE;23.18
chnha.g45;S83;X003;;VISIBLE_DISTANCE;37.65
chnha.g45;SimRd;S213;;VISIBLE_DISTANCE;12.27
chnha.g45;Xia;S217;;VISIBLE_DISTANCE;16.21
chnha.g55;G36_S;Z034;;VISIBLE_DISTANCE;10.84
chnha.g55;G40/S83;XinAve;;VISIBLE_DISTANCE;17.14
chnha.g55;S333;S8311;;VISIBLE_DISTANCE;16.42
chnha.g55;S88;RenRd;;VISIBLE_DISTANCE;22.84
chnha.g55;Wawu;G311;;VISIBLE_DISTANCE;12.24
chnha.g55;XinAve;S335;;VISIBLE_DISTANCE;12.52
chnha.g55;Z034;Wawu;;VISIBLE_DISTANCE;20.14
chnhb.ah001;G50/G4201;X009;;VISIBLE_DISTANCE;12.04
chnhb.ah001;HA/HB;LinConLine;;VISIBLE_DISTANCE;18.72
chnhb.ah001;LinConLine;G4213;;VISIBLE_DISTANCE;11.14
chnhb.ah001;S110;G42;;VISIBLE_DISTANCE;17.84
chnhb.ah001;S214;SihRd;;VISIBLE_DISTANCE;11.60
chnhb.ah001;S243;WanLine;;VISIBLE_DISTANCE;10.76
chnhb.ah001;WanLine;S310;;VISIBLE_DISTANCE;11.32
chnhb.ah001;X009;GuiAve;;VISIBLE_DISTANCE;13.60
chnhb.ah001;X044;S214;;VISIBLE_DISTANCE;20.01
chnhb.g04;G50/G4201;X009;;VISIBLE_DISTANCE;12.04
chnhb.g04;HA/HB;LinConLine;;VISIBLE_DISTANCE;18.72
chnhb.g04;LinConLine;G4213;;VISIBLE_DISTANCE;11.14
chnhb.g04;S110;G42;;VISIBLE_DISTANCE;17.84
chnhb.g04;S214;SihRd;;VISIBLE_DISTANCE;11.60
chnhb.g04;S243;WanLine;;VISIBLE_DISTANCE;10.76
chnhb.g04;WanLine;S310;;VISIBLE_DISTANCE;11.32
chnhb.g04;X009;GuiAve;;VISIBLE_DISTANCE;13.60
chnhb.g04;X044;S214;;VISIBLE_DISTANCE;20.01
chnhb.g42;AH/HB;G45;;VISIBLE_DISTANCE;35.48
chnhb.g42;G207;S107_DanE;;VISIBLE_DISTANCE;22.85
chnhb.g42;G45;S304;;VISIBLE_DISTANCE;13.75
chnhb.g42;HanLine;YinLine;;VISIBLE_DISTANCE;18.50
chnhb.g42;S216;G55;;VISIBLE_DISTANCE;21.89
chnhb.g42;S243;S216;;VISIBLE_DISTANCE;31.16
chnhb.g42;S304;Hon;;VISIBLE_DISTANCE;10.86
chnhb.g42;ToG50;S312_Yic;;VISIBLE_DISTANCE;14.62
chnhb.g42;YinLine;S213;;VISIBLE_DISTANCE;18.61
chnhb.g4201;G4_N;G42_W;;DUPLICATE_COORDS;(30.681473,114.036627)
chnhb.g4201;X001;S101;;VISIBLE_DISTANCE;11.30
chnhb.g4213;G107;Gua;;VISIBLE_DISTANCE;11.53
chnhb.g4213;G4W2;S216;;VISIBLE_DISTANCE;18.01
chnhb.g4213;Gua;G70;;VISIBLE_DISTANCE;35.95
chnhb.g4213;S216;S305;;VISIBLE_DISTANCE;14.88
chnhb.g4213;S305;YubLine;;VISIBLE_DISTANCE;10.87
chnhb.g4213;YubLine;WanRd;;VISIBLE_DISTANCE;14.34
chnhb.g4213fan;S305_Bao;S305/S308;;VISIBLE_DISTANCE;13.27
chnhb.g4213fan;S305_Jun;S305_Zhu;;VISIBLE_DISTANCE;27.02
chnhb.g4213fan;S305_Qin;G59_N;;VISIBLE_DISTANCE;16.07
chnhb.g4213fan;S305_Sip;S305_Qin;;VISIBLE_DISTANCE;10.94
chnhb.g4213fan;S305_Zhu;S305_Bao;;VISIBLE_DISTANCE;15.83
chnhb.g4213fan;S305/S308;S308;;VISIBLE_DISTANCE;10.27
chnhb.g45;G56;HB/JX;;VISIBLE_DISTANCE;25.82
chnhb.g45;X008;S317;;VISIBLE_DISTANCE;11.37
chnhb.g45;X038;S5;;VISIBLE_DISTANCE;10.46
chnhb.g45;X401;X038;;VISIBLE_DISTANCE;11.31
chnhb.g45;Xin;Z231;;VISIBLE_DISTANCE;20.53
chnhb.g50;AH/HB;G70_E;;VISIBLE_DISTANCE;12.34
chnhb.g50;FanAve;G70/G4201;;VISIBLE_DISTANCE;10.70
chnhb.g50;G207;S256;;VISIBLE_DISTANCE;28.23
chnhb.g50;G316_Liu;G318_Lib;;VISIBLE_DISTANCE;11.26
chnhb.g50;G318_Cha;G316_Liu;;VISIBLE_DISTANCE;13.56
chnhb.g50;G318_Lib;S233;;VISIBLE_DISTANCE;93.00
chnhb.g50;G6911;S326;;VISIBLE_DISTANCE;46.15
chnhb.g50;G70_E;S204;;VISIBLE_DISTANCE;18.12
chnhb.g50;S101;X001;;VISIBLE_DISTANCE;11.30
chnhb.g50;S204;S240;;VISIBLE_DISTANCE;18.81
chnhb.g50;S214;S49;;VISIBLE_DISTANCE;21.44
chnhb.g50;S219;DonAve;;VISIBLE_DISTANCE;24.31
chnhb.g50;S240;S201;;VISIBLE_DISTANCE;18.49
chnhb.g50;S244;S43;;VISIBLE_DISTANCE;14.18
chnhb.g50;S256;S325;;VISIBLE_DISTANCE;10.67
chnhb.g50;S326;HB/CQ;;VISIBLE_DISTANCE;14.54
chnhb.g50;S49;S219;;VISIBLE_DISTANCE;21.94
chnhb.g55;G207;S88;;VISIBLE_DISTANCE;12.85
chnhb.g55;S107;G50;;VISIBLE_DISTANCE;15.60
chnhb.g55;S219;X020;;VISIBLE_DISTANCE;13.29
chnhb.g55;S250;X016;;VISIBLE_DISTANCE;17.70
chnhb.g55;S305;S306;;VISIBLE_DISTANCE;16.85
chnhb.g55;S322;G207;;VISIBLE_DISTANCE;15.87
chnhb.g55;S331;S311;;VISIBLE_DISTANCE;18.37
chnhb.g55;X016;S331;;VISIBLE_DISTANCE;10.99
chnhb.g55;X020;S107;;VISIBLE_DISTANCE;10.29
chnhb.g56;G45;YinCave;;VISIBLE_DISTANCE;21.12
chnhb.g56;JX/HB;X020;;VISIBLE_DISTANCE;26.43
chnhb.g56;Mai;YanMtn;;VISIBLE_DISTANCE;10.87
chnhb.g56;S209;G106;;VISIBLE_DISTANCE;16.23
chnhb.g56;S319;Mai;;VISIBLE_DISTANCE;11.80
chnhb.g56;YinCave;S209;;VISIBLE_DISTANCE;11.56
chnhb.g59;G209;Fan;;VISIBLE_DISTANCE;10.51
chnhb.g59;G4213_W;S305_Qin;;VISIBLE_DISTANCE;16.07
chnhb.g59;S305_Qin;S305_Sip;;VISIBLE_DISTANCE;10.94
chnhb.g6911;G50;S89;;VISIBLE_DISTANCE;19.93
chnhb.g6911;S89;G209;;VISIBLE_DISTANCE;31.38
chnhb.g70;FanAve;G50/G4201;;VISIBLE_DISTANCE;10.70
chnhb.g70;G107;ZhiRd;;VISIBLE_DISTANCE;11.04
chnhb.g70;G316_Shu;G209/G316_Wud;;VISIBLE_DISTANCE;17.30
chnhb.g70;G50_E;S204;;VISIBLE_DISTANCE;18.12
chnhb.g70;HeiRd;G316_Lao;;VISIBLE_DISTANCE;14.53
chnhb.g70;S110;G4;;VISIBLE_DISTANCE;14.41
chnhb.g70;S204;S240;;VISIBLE_DISTANCE;18.81
chnhb.g70;S240;S201;;VISIBLE_DISTANCE;18.49
chnhb.g70;S301_Qin;S301_Yun;;VISIBLE_DISTANCE;17.62
chnhb.g70;S301_Yun;S301_Sha;;VISIBLE_DISTANCE;19.99
chnhb.g70;S306;Z051;;VISIBLE_DISTANCE;19.68
chnhb.g70;S63;G316_Shu;;VISIBLE_DISTANCE;11.12
chnhb.g70;X045;G316_Xuj;;VISIBLE_DISTANCE;16.47
chnhb.g70;YanLine;G4213;;VISIBLE_DISTANCE;28.83
chnhb.g70;Z051;S216;;VISIBLE_DISTANCE;10.90
chnhb.g7011;G316_Bao;HB/SN;;VISIBLE_DISTANCE;11.04
chnhb.g7011;G316_Hua;G316_Bao;;VISIBLE_DISTANCE;13.24
chnhe.ah003;G7;X415;;VISIBLE_DISTANCE;12.68
chnhe.ah003;NM/HE;G110_Hua;;VISIBLE_DISTANCE;17.54
chnhe.ah003;X401;G207;;VISIBLE_DISTANCE;10.50
chnhe.g1812;G107;Shu;;VISIBLE_DISTANCE;10.91
chnhe.g1812;G5;Bai;;VISIBLE_DISTANCE;12.18
chnhe.g1812;Pin;G207_Fup;;VISIBLE_DISTANCE;13.61
chnhe.g20;G308_Qin;G45;;VISIBLE_DISTANCE;11.80
chnhe.g20;G5_E;S392;;VISIBLE_DISTANCE;10.38
chnhe.g20;SD/HE;G308_Qin;;VISIBLE_DISTANCE;10.01
chnhe.g20;X202;X405;;VISIBLE_DISTANCE;21.75
chnhe.g20;X252;S324;;VISIBLE_DISTANCE;12.30
chnhe.g45;G1811;S282;;VISIBLE_DISTANCE;14.05
chnhe.g45;XinExpy;S324;;VISIBLE_DISTANCE;11.29
chnhi.g98;0;612;;DUPLICATE_COORDS;(19.942208,110.357838)
chnhl.g1001;1;G10;;DUPLICATE_COORDS;(45.638407,126.743603)
chnhl.g10;G301_Luo;Sui;;VISIBLE_DISTANCE;10.12
chnhl.g10;G301_Xit;G301_Mod;;VISIBLE_DISTANCE;17.92
chnhl.g10;S206_N;Xia;;VISIBLE_DISTANCE;10.37
chnhl.g10;Sui;S206_N;;VISIBLE_DISTANCE;21.32
chnhl.g1011;FanRd;S309;;VISIBLE_DISTANCE;21.72
chnhl.g1011;Jin;S205;;VISIBLE_DISTANCE;14.91
chnhl.g1011;S309;DagHwy;;VISIBLE_DISTANCE;18.47
chnhl.g1012;ChuFarm;Qia;;VISIBLE_DISTANCE;12.61
chnhl.g1012;Non;X106/X109;;VISIBLE_DISTANCE;18.75
chnhl.g1012;Qia;S306;;VISIBLE_DISTANCE;31.15
chnhl.g1012;S210;Non;;VISIBLE_DISTANCE;15.81
chnhl.g1012;S306;S210;;VISIBLE_DISTANCE;33.58
chnhl.g11;Min;Z007;;VISIBLE_DISTANCE;11.63
chnhl.g11;S203;X066;;VISIBLE_DISTANCE;27.17
chnhl.g11;X066;ChaBraLine;;VISIBLE_DISTANCE;20.97
chnhl.g11;XinRd;Z606;;VISIBLE_DISTANCE;24.77
chnhl.g11;ZhoSt;S203;;VISIBLE_DISTANCE;10.66
chnhl.g1211;X186;X179;;VISIBLE_DISTANCE;38.04
chnhn.ah001;G0401_S;G60;;VISIBLE_DISTANCE;11.65
chnhn.ah001;G107_Daj;S308;;VISIBLE_DISTANCE;12.88
chnhn.ah001;G107_Lia;S31;;VISIBLE_DISTANCE;15.72
chnhn.ah001;HB/HN;X089;;VISIBLE_DISTANCE;20.76
chnhn.ah001;S201;G107_Daj;;VISIBLE_DISTANCE;10.57
chnhn.ah001;S212;S322;;VISIBLE_DISTANCE;20.00
chnhn.ah001;S308;X024;;VISIBLE_DISTANCE;14.16
chnhn.ah001;S320;X053;;VISIBLE_DISTANCE;23.52
chnhn.ah001;X025;S320;;VISIBLE_DISTANCE;12.72
chnhn.ah001;X026;G0401_N;;VISIBLE_DISTANCE;12.24
chnhn.ah001;X031;S201;;VISIBLE_DISTANCE;11.08
chnhn.ah001;X094;S314;;VISIBLE_DISTANCE;14.13
chnhn.ah001;ZhuAve;XB20;;VISIBLE_DISTANCE;21.85
chnhn.ah003;G320_Zhi;HN/GZ;;VISIBLE_DISTANCE;43.96
chnhn.ah003;G320_Zho;S219;;VISIBLE_DISTANCE;14.47
chnhn.ah003;G55;G320_Zho;;VISIBLE_DISTANCE;11.23
chnhn.ah003;G65;G320_Zhi;;VISIBLE_DISTANCE;13.43
chnhn.ah003;HuaRd;G320_Jia;;VISIBLE_DISTANCE;17.00
chnhn.ah003;S11;S211;;VISIBLE_DISTANCE;19.66
chnhn.ah003;S219;X060;;VISIBLE_DISTANCE;10.76
chnhn.ah003;S222;G209/G320;;VISIBLE_DISTANCE;15.53
chnhn.ah003;S70;XK15;;VISIBLE_DISTANCE;18.51
chnhn.ah003;ShaExpy;XiaAve;;VISIBLE_DISTANCE;12.29
chnhn.ah003;XiaAve;S70;;VISIBLE_DISTANCE;26.42
chnhn.ah003;XK15;G320_Lia;;VISIBLE_DISTANCE;11.79
chnhn.ah003;Z305;S222;;VISIBLE_DISTANCE;11.38
chnhn.g04;G0401_S;G60;;VISIBLE_DISTANCE;11.65
chnhn.g04;G107_Daj;S308;;VISIBLE_DISTANCE;12.88
chnhn.g04;G107_Lia;S31;;VISIBLE_DISTANCE;15.72
chnhn.g04;HB/HN;X089;;VISIBLE_DISTANCE;20.76
chnhn.g04;S201;G107_Daj;;VISIBLE_DISTANCE;10.57
chnhn.g04;S212;S322;;VISIBLE_DISTANCE;20.00
chnhn.g04;S308;X024;;VISIBLE_DISTANCE;14.16
chnhn.g04;S320;X053;;VISIBLE_DISTANCE;23.52
chnhn.g04;X025;S320;;VISIBLE_DISTANCE;12.72
chnhn.g04;X026;G0401_N;;VISIBLE_DISTANCE;12.24
chnhn.g04;X031;S201;;VISIBLE_DISTANCE;11.08
chnhn.g04;X094;S314;;VISIBLE_DISTANCE;14.13
chnhn.g04;ZhuAve;XB20;;VISIBLE_DISTANCE;21.85
chnhn.g0401;S40_N;S40_S;;DUPLICATE_COORDS;(28.183856,113.155575)
chnhn.g55;G207_Fux;S302;;VISIBLE_DISTANCE;15.59
chnhn.g55;G207_Non;S50;;VISIBLE_DISTANCE;47.95
chnhn.g55;G5513;G207_Non;;VISIBLE_DISTANCE;41.09
chnhn.g55;G60;G207_Sha;;VISIBLE_DISTANCE;12.91
chnhn.g55;G72;S323;;VISIBLE_DISTANCE;50.65
chnhn.g55;G76;S216;;VISIBLE_DISTANCE;16.97
chnhn.g55;S217_Hua;X012;;VISIBLE_DISTANCE;10.83
chnhn.g55;S323;G76;;VISIBLE_DISTANCE;15.29
chnhn.g55;S70;S80;;VISIBLE_DISTANCE;25.34
chnhn.g55;X012;G72;;VISIBLE_DISTANCE;17.92
chnhn.g55;X015;XJ28;;VISIBLE_DISTANCE;13.30
chnhn.g55;YJ18;S217_Hua;;VISIBLE_DISTANCE;19.29
chnhn.g5513;G56_W;LiuAve;;VISIBLE_DISTANCE;10.08
chnhn.g5513;S223;GaoAve;;VISIBLE_DISTANCE;11.47
chnhn.g5513;S306_Res;S304;;VISIBLE_DISTANCE;12.82
chnhn.g5513;ZhaLine;S10;;VISIBLE_DISTANCE;12.73
chnhn.g5513;ZJ21;S306_Res;;VISIBLE_DISTANCE;13.94
chnhn.g5513;ZJ27;Z174;;VISIBLE_DISTANCE;24.67
chnhn.g56;Anx;S205;;VISIBLE_DISTANCE;17.24
chnhn.g56;G209_Jis;G65_S;;VISIBLE_DISTANCE;16.18
chnhn.g56;G209_Tan;HN/GZ;;VISIBLE_DISTANCE;19.33
chnhn.g56;G319_Cha;G319_Gua;;VISIBLE_DISTANCE;14.51
chnhn.g56;HB/HN;S61;;VISIBLE_DISTANCE;23.96
chnhn.g56;LiuAve;G5513_E;;VISIBLE_DISTANCE;10.08
chnhn.g56;S203;Anx;;VISIBLE_DISTANCE;26.37
chnhn.g56;S226;YJ49;;VISIBLE_DISTANCE;18.91
chnhn.g56;S61;S306_Liu;;VISIBLE_DISTANCE;23.90
chnhn.g56;YJ49;G319_Cha;;VISIBLE_DISTANCE;10.87
chnhn.g60;G320_Zhi;HN/GZ;;VISIBLE_DISTANCE;43.96
chnhn.g60;G320_Zho;S219;;VISIBLE_DISTANCE;14.47
chnhn.g60;G55;G320_Zho;;VISIBLE_DISTANCE;11.23
chnhn.g60;G65;G320_Zhi;;VISIBLE_DISTANCE;13.43
chnhn.g60;HuaRd;G320_Jia;;VISIBLE_DISTANCE;17.00
chnhn.g60;S11;S211;;VISIBLE_DISTANCE;19.66
chnhn.g60;S219;X060;;VISIBLE_DISTANCE;10.76
chnhn.g60;S222;G209/G320;;VISIBLE_DISTANCE;15.53
chnhn.g60;S70;XK15;;VISIBLE_DISTANCE;18.51
chnhn.g60;ShaExpy;XiaAve;;VISIBLE_DISTANCE;12.29
chnhn.g60;XiaAve;S70;;VISIBLE_DISTANCE;26.42
chnhn.g60;XK15;G320_Lia;;VISIBLE_DISTANCE;11.79
chnhn.g60;Z305;S222;;VISIBLE_DISTANCE;11.38
chnhn.g65;G209_Jia;G209_Pin;;VISIBLE_DISTANCE;12.75
chnhn.g65;G209_Jin;S221;;VISIBLE_DISTANCE;41.26
chnhn.g65;G209_Jis;G56_W;;VISIBLE_DISTANCE;16.18
chnhn.g65;G209/G319;G56_E;;VISIBLE_DISTANCE;24.52
chnhn.g65;X038;S70;;VISIBLE_DISTANCE;15.66
chnhn.g65;X070;Gan;;VISIBLE_DISTANCE;11.27
chnhn.g72;G207;HN/GX;;VISIBLE_DISTANCE;16.77
chnhn.g72;S210;G55;;VISIBLE_DISTANCE;34.86
chnhn.g72;S212;X002;;VISIBLE_DISTANCE;11.26
chnhn.g72;S216;G207;;VISIBLE_DISTANCE;11.67
chnhn.g72;S320_Cha;S11_N;;VISIBLE_DISTANCE;11.69
chnhn.g72;X002;X001;;VISIBLE_DISTANCE;14.35
chnhn.g72;X065;X085;;VISIBLE_DISTANCE;13.40
chnhn.g76;G107;S214;;VISIBLE_DISTANCE;18.28
chnhn.g76;G55;X062;;VISIBLE_DISTANCE;20.80
chnhn.g76;JX/HN;S11;;VISIBLE_DISTANCE;22.54
chnhn.g76;S11;G4;;VISIBLE_DISTANCE;46.80
chnhn.g76;S214;S61;;VISIBLE_DISTANCE;18.15
chnhn.g76;S61;G55;;VISIBLE_DISTANCE;23.66
chnhn.g76;X062;S81;;VISIBLE_DISTANCE;13.66
chnhn.g76;X068;S302;;VISIBLE_DISTANCE;10.58
chnjl.g11;G201;S26_S;;VISIBLE_DISTANCE;88.97
chnjl.g11;G303;TonRd;;VISIBLE_DISTANCE;11.33
chnjl.g11;S10;JL/LN;;VISIBLE_DISTANCE;17.56
chnjl.g11;S26_N;G1112;;VISIBLE_DISTANCE;63.34
chnjl.g11;X040;G201;;VISIBLE_DISTANCE;13.28
chnjl.g1112;G202_Mei;G304_Liu;;VISIBLE_DISTANCE;11.60
chnjl.g1112;G303_San;G11;;VISIBLE_DISTANCE;16.32
chnjl.g1112;G304_Liu;G303_San;;VISIBLE_DISTANCE;22.80
chnjl.g1212;Daw;Day;;VISIBLE_DISTANCE;11.70
chnjl.g1212;Day;G303;;VISIBLE_DISTANCE;11.53
chnjl.g1212;G1112;S103;;VISIBLE_DISTANCE;13.32
chnjl.g1212;G202;Shu;;VISIBLE_DISTANCE;26.90
chnjl.g1212;S209;G202;;VISIBLE_DISTANCE;11.30
chnjl.g1212;Shu;Yon;;VISIBLE_DISTANCE;20.67
chnjl.g2501;1;G25;;DUPLICATE_COORDS;(43.867749,125.132679)
chnjs.ah005;160(G2);140(G2);;VISIBLE_DISTANCE;11.63
chnjs.ah034;G15;S245;;VISIBLE_DISTANCE;18.16
chnjs.ah034;GuzAve;LonAve;;VISIBLE_DISTANCE;13.63
chnjs.ah034;S251;S252;;VISIBLE_DISTANCE;18.55
chnjs.ah034;S252;G2513;;VISIBLE_DISTANCE;14.12
chnjs.ah034;S464;G2;;VISIBLE_DISTANCE;13.42
chnjs.ah034;S73;G25;;VISIBLE_DISTANCE;11.23
chnjs.g02;140;160;;VISIBLE_DISTANCE;11.63
chnjs.g02;G205;S236;;VISIBLE_DISTANCE;16.84
chnjs.g02;G40_W;S231;;VISIBLE_DISTANCE;15.34
chnjs.g02;S324;G205;;VISIBLE_DISTANCE;10.90
chnjs.g02;S331;S332;;VISIBLE_DISTANCE;15.91
chnjs.g02;S332;S333;;VISIBLE_DISTANCE;15.91
chnjs.g15;G204;S324;;VISIBLE_DISTANCE;14.29
chnjs.g15;HaiRd;QinRd;;VISIBLE_DISTANCE;10.58
chnjs.g15;NanRd;ShuLine;;VISIBLE_DISTANCE;13.38
chnjs.g15;S324;S326;;VISIBLE_DISTANCE;12.89
chnjs.g15;S328;S329;;VISIBLE_DISTANCE;18.58
chnjs.g15;SD/JS;HaiRd;;VISIBLE_DISTANCE;12.98
chnjs.g15;X020;S221;;VISIBLE_DISTANCE;10.15
chnjs.g25;G2513_E;S328;;VISIBLE_DISTANCE;16.81
chnjs.g25;HeiLine;G15_N;;VISIBLE_DISTANCE;15.04
chnjs.g25;S324;S235;;VISIBLE_DISTANCE;12.87
chnjs.g25;S326;S329;;VISIBLE_DISTANCE;14.78
chnjs.g25;S328;X306;;VISIBLE_DISTANCE;13.03
chnjs.g25;X306;S121;;VISIBLE_DISTANCE;11.68
chnjs.g2503;1;G25_N;;DUPLICATE_COORDS;(32.423515,118.740234)
chnjs.g2513;S245;S232;;VISIBLE_DISTANCE;17.54
chnjs.g2513;S251;S252;;VISIBLE_DISTANCE;18.78
chnjs.g2513;S252;G30;;VISIBLE_DISTANCE;17.62
chnjs.g2513;S324;X204;;VISIBLE_DISTANCE;12.71
chnjs.g2513;X203;S325;;VISIBLE_DISTANCE;10.17
chnjs.g2513;X309;G25_S;;VISIBLE_DISTANCE;11.73
chnjs.g25nan;S241;X208;;VISIBLE_DISTANCE;10.25
chnjs.g30;G15;S245;;VISIBLE_DISTANCE;18.16
chnjs.g30;GuzAve;LonAve;;VISIBLE_DISTANCE;13.63
chnjs.g30;S251;S252;;VISIBLE_DISTANCE;18.55
chnjs.g30;S252;G2513;;VISIBLE_DISTANCE;14.12
chnjs.g30;S464;G2;;VISIBLE_DISTANCE;13.42
chnjs.g30;S73;G25;;VISIBLE_DISTANCE;11.23
chnjs.g40;BaoRd;JiaRd;;VISIBLE_DISTANCE;14.13
chnjs.g40;G328_Jia;S333;;VISIBLE_DISTANCE;10.85
chnjs.g40;S231;G2_N;;VISIBLE_DISTANCE;15.34
chnjs.g40;S333;YedLine;;VISIBLE_DISTANCE;11.07
chnjs.g4011;S38;X002;;VISIBLE_DISTANCE;10.90
chnjs.g4011;X103;S340;;VISIBLE_DISTANCE;10.46
chnjs.g42;160(G2);140(G2);;VISIBLE_DISTANCE;11.63
chnjx.ah003;GuiAve;YinAve;;VISIBLE_DISTANCE;10.76
chnjx.ah003;S204;S205;;VISIBLE_DISTANCE;11.10
chnjx.ah003;S205;GuiAve;;VISIBLE_DISTANCE;14.98
chnjx.ah003;S208;Z934;;VISIBLE_DISTANCE;19.02
