route;Waypoint1;Waypoint2;Waypoint3;Error;Info
jpn.n452;+X830215;N38_N;N38_S;SHARP_ANGLE;150.28
jpn.n452;P116;P135_W;;VISIBLE_DISTANCE;10.74
jpn.n452;P136;P116;;VISIBLE_DISTANCE;17.20
jpn.n455;P158;N340_N;;VISIBLE_DISTANCE;11.34
jpn.n455;P204;P158;;VISIBLE_DISTANCE;10.52
jpn.n458;P57;N112_W;;VISIBLE_DISTANCE;15.85
jpn.n472;E67(Hid);N257;;VISIBLE_DISTANCE;11.18
jpn.n473kan;N473/P73;;;LABEL_SELFREF;NO_COLOC
jpn.n477yok;N477_W;;;LABEL_SELFREF;NO_COLOC
jpn.n488;+X630033;Gate_E;+X255355;SHARP_ANGLE;150.24
jpn.n492;P32;N32_N;;VISIBLE_DISTANCE;10.98
jpn.n493kit;N493_Not;;;LABEL_SELFREF;NO_COLOC
jpn.n503;N218_E;N327_N;;VISIBLE_DISTANCE;15.85
jpn.sec1;SE1_N;SE6;;DUPLICATE_COORDS;(35.684326,139.778168)
jpn.sek6;SEK1;683;681;SHARP_ANGLE;168.87
kaz.ah007;+X891057;KAZ13;;LONG_SEGMENT;28.58
kaz.ah007;Nur;+X153633;;LONG_SEGMENT;22.50
kaz.ah009;+X269856;Bay;;LONG_SEGMENT;20.06
kaz.ah009;+X360557;+X302438;;LONG_SEGMENT;21.14
kaz.ah009;KN7_S;KNH1;;LONG_SEGMENT;21.92
kaz.ah060;+X921727;+X734128;;LONG_SEGMENT;27.02
kaz.ah061;+X269856;Bay;;LONG_SEGMENT;20.06
kaz.ah061;+X360557;+X302438;;LONG_SEGMENT;21.14
kaz.ah061;Akn_E;KZ13-03;Akn_W;SHARP_ANGLE;138.52
kaz.ah061;KN7_S;KNH1;;LONG_SEGMENT;21.92
kaz.ah062;+X856984;+X731430;;LONG_SEGMENT;21.74
kaz.ah062;KNH1;KN7_S;;LONG_SEGMENT;21.92
kaz.ah063;SamNogTur;Aqz;;LONG_SEGMENT;21.56
kaz.ah064;+X734128;+X921727;;LONG_SEGMENT;27.02
kaz.ah067;+X734128;+X921727;;LONG_SEGMENT;27.02
kaz.ah068;Dos;Kab;;LONG_SEGMENT;30.77
kaz.ah070;+X207314;+X339036;;LONG_SEGMENT;35.30
kaz.ah070;+X270288;+X837803;;LONG_SEGMENT;30.15
kaz.ah070;KAZ11_S;+X552046;;LONG_SEGMENT;29.48
kaz.ah070;Ust;+X270288;;LONG_SEGMENT;25.03
kaz.e011;+X694075;Sum;+X402770;SHARP_ANGLE;144.87
kaz.e011;Sum;+X402770;KZ05-05_W;SHARP_ANGLE;154.88
kaz.e014;Kab;Dos;;LONG_SEGMENT;30.77
kaz.e121;+X207314;+X339036;;LONG_SEGMENT;35.30
kaz.e121;+X270288;+X837803;;LONG_SEGMENT;30.15
kaz.e121;KAZ11_S;+X552046;;LONG_SEGMENT;29.48
kaz.e121;Ust;+X270288;;LONG_SEGMENT;25.03
kaz.e123;+X856984;+X731430;;LONG_SEGMENT;21.74
kaz.e123;+X891057;KAZ03/13;;LONG_SEGMENT;28.58
kaz.e123;KNH1;KN7_S;;LONG_SEGMENT;21.92
kaz.e125;Nur;+X153633;;LONG_SEGMENT;22.50
kaz.e127;+X921727;+X734128;;LONG_SEGMENT;27.02
kaz.e38;+X302438;+X360557;;LONG_SEGMENT;21.14
kaz.e38;Bay;+X269856;;LONG_SEGMENT;20.06
kaz.e38;KNH1;KN7_S;;LONG_SEGMENT;21.92
kaz.e40;NurNazPro_S;KAZ08_N;UliGre_S;SHARP_ANGLE;151.35
kaz.e40aty;SamNogTur;Aqz;;LONG_SEGMENT;21.56
kaz.kaz01;Nur;+X153633;;LONG_SEGMENT;22.50
kaz.kaz03;KAZ13;+X891057;;LONG_SEGMENT;28.58
kaz.kaz06;+X302438;+X360557;;LONG_SEGMENT;21.14
kaz.kaz06;Akn_W;KZ13-03;Akn_E;SHARP_ANGLE;138.52
kaz.kaz06;Bay;+X269856;;LONG_SEGMENT;20.06
kaz.kaz06;KNH1;KN7_S;;LONG_SEGMENT;21.92
kaz.kaz07;+X921727;+X734128;;LONG_SEGMENT;27.02
kaz.kaz11;+X270288;+X837803;;LONG_SEGMENT;30.15
kaz.kaz11;Ust;+X270288;;LONG_SEGMENT;25.03
kaz.kaz14;+X731430;+X856984;;LONG_SEGMENT;21.74
kaz.kaz16;Akk;Akz;;LONG_SEGMENT;21.15
kaz.kaz22;+X818225;+X128054;;LONG_SEGMENT;22.06
kaz.kaz23;KP15;Che;;LONG_SEGMENT;28.66
kaz.kz0101;KAZ01_S;KAZ01_N;;DUPLICATE_COORDS;(51.126596,71.62056)
kaz.kz0302;KC8;KC37;;LONG_SEGMENT;26.54
kaz.kz0501;KZ05-06;ImeTre;;LONG_SEGMENT;25.09
kaz.kz0505;+X402770;Sum;+X694075;SHARP_ANGLE;144.87
kaz.kz0505;E011_S;+X402770;Sum;SHARP_ANGLE;154.88
kaz.kz0508;+X708378;+X118693;Kar;SHARP_ANGLE;158.37
kaz.kz0508;+X901850;+X708378;+X118693;SHARP_ANGLE;143.04
kaz.kz1001;KAZ19;KZ10-03;DorUli;SHARP_ANGLE;144.53
kaz.kz1202;SamNogTur;Aqz;;LONG_SEGMENT;21.56
kaz.kz1203;+X207314;+X339036;;LONG_SEGMENT;35.30
kaz.kz1203;KAZ11;+X552046;;LONG_SEGMENT;29.48
kaz.kz1401;KS11;Mar;;LONG_SEGMENT;22.79
kaz.kz1402;KS8;KS9;;LONG_SEGMENT;23.65
kaz.kz1504;Mak;KT29_N;;LONG_SEGMENT;21.62
kaz.kz1601;+X404731;+X706486;+X813569;SHARP_ANGLE;152.51
kaz.kz1601;+X521843;Ber;UliAkt;SHARP_ANGLE;136.58
kaz.kz1601;+X706486;+X813569;+X856252;SHARP_ANGLE;160.55
kaz.kz1902;Kab;Dos;;LONG_SEGMENT;30.77
kgz.ah007;+X407754;+X463854;+X706519;SHARP_ANGLE;141.74
kgz.ah007;+X935336;+X520933;+X331579;SHARP_ANGLE;145.52
kgz.ah065osh;+X382300;+X239640;+X805294;SHARP_ANGLE;151.74
kgz.ah065osh;+X632384;UchTyu;+X645796;SHARP_ANGLE;146.92
kgz.ah065osh;UchTyu;+X645796;+X164734;SHARP_ANGLE;156.36
kgz.e007;+X164734;+X645796;UchTyu;SHARP_ANGLE;156.36
kgz.e007;+X645796;UchTyu;+X632384;SHARP_ANGLE;146.92
kgz.e007;+X805294;+X239640;+X382300;SHARP_ANGLE;151.74
kgz.e010;+X407754;+X463854;+X706519;SHARP_ANGLE;141.74
kgz.e010;+X935336;+X520933;+X331579;SHARP_ANGLE;145.52
kgz.em04;+X407754;+X463854;+X706519;SHARP_ANGLE;141.74
kgz.em04;+X935336;+X520933;+X331579;SHARP_ANGLE;145.52
kgz.em05;+X164734;+X645796;UchTyu;SHARP_ANGLE;156.36
kgz.em05;+X645796;UchTyu;+X632384;SHARP_ANGLE;146.92
kgz.em05;+X805294;+X239640;+X382300;SHARP_ANGLE;151.74
kgz.em13;+X486580;+X963804;+X970772;SHARP_ANGLE;142.14
kgz.em13;KoshBul;+X486580;+X963804;SHARP_ANGLE;141.19
khm.ah001;Bar;NR55;;VISIBLE_DISTANCE;18.84
khm.ah001;NH6;OuChr;;VISIBLE_DISTANCE;14.36
khm.ah001;NR14;KienSvay;;VISIBLE_DISTANCE;24.57
khm.ah001;NR55;PR146;;VISIBLE_DISTANCE;19.75
khm.ah001;NR59;MonBor;;VISIBLE_DISTANCE;12.45
khm.ah001;PR145;Bar;;VISIBLE_DISTANCE;16.09
khm.ah001;PR148;SvayDounKaev;;VISIBLE_DISTANCE;18.14
khm.ah001;PR154;PR157;;VISIBLE_DISTANCE;15.49
khm.ah001;PR316A;NR13;;VISIBLE_DISTANCE;14.07
khm.ah001;SvayDounKaev;PR149;;VISIBLE_DISTANCE;15.94
khm.ah011;AnhKra;PR254;;VISIBLE_DISTANCE;16.62
khm.ah011;CheBor;Khs;;VISIBLE_DISTANCE;21.79
khm.ah011;KbalDam;PR305;;VISIBLE_DISTANCE;11.24
khm.ah011;KeoPhos;NH3_S;;VISIBLE_DISTANCE;10.34
khm.ah011;Khs;NR74;;VISIBLE_DISTANCE;17.27
khm.ah011;NR78;PR377A;;VISIBLE_DISTANCE;32.00
khm.ah011;PR254;NR72;;VISIBLE_DISTANCE;17.55
khm.ah011;Sam;ThmaBangRes;;VISIBLE_DISTANCE;11.38
khm.ah011;SiemPang;NH9;;VISIBLE_DISTANCE;32.82
khm.ah021;BarKaev;NR78A;;VISIBLE_DISTANCE;17.43
khm.ah021;KamDu;BarKaev;;VISIBLE_DISTANCE;18.12
khm.ah021;KomRd;PR202;;VISIBLE_DISTANCE;10.44
khm.ah021;KounMom;NH7_S;;VISIBLE_DISTANCE;55.75
khm.ah021;NH6_E;NR67;;VISIBLE_DISTANCE;10.90
khm.ah021;NR62_S;NR62_N;;VISIBLE_DISTANCE;12.61
khm.ah021;NR66;NH6_E;;VISIBLE_DISTANCE;18.98
khm.ah021;NR76;KounMom;;VISIBLE_DISTANCE;13.33
khm.ah021;PR201;NR68;;VISIBLE_DISTANCE;13.82
khm.ah021;PR213;TbaMeanChey;;VISIBLE_DISTANCE;28.41
khm.ah021;SrokKul;SvayLeu;;VISIBLE_DISTANCE;37.09
khm.ah021;ThaBar;PR213;;VISIBLE_DISTANCE;45.51
khm.ah123;NH4_S;KeoPhos;;VISIBLE_DISTANCE;10.34
khm.ah123;NR32;PhumPrekThn;;VISIBLE_DISTANCE;14.68
khm.ah123;PhumPrekThn;NH4_S;;VISIBLE_DISTANCE;13.26
khm.ah123;PhumSdok;PhuKhsSa;;VISIBLE_DISTANCE;12.06
khm.ah123;UniRd;PR431;;VISIBLE_DISTANCE;36.20
kor.ex029;11;+X939476;+X828287;SHARP_ANGLE;150.63
kor.ex100;1;Ex1;;DUPLICATE_COORDS;(37.405687,127.094564)
kor.ex171;6;+X635378;7;SHARP_ANGLE;143.44
ks.lctrlben;LCTrl;;;LABEL_SELFREF;NO_ABBREV
kwt.m005;ASRIronHor;R6/R80;;VISIBLE_DISTANCE;14.73
kwt.m005;UmmRd;ASRIronHor;;VISIBLE_DISTANCE;13.95
kwt.m070;AlDubRd;KWT/SAU;;VISIBLE_DISTANCE;38.66
ky.ky0004;US27;19;;DUPLICATE_COORDS;(37.996378,-84.521722)
ky.ky0028;+X744658;MilBraRd;KY1833;SHARP_ANGLE;150.15
ky.ky0046;US31E_S;US31E_N;+X554076;SHARP_ANGLE;140.29
ky.ky0052;KY11_N;KY11_S;+X820648;SHARP_ANGLE;142.82
ky.ky0066;+X187338;+X935084;+X262428;SHARP_ANGLE;147.96
ky.ky0066;+X601139;BanBraRd;JoeGilRd;SHARP_ANGLE;137.86
ky.ky0074;KY3485;CheTr;+X506997;SHARP_ANGLE;158.00
ky.ky0122;MouTopRd;+X939640;+X458617;SHARP_ANGLE;143.70
ky.ky0207;KY1654;US60_W;US60_E;SHARP_ANGLE;138.87
ky.ky0214;+X826481;+X470344;RoaRd;SHARP_ANGLE;145.66
ky.ky0221;+X274092;+X189064;KY699;SHARP_ANGLE;140.06
ky.ky0292;+X657394;+X488226;+X376292;SHARP_ANGLE;137.81
ky.ky0302;KY3024;+X974843;RigForkRd;SHARP_ANGLE;143.56
ky.ky0334;US60;KY2830;CheGroRd;SHARP_ANGLE;144.82
ky.ky0340;LogHuntRd;BroLoveRd;+X295627;SHARP_ANGLE;151.99
ky.ky0358;BroRd;US60_W;US60_E;SHARP_ANGLE;147.56
ky.ky0418;KY3371;KY1924;KY627;SHARP_ANGLE;161.68
ky.ky0451;LocSt;+X386722;KY15Bus_S;SHARP_ANGLE;141.01
ky.ky0485;+X668302;KY3104_S;TayHillRd;SHARP_ANGLE;138.41
ky.ky0490;+X653768;+X875457;BurRd;SHARP_ANGLE;137.20
ky.ky0542;+X365905;+X259543;+X592469;SHARP_ANGLE;137.24
ky.ky0613;+X566833;+X947737;+X583206;SHARP_ANGLE;136.19
ky.ky0619;KY379/3281;KY379_S;KY3281;SHARP_ANGLE;141.13
ky.ky0706;+X301046;RocBraRd;NewRd;SHARP_ANGLE;158.86
ky.ky0707;+X496131;KY3399;BlaCreRd;SHARP_ANGLE;137.93
ky.ky0707;+X592428;+X496131;KY3399;SHARP_ANGLE;152.47
ky.ky0755;KY650;+X767006;SRuinRd;SHARP_ANGLE;141.10
ky.ky0768;+X880404;KelRd;BenRidRd;SHARP_ANGLE;136.22
ky.ky0780;KY1037;+X282356;+X971202;SHARP_ANGLE;151.16
ky.ky0828;+X122188;BisKnobRd;+X499816;SHARP_ANGLE;162.62
ky.ky0862;KY85_S;KY85_N;SmiToddRd;SHARP_ANGLE;150.20
ky.ky0974;DryForkRd;RedRivRd_S;DryCreRd;SHARP_ANGLE;136.30
ky.ky0987;US119_N;US119_S;KY3482;SHARP_ANGLE;175.10
ky.ky1013;+X269622;KY32_W;KY32_E;SHARP_ANGLE;139.72
ky.ky1047;KY1047_N;KY1047_S;;DUPLICATE_COORDS;(38.169553,-86.330867)
ky.ky1146;KY476/550_N;KY80_E;KY80_W;SHARP_ANGLE;138.66
ky.ky1262;KY1900;KY1707;+X800335;SHARP_ANGLE;140.78
ky.ky1329;+X480159;+X341250;LongBraRd;SHARP_ANGLE;139.86
ky.ky1332;KY3241_S;KY3241_N;US231;SHARP_ANGLE;139.31
ky.ky1336;End;+X317930;KY697;SHARP_ANGLE;147.43
ky.ky1426;KY2030;KY680_E;KY680/979;SHARP_ANGLE;156.87
ky.ky1499;KY366;+X633272;+X817752;SHARP_ANGLE;138.61
ky.ky1681;KY1659;US60_W;US60_E;SHARP_ANGLE;140.14
ky.ky1746;+X995548;CR1036;+X769324;SHARP_ANGLE;159.76
ky.ky1762;FauAve;+X963898;GorRidRd;SHARP_ANGLE;143.33
ky.ky2010;+X297537;+X972228;+X744748;SHARP_ANGLE;146.12
ky.ky2010;+X792816;+X925655;+X215505;SHARP_ANGLE;163.66
ky.ky2010;+X870041;+X297537;+X972228;SHARP_ANGLE;145.89
ky.ky2010;KY1679_E;KY1679_W;+X792816;SHARP_ANGLE;142.61
ky.ky2010;KY522_W;KY522_E;+X562536;SHARP_ANGLE;146.42
ky.ky2036;+X697323;+X287710;+X995480;SHARP_ANGLE;142.97
ky.ky2037;KY2037_E;ChaParkRd;ConCreRd;SHARP_ANGLE;149.82
ky.ky2037;KY2037_E;KY2037_W;;DUPLICATE_COORDS;(38.01603,-82.612738)
ky.ky2040;+X364035;CarRd;+X605013;SHARP_ANGLE;147.88
ky.ky2066;KY2066_W;+X612113;+X566325;SHARP_ANGLE;156.85
ky.ky2066;KY2066_W;KY2066_E;;DUPLICATE_COORDS;(37.148025,-87.68453)
ky.ky2282;KY2282_S;KY2282_N;;DUPLICATE_COORDS;(36.877988,-84.498272)
ky.ky2328;+X529149;AvaDr;+X285289;SHARP_ANGLE;156.41
ky.ky2328;+X628417;+X529149;AvaDr;SHARP_ANGLE;146.41
ky.ky2453;End;+X257089;+X675316;SHARP_ANGLE;162.74
ky.ky2497;US460_E;MeeBraRd_W;US460_W;SHARP_ANGLE;152.24
ky.ky2555;+X329810;+X764160;KY114_E;SHARP_ANGLE;147.26
ky.ky2565;KY32_E;EloRd;KY3;SHARP_ANGLE;138.50
ky.ky3076;I-275;AirExcBlvd;KY717;SHARP_ANGLE;140.17
ky.ky3150;HallRd;PeaSt;KY11_C;SHARP_ANGLE;167.11
ky.ky3388;KY3388_N;KY3388_S;;DUPLICATE_COORDS;(37.796317,-82.79217)
ky.ky3390;+X312396;+X330398;PriRd;SHARP_ANGLE;172.69
ky.ky3390;+X510354;+X850561;+X312396;SHARP_ANGLE;164.02
ky.ky3419;KY632_W;KY632_E;+X267276;SHARP_ANGLE;167.35
ky.ky3453;KY72;+X427529;+X477038;SHARP_ANGLE;156.50
ky.us025;BusBlvd;KY22/467;US25BusDry_N;SHARP_ANGLE;175.54
ky.us025busdry;US25_S;BatRouRd_W;KY3025;SHARP_ANGLE;150.92
ky.us062;US27_N;US27Bus_S;KY392;SHARP_ANGLE;136.07
ky.us119;+X003(US119);LimDr;KY2035;SHARP_ANGLE;137.14
ky.us119;LitSheTr;+X003(US119);LimDr;SHARP_ANGLE;153.31
la.la0001;LA944;LA18/3089;LA943_N;SHARP_ANGLE;141.51
la.la0004;US425/15_S;US425/15_N;LA865NWi;SHARP_ANGLE;138.98
la.la0045;LA303;LA3134_A;+X665437;SHARP_ANGLE;165.56
la.la0095;LA95Spr_S;US190_W;LA95Spr/758;SHARP_ANGLE;143.72
la.la0606;LA606_W;LA606_E;;DUPLICATE_COORDS;(31.952017,-91.213903)
lao.ah003;BanDonChai;Rt2203;;VISIBLE_DISTANCE;20.20
lao.ah003;BanLaiLot;BanDonChai;;VISIBLE_DISTANCE;20.53
lao.ah003;Nam;KhoSou;;VISIBLE_DISTANCE;11.89
lao.ah003;Rt2203;Rt3_W;;VISIBLE_DISTANCE;13.27
lao.ah011;BanDeng;Som;;VISIBLE_DISTANCE;14.59
lao.ah011;BanGna;Rt9A;;VISIBLE_DISTANCE;12.25
lao.ah011;BanHou;Rt137;;VISIBLE_DISTANCE;14.36
lao.ah011;BanKha;BanTung;;VISIBLE_DISTANCE;21.40
lao.ah011;BanNain;BanLao;;VISIBLE_DISTANCE;10.08
lao.ah011;BanTung;BanGna;;VISIBLE_DISTANCE;18.99
lao.ah011;BooNoy;HatXaiKhun;;VISIBLE_DISTANCE;22.18
lao.ah011;MuaKho;PakIntAir;;VISIBLE_DISTANCE;37.36
lao.ah011;NongSaNo;Rt15;;VISIBLE_DISTANCE;10.12
lao.ah011;PakKad;Tho;;VISIBLE_DISTANCE;22.59
lao.ah011;Pho;NongSaNo;;VISIBLE_DISTANCE;22.45
lao.ah011;Rt0117;Rt1109;;VISIBLE_DISTANCE;15.23
lao.ah011;Rt0118;Tha;;VISIBLE_DISTANCE;11.92
lao.ah011;Rt1109;Rt0118;;VISIBLE_DISTANCE;10.89
lao.ah011;Rt140;Rt18A;;VISIBLE_DISTANCE;10.88
lao.ah011;Rt16_E;Rt140;;VISIBLE_DISTANCE;13.66
lao.ah011;Rt18A;BooNoy;;VISIBLE_DISTANCE;27.70
lao.ah011;Rt4508;Sis;;VISIBLE_DISTANCE;10.02
lao.ah011;Rt9E;Rt9B;;VISIBLE_DISTANCE;14.11
lao.ah011;Sis;Phon;;VISIBLE_DISTANCE;15.10
lao.ah011;Som;BanXen;;VISIBLE_DISTANCE;24.42
lao.ah012;BanPha;BanNaDua;;VISIBLE_DISTANCE;10.59
lao.ah012;Boua;Nag;;VISIBLE_DISTANCE;10.97
lao.ah012;Kiad;BanHat;;VISIBLE_DISTANCE;18.56
lao.ah012;Namm;Kie;;VISIBLE_DISTANCE;16.16
lao.ah012;Namo;Rt2E;;VISIBLE_DISTANCE;25.23
lao.ah012;NamPaek;Rt4C;;VISIBLE_DISTANCE;13.87
lao.ah012;Rt2W;Namk;;VISIBLE_DISTANCE;13.14
lao.ah012;Rt3;Nam;;VISIBLE_DISTANCE;11.63
lao.ah012;Rt4502;BanPha;;VISIBLE_DISTANCE;16.79
lao.ah012;Vang;HinHou;;VISIBLE_DISTANCE;11.59
lao.ah013;BanNab;BanNan;;VISIBLE_DISTANCE;11.57
lao.ah013;BanNak;Rt2248;;VISIBLE_DISTANCE;27.30
lao.ah013;MuaKhua;Rt1B;;VISIBLE_DISTANCE;18.41
lao.ah013;MuaLa;Rt13_N;;VISIBLE_DISTANCE;15.67
lao.ah013;MuaMai;MuaKhua;;VISIBLE_DISTANCE;18.10
lao.ah013;Rt1801;BanNapaNeua;;VISIBLE_DISTANCE;10.84
lao.ah013;Rt1B;MuaLa;;VISIBLE_DISTANCE;20.23
lao.ah013;VNM/LAO;MuaMai;;VISIBLE_DISTANCE;13.06
lao.ah015;BanHou;Rt137;;VISIBLE_DISTANCE;14.36
lao.ah015;BanNain;BanLao;;VISIBLE_DISTANCE;10.08
lao.ah015;BanNape;Rt1E;;VISIBLE_DISTANCE;10.24
lao.ah015;Khe;Rt13_N;;VISIBLE_DISTANCE;15.24
lao.ah015;Rt1E;BanKho;;VISIBLE_DISTANCE;11.79
lao.ah016;BanDong;Xep;;VISIBLE_DISTANCE;15.66
lao.ah016;BanKon;Rt23;;VISIBLE_DISTANCE;11.59
lao.ah016;Kom;Ats;;VISIBLE_DISTANCE;11.59
lao.ah016;MuaPha;Kom;;VISIBLE_DISTANCE;11.10
lao.ah016;Rt13_N;SavUni;;VISIBLE_DISTANCE;12.54
lao.ah016;VNM/LAO;BanDong;;VISIBLE_DISTANCE;11.29
lao.ah016;Xet;Tha;;VISIBLE_DISTANCE;17.82
lka.a002;KudaOya;Han;;VISIBLE_DISTANCE;10.12
lka.a003;KirAndRd;ThoRd;;VISIBLE_DISTANCE;10.21
lka.a004;Dam;A25;;VISIBLE_DISTANCE;15.48
lka.a005;A22;B56;;VISIBLE_DISTANCE;17.37
lka.a005;B431;B331;;VISIBLE_DISTANCE;12.50
lka.a005;B57;A26;;VISIBLE_DISTANCE;15.93
lka.a005;KomRd;AraMadRd;;VISIBLE_DISTANCE;12.49
lka.a006;B409;MorDamRd;;VISIBLE_DISTANCE;14.13
lka.a006;B617;B196;;VISIBLE_DISTANCE;17.64
lka.a007;B381_W;+X800779;B381_E;SHARP_ANGLE;136.30
lka.a009;A11;A13;;VISIBLE_DISTANCE;11.55
lka.a009;A34;Kok;;VISIBLE_DISTANCE;10.61
lka.a009;B346;B312;;VISIBLE_DISTANCE;12.98
lka.a010;B19/B45;B326;;VISIBLE_DISTANCE;11.77
lka.a011;B294;Min;;VISIBLE_DISTANCE;11.03
lka.a011;B502;TouResRd;;VISIBLE_DISTANCE;23.10
lka.a012;A29;Pan;;VISIBLE_DISTANCE;15.82
lka.a012;A9;B538;;VISIBLE_DISTANCE;13.31
lka.a012;B201;KalaOya;;VISIBLE_DISTANCE;14.90
lka.a014;A9;B325;;VISIBLE_DISTANCE;10.70
lka.a014;B325;A30;;VISIBLE_DISTANCE;16.21
lka.a015;SalRd;A11;;VISIBLE_DISTANCE;13.41
lka.a015;SerRd;PaalPanRd;;VISIBLE_DISTANCE;10.53
lka.a017;Den;B115;;VISIBLE_DISTANCE;15.78
lka.a023;B113;A2/A4;;VISIBLE_DISTANCE;13.06
lka.a025;B350;A4;;VISIBLE_DISTANCE;16.81
lka.a026;B497;A5;;VISIBLE_DISTANCE;11.17
lka.a026;A1/A9;B195;SanMaw;SHARP_ANGLE;167.95
lka.a027;A5;Raj;;VISIBLE_DISTANCE;19.11
lka.a029;B210;A12;;VISIBLE_DISTANCE;13.38
lka.a029;MadIreRd;B210;;VISIBLE_DISTANCE;12.09
lka.a032;AdaPapRd;Ant;;VISIBLE_DISTANCE;11.66
lka.a032;B269;Che;;VISIBLE_DISTANCE;18.16
lka.a034;Olu;B334;;VISIBLE_DISTANCE;11.63
lso.a004;+X121769;+X468515;HillTop;SHARP_ANGLE;138.11
lso.a008;+X588806;+X392241;Kob;SHARP_ANGLE;138.02
lso.a008;+X789639;+X370666;+X296874;SHARP_ANGLE;153.41
lso.rtr523;+X121769;+X468515;HillTop;SHARP_ANGLE;138.11
lux.e44;CR181;N5/N34;A6/N34;SHARP_ANGLE;148.34
lux.e44;N5/N34;A6/N34;A4;SHARP_ANGLE;141.01
lux.n001a;N1_W;RueTre_W;RueFortDum;SHARP_ANGLE;153.52
lux.n004esc;RueAud_E;N31_W;RueAud_W;SHARP_ANGLE;143.86
lux.n052;CR215;RueBelVue;N7_N;SHARP_ANGLE;135.85
lva.a006;+X17;P37;DauIela_E;SHARP_ANGLE;142.98
lva.e22;+X27;P37;DauIela_E;SHARP_ANGLE;142.98
lva.p104;A9_W;A9_E;V1129;SHARP_ANGLE;140.69
ma.ma002;WestShaRd;+X04;+X05;SHARP_ANGLE;153.82
ma.ma008;MA23_W;US20_W;WerRd;SHARP_ANGLE;149.54
ma.ma129;WalSt;US1_S;US1_N;SHARP_ANGLE;136.45
mar.n001;+X43;+X42;+X44;SHARP_ANGLE;143.53
mar.n001;+X45;+X46;+X47;SHARP_ANGLE;140.38
mar.n002;+X14;+X15;+X72;SHARP_ANGLE;136.41
mar.n004;+X7;P7008;+X8;SHARP_ANGLE;139.79
mar.n007;+X20;+X21;+X22;SHARP_ANGLE;168.53
mar.n007;+X22;+X23;+X24;SHARP_ANGLE;155.26
mar.n007;+X23;+X24;+X25;SHARP_ANGLE;172.97
mar.n008;+X53;R510;+X54;SHARP_ANGLE;144.54
mar.n008;+X60;+X61;+X62;SHARP_ANGLE;149.34
mar.n008;R510;+X54;+X55;SHARP_ANGLE;140.56
mar.n009;R206;P2002;;LONG_SEGMENT;23.14
mar.n012;+X12;+X11;+X10;SHARP_ANGLE;151.80
mar.n015;+X35;N6_W;+X34;SHARP_ANGLE;135.83
mar.n016;+X27;+X28;+X29;SHARP_ANGLE;147.59
mar.n016;AveAbdTor;AveCas;+X8;SHARP_ANGLE;150.89
mar.n016;Ste;P4111;+X25;SHARP_ANGLE;142.50
mar.n017;+X29;R602;;LONG_SEGMENT;28.21
mar.n017;+X31;+X32;;LONG_SEGMENT;25.50
mar.n019;+X15;+X16;+X17;SHARP_ANGLE;167.89
mar.n021;+X14;+X15;+X16;SHARP_ANGLE;142.51
mar.n021;+X15;+X16;+X18;SHARP_ANGLE;147.83
mar.n021;+X16;+X18;+X19;SHARP_ANGLE;143.05
mar.n023;+X26;+X25;R302;SHARP_ANGLE;144.59
mar.n025;+X14;+X15;+X16;SHARP_ANGLE;136.92
mar.n025;P3224_S;N8_W;N8_E;SHARP_ANGLE;143.94
mar.n029;+X100;+X27;+X28;SHARP_ANGLE;153.39
mar.n029;+X25;+X26;+X100;SHARP_ANGLE;172.27
mar.n029;+X41;P5427;P5100;SHARP_ANGLE;141.15
mar.n029;+X92;N8_S;P7308_W;SHARP_ANGLE;138.17
mar.n029;P5425;P5428;+X20;SHARP_ANGLE;141.38
mar.n029;R504;+X41;P5427;SHARP_ANGLE;146.46
mb.mb314;+X674433;+X914787;+X235972;SHARP_ANGLE;141.60
md.i070;*Old54;;;LACKS_GENERIC;
md.i695;BroHwy;44;;DUPLICATE_COORDS;(39.233471,-76.504417)
md.us040scepin;McFRd;RisRd;+X6A;SHARP_ANGLE;150.08
md.md031;MD407;MD75;UniBriRd;SHARP_ANGLE;148.54
md.md036;+X11;+X12;+X13;SHARP_ANGLE;161.34
md.natrd;US40Sce_W;RisRd;+X6A;SHARP_ANGLE;150.08
mda.r026;+X531268;L577;+X374697;SHARP_ANGLE;139.44
mda.r026;L576;+X531268;L577;SHARP_ANGLE;138.59
me.cadsumrd;+X133948;+X138493;End;SHARP_ANGLE;136.02
me.cadsumrd;+X185788;+X133948;+X138493;SHARP_ANGLE;148.79
me.cadsumrd;+X858922;+X185788;+X133948;SHARP_ANGLE;156.59
me.me104;ME27;WatSt;TowRd;SHARP_ANGLE;136.04
me.me156;McCCorRd;ZioHillRd;KnoCorRd;SHARP_ANGLE;141.85
me.parklprd;OttCliRd;OttPt;+X563093;SHARP_ANGLE;150.85
me.parklprd;SieMonRd_S;SieMonRd_N;;DUPLICATE_COORDS;(44.362437,-68.203779)
mexbc.mex002d;+X7;MEX2_Rum;MEX2D_U;SHARP_ANGLE;136.59
mexbcs.mex001dman;MEX1D;;;LABEL_SELFREF;NO_ABBREV
mexchis.mex190suc;MEX190;;;LABEL_SELFREF;NO_ABBREV
mexcoah.mex040dmat;MEX40D;;;LABEL_SELFREF;NO_ABBREV
mexcoah.mex057dhua;MEX57D;;;LABEL_SELFREF;NO_ABBREV
mexemex.mex015d;MEX55_S;MEXM40D;MEX55_N;SHARP_ANGLE;137.80
