country;state;viewid;name;lat;lon;radius;dimratio
RUS;RUS-SE;0;North Ossetia-Alania;43.2;44.15;44.9559157791;1.1146054046
RUS;RUS-SMO;0;Smolensk;54.75;33.075;93.3500692938;1.0062484819
RUS;RUS-SPE;0;Sankt Peterburg;59.925;30.1;24.2625487856;0.926488941
RUS;RUS-STA;0;Stavropol;44.94;43.275;118.6568760691;0.751628725
RUS;RUS-SVE;0;Sverdlovsk;58.975;61.8;205.4956844988;1.2980555889
RUS;RUS-TA;0;Tatarstan;55.325;50.775;138.5674003491;0.6859259153
RUS;RUS-TAM;0;Tambov;52.7;41.6;79.5264864232;1.1502376393
RUS;RUS-TUL;0;Tula;53.875;37.425;67.4284492602;1.0845471363
RUS;RUS-TVE;0;Tver';57.25;34.55;142.0225015001;0.8030617217
RUS;RUS-TYU;0;Tyumen;57.55;69.975;191.6472847076;0.8831930454
RUS;RUS-UD;0;Udmurtia;57.2;52.75;93.3500692938;1.5105211982
RUS;RUS-ULY;0;Ul'yanosk;53.65;48.075;89.1312419135;0.8921942422
RUS;RUS-VGG;0;Volgograd;49.325;44.3;141.8731123946;0.9378931518
RUS;RUS-VLA;0;Vladimir;55.9;40.625;92.0546680396;0.6009362076
RUS;RUS-VOR;0;Voronezh;50.85;40.525;105.8405951716;0.8492538108
RUS;RUS-YAR;0;Yaroslav;57.75;39.2;82.9826744437;1.1837417099
JAM;ALL;0;Jamaica;18.265;-77.275;73.8795520626;0.5756742514
SYS;JAMT;0;Jamaica Motorways;18.265;-77.275;73.8795520626;0.5756742514
KAZ;KAZ-AKM;0;Akmola;51.825;68.825;233.4288204666;0.5546152239
KAZ;KAZ-AKT;0;Aktobe;48.3;58.95;243.2103524097;0.8799532822
KAZ;KAZ-ALA;0;Almaty (City);43.25;76.925;6.9167292909;1.0983418217
KAZ;KAZ-ALM;0;Almaty;44.775;78.2;215.6159376432;0.8248078664
KAZ;KAZ-AST;0;Astana;51.15;71.47;8.3000695867;1.1253010577
KAZ;KAZ-ATY;0;Atyrau;47.51;51.77;220.5057295118;0.5292898323
KAZ;KAZ-KAR;0;Karagandy;48.625;70.15;345.5579458631;0.5333821726
KAZ;KAZ-KUS;0;Kostanay;51.425;64.15;226.1532803011;1.2662872077
KAZ;KAZ-KZY;0;Kyzylorda;45.05;63.675;223.0879312972;0.8512701178
KAZ;KAZ-MAN;0;Mangystau;43.875;53.5;181.3739014925;1.1207553793
KAZ;KAZ-PAV;0;Pavlodar;52.225;76.4;153.7814334306;1.2316228083
KAZ;KAZ-SEV;0;Soltustik Kazakhstan;53.825;70.05;163.0803040286;0.6886282753
KAZ;KAZ-VOS;0;Shyghys Kazakhstan;48.6;81.95;244.0499214787;0.8769145857
KAZ;KAZ-YUZ;0;Ongtustik Kazakhstan;43.325;68.45;188.2680306175;1.5291342348
KAZ;KAZ-ZAP;0;Batys Kazakhstan;49.875;50.55;180.2555510208;0.7378926636
KAZ;KAZ-ZHA;0;Jambyl;44.175;72.475;164.7584708249;0.7445193092
IMN;ALL;0;Isle of Man;54.24;-4.525;11.0667405705;1.2168427402
JEY;ALL;0;Jersey;49.215;-2.115;6.0995182223;0.510290997
SYS;IMNA;0;Isle of Man A Roads;54.24;-4.525;11.0667405705;1.2168427402
SYS;JEYA;0;Jersey A Roads;49.215;-2.115;6.0995182223;0.510290997
SYS;NIRA;0;Northern Ireland A Roads;54.666944;-6.8045945;54.871804775;0.8116297968
SYS;IRLN;0;Ireland National Roads;53.401884;-8.3065945;137.0059731189;1.4397560583
SYS;GBNA;0;Great Britain A Roads;54.675254;-3.206777;325.1925618081;1.643058268
SYS;CANNST;0;Nova Scotia Trunk Routes;45.213898;-63.035803;163.4485262926;0.7705827568
SYS;CANNSC;0;Nova Scotia Collector Routes;45.213898;-63.035803;163.4485262926;0.7705827568
SYS;CANPE;0;Prince Edward Island Provincial Highways;46.5036065;-63.1920385;58.1449398082;0.6604386773
