state;Name;Pop.;latitude;longitude
MN;Pequot Lakes city;947;46.603850;-94.315720
KS;Overbrook city;947;38.779969;-95.557202
GA;Greenville city;946;33.027845;-84.713562
IA;Princeton city;946;41.673282;-90.342953
GA;Poulan city;946;31.513739;-83.791041
MO;Humansville city;946;37.795645;-93.578354
ID;Genesee city;946;46.551078;-116.927482
IL;Sheffield village;946;41.355915;-89.736672
OH;Pigeon Creek CDP;945;41.111554;-81.670321
ME;Guilford CDP;945;45.169966;-69.388721
UT;Fountain Green city;945;39.627653;-111.639310
LA;French Settlement village;945;30.304395;-90.798881
VA;Honaker town;945;37.017071;-81.973674
MN;Grand Meadow city;945;43.706222;-92.570493
IA;Wayland city;945;41.147602;-91.659678
IA;Dike city;944;42.464706;-92.627688
MO;Sturgeon city;944;39.233166;-92.280300
MN;Clarkfield city;944;44.791233;-95.803441
ID;Cottonwood city;944;46.052231;-116.350655
TX;Moulton town;944;29.573903;-97.146254
ND;LaMoure city;944;46.358569;-98.293697
AL;Oakman town;944;33.713594;-87.386111
PA;Rose Valley borough;944;39.895375;-75.385710
OK;Caddo town;944;34.126801;-96.265657
MI;Deckerville village;944;43.525825;-82.738336
MI;Sanford village;943;43.675710;-84.377620
TN;Chapel Hill town;943;35.628154;-86.696203
SD;Ipswich city;943;45.445009;-99.030239
PA;Millbourne borough;943;39.963412;-75.253998
ID;Ucon city;943;43.593175;-111.959594
FL;Franklin Park CDP;943;26.133404;-80.175808
IL;Percy village;942;38.015680;-89.618411
AR;Tontitown city;942;36.179043;-94.246572
WI;Alma city;942;44.340068;-91.924432
WA;Clear Lake CDP;942;48.460758;-122.234427
SC;Scranton town;942;33.917414;-79.743378
UT;Woodland Hills town;941;40.013495;-111.654019
NY;Forest Home CDP;941;42.453158;-76.471473
NC;Sherrills Ford CDP;941;35.613279;-80.985981
GA;Buchanan city;941;33.801726;-85.183506
PA;Houtzdale borough;941;40.825984;-78.351663
NE;Humboldt city;941;40.165022;-95.945899
TX;Citrus City CDP;941;26.327092;-98.390987
TX;Tom Bean city;941;33.520811;-96.482826
NC;Princeville town;940;35.886974;-77.520584
WV;Rupert town;940;37.964413;-80.688171
WV;Monongah town;939;39.459531;-80.215787
WV;Enterprise CDP;939;39.419860;-80.276738
PA;Goldsboro borough;939;40.152173;-76.750557
AR;Wilson town;939;35.567868;-90.043637
PA;Tuscarora CDP;939;40.761918;-76.048965
MD;Willards town;938;38.389927;-75.350254
ND;New Salem city;938;46.842993;-101.412058
HI;Hawi CDP;938;20.241917;-155.834013
LA;Loreauville village;938;30.059388;-91.736830
WI;Rio village;938;43.447914;-89.240557
IL;Goreville village;938;37.553212;-88.972783
WA;Twisp town;938;48.363971;-120.119620
IA;Shellsburg city;938;42.093058;-91.870272
KS;Americus city;938;38.506448;-96.259598
PA;Harmony borough;937;40.801452;-80.127412
NE;Bennington city;937;41.365747;-96.156395
WV;Lumberport town;937;39.375041;-80.348213
WI;Owen city;936;44.948330;-90.564740
NC;Dobbins Heights town;936;34.903388;-79.691220
WY;Bar Nunn town;936;42.913444;-106.347054
FL;Oakland city;936;28.554528;-81.631045
WA;Woodway city;936;47.790038;-122.382360
IN;Taylorsville CDP;936;39.296284;-85.949220
VA;Bowling Green town;936;38.053428;-77.347404
TX;Vega city;936;35.245547;-102.425112
OH;Castalia village;935;41.399805;-82.807176
OK;Texhoma town;935;36.504421;-101.786517
MO;Oregon city;935;39.986632;-95.142501
IN;Van Buren town;935;40.616856;-85.506393
MN;Nashwauk city;935;47.376295;-93.160088
NJ;Allenwood CDP;935;40.140865;-74.107036
OH;Gratis village;934;39.649326;-84.527551
MT;Hungry Horse CDP;934;48.384609;-114.064849
OH;Tuscarawas village;934;40.396377;-81.404150
IL;Brimfield village;933;40.838210;-89.883999
IN;Wolcottville town;933;41.525522;-85.366015
WV;East Bank town;933;38.217023;-81.444112
OR;Tangent city;933;44.550063;-123.109110
NJ;Roosevelt borough;933;40.218296;-74.470786
LA;Fordoche town;933;30.591445;-91.608546
KS;Lake Quivira city;932;39.042371;-94.769810
IN;Milltown town;932;38.342453;-86.273591
KS;Burrton city;932;38.022573;-97.672316
TX;Coahoma town;932;32.296443;-101.304738
NC;Magnolia town;932;34.895620;-78.055008
CO;Cottonwood CDP;931;39.559498;-104.800579
OH;Magnolia village;931;40.652546;-81.296119
MO;Flordell Hills city;931;38.717617;-90.265383
PA;Bechtelsville borough;931;40.370078;-75.628590
NC;Rich Square town;931;36.273267;-77.284132
TX;La Vernia city;931;29.355187;-98.118122
AR;Greers Ferry city;930;35.575588;-92.164042
TX;Plum Grove city;930;30.207185;-95.091518
PA;Tatamy borough;930;40.740769;-75.253356
GA;Nahunta city;930;31.204527;-81.982285
MS;Coffeeville town;930;33.977883;-89.677326
TX;Los Villareales CDP;930;26.401720;-98.878187
IA;Sheffield city;930;42.893649;-93.217067
IL;Hopedale village;929;40.422265;-89.417799
WI;Lone Rock village;929;43.184165;-90.198384
VA;Fieldale CDP;929;36.699850;-79.939482
PA;West Middlesex borough;929;41.173630;-80.456874
NC;Cedar Point town;929;34.685574;-77.082371
IL;Shabbona village;929;41.767381;-88.874677
IN;Carthage town;928;39.739189;-85.570553
NC;Richlands town;928;34.898900;-77.547727
IL;Ridgway village;928;37.798036;-88.260571
SC;Lake Secession CDP;928;34.283865;-82.594947
MN;Pine River city;928;46.719869;-94.402776
IA;Riverside city;928;41.481891;-91.576631
NV;Moapa Town CDP;928;36.691815;-114.608145
PA;Langhorne Manor borough;927;40.165859;-74.917795
IL;Raymond village;927;39.320834;-89.574373
IL;Dunlap village;926;40.860786;-89.678123
MO;Grant City town;926;40.485931;-94.415219
AL;Powell town;926;34.533483;-85.894598
AR;London city;925;35.325802;-93.236557
MN;Le Roy city;925;43.510445;-92.504663
MO;Brunswick city;925;39.423563;-93.128819
TX;Joaquin city;925;31.965511;-94.048316
LA;Sarepta town;925;32.897373;-93.449382
MA;Woods Hole CDP;925;41.526730;-70.663184
NY;Millerton village;925;41.953860;-73.507771
CO;La Veta town;924;37.507681;-105.008038
NY;Tully village;924;42.797655;-76.106434
KS;Pomona city;923;38.609277;-95.451732
IA;Edgewood city;923;42.644845;-91.401792
MI;Lake City city;923;44.332505;-85.213159
WI;Rosendale village;923;43.809620;-88.673154
NY;Waddington village;923;44.863940;-75.196818
MO;Horine CDP;923;38.266140;-90.430290
KY;Camargo city;923;37.999241;-83.896203
NC;Swepsonville town;922;36.026744;-79.354849
OH;Felicity village;922;38.838689;-84.097305
TX;Gholson city;922;31.729736;-97.228737
LA;Moreauville village;922;31.038998;-91.976067
IL;Tilden village;922;38.212516;-89.683293
PA;Rural Valley borough;922;40.798714;-79.315932
WA;Electric City town;922;47.930865;-119.036069
AR;Cotter city;921;36.274772;-92.528336
NE;Osceola city;921;41.177957;-97.548732
IL;Argenta village;921;39.983996;-88.821076
OH;Butler village;921;40.588906;-82.425627
KY;McRoberts CDP;921;37.208256;-82.672469
TX;Northlake town;921;33.082495;-97.252975
KY;Brownsville city;921;37.191169;-86.261098
KY;Adairville city;920;36.668489;-86.853987
FL;Masaryktown CDP;920;28.441708;-82.460633
AL;Brantley town;920;31.584365;-86.256651
TX;North San Pedro CDP;920;27.802670;-97.682970
NE;Ceresco village;920;41.057730;-96.645623
KY;New Castle city;919;38.433645;-85.169345
OH;Glandorf village;919;41.030355;-84.079109
TX;Wink city;919;31.754119;-103.155647
HI;Naalehu CDP;919;19.065925;-155.587528
OK;Dewar town;919;35.458946;-95.945973
FL;Golden Beach town;919;25.964869;-80.122481
FL;Wabasso CDP;918;27.746775;-80.435115
AR;Tyronza town;918;35.486587;-90.356869
NY;Pattersonville-Rotterdam Junction CDP;918;42.878941;-74.058756
PA;Chester Hill borough;918;40.891595;-78.228778
GA;Guyton city;917;32.336338;-81.393763
NM;Cimarron village;917;36.509467;-104.915496
MD;Garrett Park town;917;39.035276;-77.092635
MI;Mendon village;917;42.007338;-85.452538
ND;Surrey city;917;48.237055;-101.133035
MO;Lake Waukomis city;917;39.232502;-94.637574
IA;Afton city;917;41.027926;-94.197071
WV;Gary city;917;37.361378;-81.536347
IL;Illiopolis village;916;39.851351;-89.247131
CA;Byron CDP;916;37.871675;-121.639028
MS;Crenshaw town;916;34.502661;-90.195841
IN;New Harmony town;916;38.128583;-87.934122
WI;Brooklyn village;916;42.853600;-89.369689
TN;Huntland town;916;35.053508;-86.268678
AL;Notasulga town;916;32.560821;-85.667631
OK;Tipton town;916;34.503358;-99.139064
OR;Island City city;916;45.338701;-118.047113
VA;Windsor town;916;36.811175;-76.743658
TN;Lobelville city;915;35.751119;-87.793085
OH;Rio Grande village;915;38.883731;-82.379968
MO;Clarence city;915;39.742692;-92.261159
ND;Horace city;915;46.759795;-96.904122
WI;Biron village;915;44.422492;-89.778792
AR;Magazine city;915;35.151775;-93.807814
IL;Avon village;915;40.662254;-90.435485
PA;Oklahoma borough;915;40.581613;-79.574586
TN;Luttrell town;915;36.203097;-83.745867
TX;McLendon-Chisholm city;914;32.846035;-96.390123
OH;Sycamore village;914;40.950402;-83.170919
IA;Danville city;914;40.863773;-91.315938
MT;Philipsburg town;914;46.333108;-113.296564
MT;Black Eagle CDP;914;47.526385;-111.278459
WA;Wilbur town;914;47.756616;-118.706282
WV;Rivesville town;913;39.530276;-80.119063
NM;Magdalena village;913;34.112596;-107.237904
ND;Drayton city;913;48.561091;-97.179414
PR;Marueño comunidad;913;18.058255;-66.657134
WI;Brandon village;912;43.735444;-88.782093
IL;Ridge Farm village;912;39.896836;-87.652588
NY;Staatsburg CDP;911;41.852772;-73.922102
TN;Winfield town;911;36.561889;-84.450425
IA;Dakota City city;911;42.721944;-94.200317
VA;Fort Chiswell CDP;911;36.943670;-80.940335
MT;Poplar city;911;48.109474;-105.194891
FL;Center Hill city;910;28.648869;-81.995396
SD;Centerville city;910;43.117631;-96.960644
TX;Venus town;910;32.429383;-97.107022
MO;Braymer city;910;39.589100;-93.795837
IL;Marine village;910;38.787365;-89.778135
CO;Fraser town;910;39.944158;-105.813355
MN;Henderson city;910;44.528913;-93.907892
UT;Toquerville town;910;37.253786;-113.285879
OH;Maple Ridge CDP;910;40.917388;-81.046032
IN;Waynetown town;909;40.087559;-87.065562
NC;Highlands town;909;35.054129;-83.202351
NE;Walthill village;909;42.148744;-96.490434
PR;Orocovis zona urbana;909;18.226984;-66.391372
ID;Challis city;909;44.504260;-114.228279
NM;Tesuque CDP;909;35.746069;-105.922108
PA;Loganville borough;908;39.855156;-76.708459
MI;Parma village;907;42.258187;-84.598240
KY;Goshen city;907;38.401581;-85.582837
AR;Greenland city;907;35.994749;-94.180699
MS;Anguilla town;907;32.973889;-90.829645
IA;Rockford city;907;43.052833;-92.949203
NC;Rolesville town;907;35.923873;-78.461029
KY;Rolling Hills city;907;38.282670;-85.577770
IL;Coyne Center CDP;906;41.407700;-90.564187
NY;Sand Ridge CDP;906;43.252294;-76.225756
OK;Kellyville town;906;35.942771;-96.219497
OH;North Randall village;906;41.431203;-81.530582
IN;Sweetser town;906;40.569731;-85.766972
PA;Abbottstown borough;905;39.885621;-76.986120
NC;Cooleemee town;905;35.814509;-80.556180
IN;Francesville town;905;40.985858;-86.883868
TX;Throckmorton town;905;33.181399;-99.178173
IL;Worden village;905;38.932241;-89.840216
SD;Mission city;904;43.306758;-100.656481
MO;Leawood village;904;37.033461;-94.490722
IA;Sully city;904;41.578638;-92.845441
IA;Alden city;904;42.516867;-93.375809
SC;Lincolnville town;904;33.008579;-80.157737
IL;Clayton village;904;40.029220;-90.958122
IL;Mazon village;904;41.239615;-88.424921
WV;Smithers city;904;38.177389;-81.306269
NY;Angelica village;903;42.306448;-78.018577
MN;Morgan city;903;44.416434;-94.925960
DE;Bethany Beach town;903;38.540807;-75.061771
NC;Fearrington CDP;903;35.804190;-79.083195
TX;Krugerville city;903;33.282067;-96.990843
TN;Byrdstown town;903;36.572585;-85.137088
KS;Jetmore city;903;38.084137;-99.895999
TX;Centerville city;903;31.256432;-95.979449
MN;Deer River city;903;47.335136;-93.794208
KY;Lewisburg city;903;36.985622;-86.951059
NY;Woodridge village;902;41.708062;-74.569809
AR;East Camden town;902;33.607429;-92.741740
GA;Franklin city;902;33.279788;-85.098403
MO;Lake Winnebago city;902;38.829238;-94.366989
KY;Plantation city;902;38.283420;-85.591635
TN;Trezevant town;901;36.010512;-88.622921
MA;Mashpee Neck CDP;901;41.610357;-70.465072
AZ;Moenkopi CDP;901;36.111741;-111.220699
MO;Auxvasse city;901;39.016478;-91.896780
MT;Florence CDP;901;46.637135;-114.081191
LA;Cheneyville town;901;31.013240;-92.289448
TX;Arp city;901;32.225794;-95.055140
KS;Perry city;901;39.075458;-95.391902
TN;Gates town;901;35.839253;-89.407058
NY;Windsor village;901;42.075012;-75.639194
WV;Gassaway town;901;38.670712;-80.770413
KY;Lynch city;900;36.965133;-82.916569
IA;Graettinger city;900;43.238180;-94.751217
IN;La Fontaine town;900;40.673048;-85.721623
OH;Flushing village;900;40.148543;-81.065320
NJ;Interlaken borough;900;40.235522;-74.014930
WA;Summitview CDP;900;46.598447;-120.638403
IA;Earlville city;900;42.482074;-91.270456
VA;Westlake Corner CDP;899;37.133117;-79.678794
MI;Augusta village;899;42.335790;-85.352423
WI;Plainfield village;899;44.211943;-89.492803
OH;Arlington Heights village;899;39.215159;-84.455767
OR;Garibaldi city;899;45.560281;-123.911465
OH;Edon village;898;41.556657;-84.768257
IN;Mentone town;898;41.173171;-86.039227
GA;Bowman city;898;34.204231;-83.026989
NC;Vanceboro town;898;35.303883;-77.152346
GA;Hagan city;898;32.155286;-81.931872
UT;Mendon city;898;41.708738;-111.975127
WA;Grand Coulee city;897;47.939706;-119.001597
NC;Hemby Bridge town;897;35.104242;-80.628142
OR;Merrill city;897;42.025582;-121.599566
IL;Stronghurst village;896;40.744616;-90.908801
CO;Calhan town;896;39.035395;-104.299835
OK;Pond Creek city;896;36.668676;-97.801944
IL;Albany village;895;41.788411;-90.219128
FL;Village Park CDP;895;26.193428;-80.202568
PA;Export borough;895;40.416251;-79.623679
PA;Bowmanstown borough;895;40.800737;-75.662167
HI;Haliimaile CDP;895;20.875211;-156.342340
TX;Briarcliff village;895;30.411326;-98.044899
CA;Fruitdale CDP;895;37.312743;-121.935837
OK;Ryan town;894;34.021679;-97.954300
NE;Elm Creek village;894;40.718630;-99.375330
OK;Blair town;894;34.779056;-99.333328
OH;Bolivar village;894;40.650016;-81.454608
TN;Scotts Hill town;894;35.515322;-88.250958
MN;Fertile city;893;47.533529;-96.283303
MT;Superior town;893;47.193305;-114.890379
PA;Hulmeville borough;893;40.143259;-74.907118
MS;Mount Olive town;893;31.756729;-89.653648
IL;Kinmundy city;892;38.772935;-88.849542
AZ;Hayden town;892;33.001369;-110.785688
SD;Marion city;892;43.423367;-97.259875
IL;Oreana village;892;39.937964;-88.869322
TX;Berryville town;891;32.089594;-95.469093
SD;Scotland city;891;43.149108;-97.718460
TX;Villa Verde CDP;891;26.132701;-97.996785
OH;New Knoxville village;891;40.494233;-84.317260
IA;Primghar city;891;43.087722;-95.627892
OK;Haileyville city;891;34.853929;-95.578778
TN;Wartburg city;890;36.104244;-84.591817
TN;Friendsville city;890;35.755804;-84.131028
MO;Archie city;890;38.482566;-94.352586
ID;Marsing city;890;43.545484;-116.807811
TX;Siesta Shores CDP;890;26.856887;-99.252222
TX;Santa Clara city;889;29.584036;-98.166763
MN;Nicollet city;889;44.273554;-94.188312
MO;Orrick city;889;39.212583;-94.123699
IA;Fairfax city;889;41.919714;-91.780295
GA;Lenox town;889;31.271232;-83.465414
MI;Caseville village;888;43.943364;-83.272238
NC;Aulander town;888;36.228461;-77.111703
WI;Milltown village;888;45.527684;-92.505386
WI;Necedah village;888;44.022284;-90.074227
OH;Alger village;888;40.708828;-83.844512
GA;Phillipsburg CDP;887;31.439871;-83.519296
NE;Oshkosh city;887;41.408570;-102.346391
IA;Newell city;887;42.605974;-95.002193
IL;Newark village;887;41.536297;-88.580767
TX;Newark city;887;33.004379;-97.485573
WY;Story CDP;887;44.576978;-106.908109
IA;Newhall city;886;41.994010;-91.966523
KS;Riley city;886;39.298179;-96.827097
IN;Jamestown town;886;39.926244;-86.627460
WI;Sister Bay village;886;45.187192;-87.123852
VA;Greenville CDP;886;38.004412;-79.157964
NJ;Bloomsbury borough;886;40.654962;-75.082868
CA;Dorris city;886;41.965075;-121.918967
SC;Millwood CDP;885;33.912144;-80.387344
OH;Hanover village;885;40.078109;-82.269869
OH;Maineville village;885;39.316998;-84.222924
IA;Hubbard city;885;42.305009;-93.300708
CO;Hugo town;885;39.133520;-103.468089
WV;Montcalm CDP;885;37.354558;-81.250898
VA;Oak Level CDP;885;36.797437;-79.939578
SD;Philip city;885;44.039949;-101.666208
MO;Golden City city;884;37.393254;-94.093441
CO;Pierce town;884;40.635134;-104.754574
IA;Dayton city;884;42.262672;-94.069136
GA;Glenwood city;884;32.181165;-82.672806
LA;Paincourtville CDP;884;29.990994;-91.059639
NY;Fair Haven village;884;43.324175;-76.705154
IA;Essex city;884;40.833016;-95.305208
KS;Deerfield city;884;37.982081;-101.134848
IA;Le Grand city;883;42.006211;-92.776497
IL;Mendon village;883;40.088241;-91.284458
OK;Oologah town;883;36.443268;-95.709399
PA;Harrisville borough;883;41.134966;-80.009590
MO;Grantwood Village town;883;38.555119;-90.349006
MT;Frenchtown CDP;883;47.018780;-114.246205
MN;Oronoco city;883;44.161339;-92.541408
PA;Brownstown borough;883;40.332923;-78.936748
MI;Otisville village;882;43.165297;-83.524289
MS;Smithville town;882;34.068605;-88.395486
MI;Morrice village;882;42.838087;-84.178313
SC;Arcadia Lakes town;882;34.050223;-80.964113
WA;Weallup Lake CDP;882;48.115323;-122.314596
ND;Ashley city;882;46.034894;-99.373714
FL;Montverde town;882;28.599476;-81.676221
NY;Hillside CDP;882;41.921923;-74.033217
NY;Hillburn village;881;41.124812;-74.165966
MI;Grant city;881;43.335900;-85.810103
IN;Winslow town;881;38.382302;-87.213849
NV;Wadsworth CDP;881;39.635550;-119.283175
KY;Ferguson city;881;37.066845;-84.599953
PA;Lightstreet CDP;881;41.042946;-76.420829
HI;Punaluu CDP;881;21.592600;-157.896989
OK;Davenport town;881;35.707463;-96.764583
AZ;Patagonia town;881;31.541743;-110.753428
IN;Selma town;880;40.191147;-85.272440
OK;Mountain View town;880;35.100293;-98.749601
AZ;East Fork CDP;880;33.800242;-109.928566
OK;Tyrone town;880;36.954510;-101.067419
MN;Watkins city;880;45.316066;-94.409660
WV;North Hills town;880;39.310719;-81.508479
SD;Alcester city;880;43.023041;-96.630451
TX;Godley city;879;32.448427;-97.529520
PA;North Irwin borough;879;40.338119;-79.710966
VA;Haymarket town;879;38.812670;-77.635084
NE;Deshler city;879;40.140406;-97.723542
MI;Weidman CDP;879;43.694617;-84.967033
MI;Calumet village;879;47.247360;-88.454557
TN;Gainesboro town;879;36.359705;-85.654657
OH;Syracuse village;879;38.999757;-81.972829
SC;West Pelzer town;879;34.646276;-82.474906
IL;Albers village;878;38.544833;-89.616300
KY;McKee city;878;37.430412;-83.993473
PA;Salisbury borough;878;39.751455;-79.083076
WI;Rib Lake village;878;45.318834;-90.206025
AL;Hobson City town;878;33.618497;-85.843425
WI;Pepin village;878;44.442724;-92.147884
PA;New Milford borough;878;41.876447;-75.726445
OK;West Siloam Springs town;877;36.178147;-94.595751
CO;La Jara town;877;37.274536;-105.960844
OH;Pleasantville village;877;39.810168;-82.522348
MO;Seligman city;877;36.522769;-93.938227
TX;New Fairview city;877;33.114472;-97.463117
TX;Cottonwood Shores city;877;30.556023;-98.324327
PA;Liverpool borough;876;40.573602;-76.991061
NE;Oxford village;876;40.252091;-99.632913
GA;Alto town;876;34.466531;-83.573820
MI;Westphalia village;876;42.928735;-84.797846
AL;Gurley town;876;34.700164;-86.376469
TX;Bremond city;876;31.166205;-96.676070
OK;Seiling city;875;36.148579;-98.925123
PA;Halifax borough;875;40.467623;-76.931156
IA;Inwood city;875;43.308770;-96.432531
NC;Oriental town;875;35.031010;-76.687871
MD;Martin's Additions village;875;38.979713;-77.069349
MI;Stephenson city;875;45.414600;-87.608757
TX;Hebron town;874;33.028460;-96.898564
CO;Aspen Park CDP;874;39.540681;-105.300762
OH;Bloomingburg village;874;39.607052;-83.394692
KY;Burgin city;874;37.754961;-84.765681
MN;Ponemah CDP;874;48.029250;-94.921261
UT;Goshen town;874;39.951756;-111.901655
NE;Kenesaw village;873;40.621679;-98.657029
OH;Ottoville village;873;40.931676;-84.337723
MI;Ubly village;873;43.709578;-82.935335
CO;Antonito town;873;37.077490;-106.009489
WY;Hanna town;873;41.870928;-106.557297
MO;Highlandville city;872;36.942690;-93.286447
NM;Carnuel CDP;872;35.067181;-106.448823
WY;Upton town;872;44.103354;-104.625943
ME;Hartland CDP;872;44.882053;-69.450453
TX;Redwater city;872;33.360255;-94.253993
IA;Morning Sun city;872;41.095209;-91.253606
AR;Swifton city;871;35.824274;-91.129001
MT;Chester town;871;48.511105;-110.967126
OH;Hamden village;871;39.160887;-82.524429
IA;McGregor city;871;43.021903;-91.179811
WI;Belmont village;871;42.737679;-90.333347
GA;Sunset Village CDP;871;32.899173;-84.409413
KY;Bellemeade city;871;38.252571;-85.592201
PA;Beavertown borough;870;40.753747;-77.168820
PA;Chalfant borough;870;40.409968;-79.838285
MO;Taos city;870;38.502043;-92.082680
MT;Park City CDP;870;45.629523;-108.917418
WV;Middlebourne town;870;39.493966;-80.905751
GA;Enigma town;869;31.411466;-83.331056
KY;Pleasureville city;869;38.349165;-85.114201
FL;Cottondale town;869;30.796810;-85.376031
OR;Wallowa city;869;45.571398;-117.532065
OH;Urbancrest village;868;39.898611;-83.085443
IL;Annawan town;868;41.397094;-89.908893
KS;McLouth city;868;39.195304;-95.207584
WA;Clinton CDP;868;47.976194;-122.356245
NY;Stannards CDP;868;42.083345;-77.922434
IN;Millersburg town;868;41.524866;-85.697137
IA;Colo city;868;42.016945;-93.317377
TX;San Felipe town;868;29.794442;-96.104612
NE;Blue Hill city;867;40.331008;-98.449967
PA;Gilberton borough;867;40.797496;-76.225781
OH;Smithfield village;867;40.270853;-80.780493
SD;Antelope CDP;867;43.303519;-100.632510
SD;Edgemont city;867;43.299453;-103.828966
WI;Pittsville city;866;44.440409;-90.128249
ND;Belfield city;866;46.885981;-103.198622
MN;Eden Valley city;866;45.325646;-94.545938
IA;Van Meter city;866;41.531505;-93.955338
LA;Anacoco village;866;31.252671;-93.343801
WI;Centuria village;865;45.449651;-92.553201
LA;Albany village;865;30.503218;-90.583986
IN;Collegeville CDP;865;40.914600;-87.158095
MN;Twin Valley city;865;47.259855;-96.257195
AR;Elaine city;865;34.308595;-90.854201
ND;Glen Ullin city;865;46.814336;-101.830716
PA;Bernville borough;865;40.433742;-76.111039
NY;Copenhagen village;865;43.893078;-75.672474
UT;Oljato-Monument Valley CDP;864;37.010622;-110.242677
SC;Heath Springs town;864;34.591550;-80.674510
SC;Fort Lawn town;864;34.700811;-80.896469
WY;South Park CDP;864;43.440310;-110.804324
ND;Cannon Ball CDP;864;46.249361;-100.638672
MD;Chevy Chase View town;863;39.017759;-77.080508
SC;Wagener town;863;33.652701;-81.364187
IL;Alexis village;863;41.063433;-90.554951
WA;Rock Island city;863;47.374458;-120.143247
PA;Riegelsville borough;863;40.595429;-75.195679
MI;Elkton village;863;43.818871;-83.181126
OH;Sardinia village;862;39.008718;-83.804213
PA;Rouzerville CDP;862;39.733164;-77.522633
NY;West Winfield village;862;42.884521;-75.191836
NY;Germantown CDP;862;42.135865;-73.887886
AK;Skagway city;862;59.468519;-135.305962
NY;Lyndonville village;862;43.323786;-78.387697
ID;Greenleaf city;862;43.671142;-116.816480
WV;Cedar Grove town;862;38.220096;-81.429449
CA;Loyalton city;862;39.676558;-120.243157
IL;Greenview village;862;40.083818;-89.740274
PA;Mifflintown borough;861;40.570728;-77.395488
TX;Sanderson CDP;861;30.141024;-102.395924
TX;Blessing CDP;861;28.871300;-96.220740
CA;Knightsen CDP;861;37.969189;-121.665538
NE;Clay Center city;861;40.522291;-98.055076
TX;Lakeport city;861;32.409544;-94.709010
TX;Jewett city;861;31.362119;-96.144630
MN;St. Stephen city;860;45.702598;-94.276099
MN;Cass Lake city;860;47.378574;-94.603826
MI;Shoreham village;860;42.060591;-86.508545
PA;Rutledge borough;860;39.900812;-75.327404
NY;Star Lake CDP;860;44.160012;-75.032800
AK;Hoonah city;860;58.109435;-135.436349
NM;Glorieta CDP;859;35.577653;-105.759655
MI;Mackinaw City village;859;45.781092;-84.735833
MT;Victor CDP;859;46.417213;-114.149547
NC;Walnut Creek village;859;35.309358;-77.867517
TN;Decaturville town;859;35.582983;-88.122021
TN;Tellico Plains town;859;35.366575;-84.298955
MN;Lamberton city;859;44.229041;-95.267093
SD;Crooks city;859;43.661488;-96.809148
NJ;Far Hills borough;859;40.686872;-74.633400
OK;Sentinel town;859;35.156659;-99.173829
MI;Baroda village;858;41.955691;-86.487634
PA;Reedsville CDP;858;40.662470;-77.595962
MN;Clearwater city;858;45.416678;-94.049224
LA;Clayton town;858;31.718837;-91.538902
PA;Eldred borough;858;41.956725;-78.383579
ND;Napoleon city;857;46.504657;-99.766979
CO;Dolores town;857;37.474540;-108.498294
KS;Madison city;857;38.133014;-96.137252
OR;Lowell city;857;43.921501;-122.782139
IL;Wataga village;857;41.026282;-90.276857
PA;Herminie CDP;856;40.263150;-79.714675
NE;Fort Calhoun city;856;41.456691;-96.024589
NY;Gardiner CDP;856;41.680114;-74.151143
PA;Koppel borough;856;40.833402;-80.323675
ME;Bingham CDP;856;45.057118;-69.881870
CA;Bradbury city;855;34.149306;-117.974319
WA;Carlsborg CDP;855;48.084085;-123.170290
MO;South West City town;855;36.516386;-94.611917
IN;Lake Village CDP;855;41.136001;-87.449471
MI;Farwell village;855;43.835688;-84.867733
OR;Glendale city;855;42.737050;-123.428273
NY;Candor village;855;42.230169;-76.337909
KS;Frankfort city;855;39.703810;-96.417925
CO;Keenesburg town;855;40.108821;-104.520228
KY;Bloomfield city;855;37.914332;-85.319232
WI;Highland village;855;43.046347;-90.379083
PA;Smithfield borough;854;39.799664;-79.808197
AK;Klawock city;854;55.554961;-133.085139
IN;Darlington town;854;40.108218;-86.776555
AR;Plumerville city;854;35.160896;-92.642794
AK;Salcha CDP;854;64.520455;-147.011452
NY;Cohocton village;854;42.498705;-77.499208
IL;Shannon village;854;42.152039;-89.740211
MD;Tilghman Island CDP;854;38.708795;-76.335016
TX;Aurora town;853;33.058295;-97.516220
TX;San Ignacio CDP;853;27.043938;-99.439726
TX;Red Lick city;853;33.472478;-94.169552
VA;Lovettsville town;853;39.272750;-77.639911
IA;Ossian city;853;43.146498;-91.763842
TX;Dawson town;852;31.895427;-96.715345
IL;Paw Paw village;852;41.687856;-88.982577
MO;Parma city;852;36.613352;-89.817455
MT;Gardiner CDP;851;45.036837;-110.713768
SD;Highmore city;851;44.518700;-99.441106
WA;Nooksack city;851;48.928240;-122.319544
PA;Scalp Level borough;851;40.250976;-78.839813
GA;Newton city;851;31.316804;-84.339549
NY;North Hornell village;851;42.345440;-77.660890
IA;Correctionville city;851;42.476697;-95.784746
TX;Miles city;850;31.598991;-100.182564
TX;Savoy city;850;33.601262;-96.363793
OK;Gore town;850;35.532851;-95.115032
UT;Mona town;850;39.815392;-111.856354
PA;Pleasantville borough;850;41.593618;-79.579098
WY;Clearview Acres CDP;850;41.580762;-109.277017
TX;Pine Island town;849;30.063433;-96.022968
VT;Island Pond CDP;849;44.814440;-71.882358
CO;Oak Creek town;849;40.275049;-106.957607
WA;Echo Lake CDP;849;47.781606;-122.047483
GA;Norman Park city;849;31.271075;-83.684196
AL;Leighton town;849;34.699642;-87.530699
