state;Name;Pop.;latitude;longitude
MI;West Monroe CDP;3893;41.912672;-83.429396
OH;Mogadore village;3893;41.052256;-81.397241
FL;Lake Alfred city;3890;28.093664;-81.724998
MI;Roosevelt Park city;3890;43.196714;-86.273328
KY;Massac CDP;3888;37.030066;-88.681369
PA;Newtown Grant CDP;3887;40.259034;-74.954822
LA;Poydras CDP;3886;29.869696;-89.888955
TN;Lafayette city;3885;36.525595;-86.026246
NC;East Rockingham CDP;3885;34.916063;-79.764259
KY;Hurstbourne city;3884;38.240235;-85.592599
TX;Clarksville city;3883;33.611086;-95.052448
MN;North Oaks city;3883;45.091301;-93.090602
MS;Fulton city;3882;34.266110;-88.401358
IL;Fulton city;3881;41.866873;-90.158834
IL;Spring Grove village;3880;42.451031;-88.242589
OH;Monfort Heights East CDP;3880;39.188679;-84.582945
GA;Hephzibah city;3880;33.304126;-82.097923
GA;Metter city;3879;32.396253;-82.062414
NJ;Shark River Hills CDP;3878;40.194866;-74.048328
KY;Grayson city;3877;38.334738;-82.942368
PR;Bajadero comunidad;3877;18.426186;-66.679647
IN;Pendleton town;3873;40.002841;-85.746576
NJ;Buena borough;3873;39.523475;-74.945736
AR;Sheridan city;3872;34.308358;-92.403681
IL;Freeburg village;3872;38.426949;-89.910451
PR;Aguada zona urbana;3871;18.380366;-67.188455
GA;Rockmart city;3870;34.003952;-85.049202
MI;Imlay City city;3869;43.022494;-83.077807
NJ;Lambertville city;3868;40.367881;-74.942860
NJ;Turnersville CDP;3867;39.768635;-75.063874
MO;Hollister city;3867;36.623678;-93.216158
ME;Scarborough CDP;3867;43.592580;-70.333608
NC;Boiling Springs town;3866;35.251752;-81.664288
MO;Platte City city;3866;39.361775;-94.774672
MN;Eveleth city;3865;47.462753;-92.540323
OH;Groveport village;3865;39.856163;-82.890544
MO;Louisiana city;3863;39.445833;-91.056584
FL;High Springs city;3863;29.824471;-82.595268
PA;Rutherford CDP;3859;40.268039;-76.772220
FL;South Bay city;3859;26.666487;-80.718985
FL;Lochmoor Waterway Estates CDP;3858;26.646110;-81.912958
FL;Lely CDP;3857;26.102802;-81.733125
GA;Hampton city;3857;33.381522;-84.289573
PA;Reserve Township CDP;3856;40.478369;-79.987872
FL;Holden Heights CDP;3856;28.501031;-81.385593
KS;Scott City city;3855;38.479821;-100.907603
OH;Fort Shawnee village;3855;40.681750;-84.139297
NY;Putnam Lake CDP;3855;41.469378;-73.543671
TX;Friona city;3854;34.638987;-102.721571
TX;Bolivar Peninsula CDP;3853;29.464442;-94.607665
MN;Deephaven city;3853;44.932021;-93.524444
NY;Montauk CDP;3851;41.038310;-71.950608
TX;Cisco city;3851;32.384762;-98.981265
TX;Anthony town;3850;31.994626;-106.597612
MS;Wiggins city;3849;30.858559;-89.137860
GA;Dacula city;3848;33.987598;-83.891926
KY;Carrollton city;3846;38.677329;-85.171504
MD;Fountainhead-Orchard Hills CDP;3844;39.682933;-77.716526
IN;Paoli town;3844;38.557681;-86.469209
IL;Riverwoods village;3843;42.171075;-87.895943
MO;Sugar Creek city;3839;39.118014;-94.435630
OR;Philomath city;3838;44.540443;-123.362787
CA;Wrightwood CDP;3837;34.355921;-117.629233
MN;Delano city;3837;45.041224;-93.785727
WA;Ocean Shores city;3836;46.971711;-124.154701
CA;Mojave CDP;3836;35.016867;-118.189145
NV;Cold Springs CDP;3834;39.676916;-119.967643
MN;Jordan city;3833;44.668459;-93.632483
VA;Spotsylvania Courthouse CDP;3833;38.202080;-77.587499
MA;Nantucket CDP;3830;41.281520;-70.100425
NJ;Port Reading CDP;3829;40.569504;-74.247747
TX;Westway CDP;3829;31.959214;-106.574169
AL;Chalkville CDP;3829;33.667902;-86.649643
GA;Jonesboro city;3829;33.524512;-84.354290
CA;Buellton city;3828;34.614136;-120.193798
OH;Cedarville village;3828;39.742796;-83.807084
PA;Springdale borough;3828;40.541491;-79.782124
TN;Camden city;3828;36.046344;-88.085944
CO;Johnstown town;3827;40.336240;-104.920279
OH;Northfield village;3827;41.341978;-81.530957
GA;Jefferson city;3825;34.126736;-83.590297
PR;Potala Pastillo comunidad;3819;17.992491;-66.493059
CA;Indian Wells city;3816;33.715755;-116.341109
MO;Whiteman AFB CDP;3814;38.732758;-93.554851
NY;Warsaw village;3814;42.741032;-78.135661
ID;Shelley city;3813;43.379490;-112.123846
FL;Fellsmere city;3813;27.766771;-80.598642
IL;Pistakee Highlands CDP;3812;42.401023;-88.210738
AZ;Litchfield Park city;3810;33.495994;-112.353028
LA;Farmerville town;3808;32.773736;-92.404257
KY;Cold Spring city;3806;39.013769;-84.433392
ID;Fruitland city;3805;44.016035;-116.921450
AL;Hazel Green CDP;3805;34.923712;-86.567206
NJ;Society Hill CDP;3804;40.532987;-74.456753
WA;Mirrormont CDP;3804;47.467871;-122.009209
IN;Upland town;3803;40.467146;-85.500120
SC;Walhalla city;3801;34.767263;-83.064321
NJ;Merchantville borough;3801;39.949979;-75.050248
TX;Wimberley CDP;3797;29.995474;-98.100832
MN;Cannon Falls city;3795;44.510184;-92.904451
PA;Meridian CDP;3794;40.854415;-79.956359
TX;Bellville city;3794;29.947225;-96.258657
TN;Centerville town;3793;35.788218;-87.455890
TX;Hudson city;3792;31.330062;-94.797360
SC;Williamston town;3791;34.617699;-82.479256
MN;Belle Plaine city;3789;44.623563;-93.765963
MI;Portland city;3789;42.868176;-84.902938
LA;Homer town;3788;32.789863;-93.058633
PA;Lawnton CDP;3787;40.261439;-76.803047
GA;Hazlehurst city;3787;31.866088;-82.599524
FL;Pine Manor CDP;3785;26.571853;-81.877732
AL;Orange Beach city;3784;30.291503;-87.561985
NH;East Merrimack CDP;3784;42.859787;-71.490864
AL;Robertsdale city;3782;30.554454;-87.705566
WA;Woodland city;3780;45.910973;-122.740828
OR;Harbeck-Fruitdale CDP;3780;42.417957;-123.318496
MI;Byron Center CDP;3777;42.810378;-85.725450
CA;Hidden Valley Lake CDP;3777;38.802968;-122.555113
AZ;Williamson CDP;3776;34.674552;-112.530445
GA;Forsyth city;3776;33.035108;-83.938085
NJ;High Bridge borough;3776;40.668594;-74.892415
NY;Sloan village;3775;42.894458;-78.791353
WI;Horicon city;3775;43.448292;-88.632389
FL;Highland Beach town;3775;26.399710;-80.068416
MO;El Dorado Springs city;3775;37.870872;-94.021024
MO;Centralia city;3774;39.209657;-92.136300
MD;Fruitland city;3774;38.323555;-75.619557
IL;Marshall city;3771;39.392848;-87.693627
NC;Beaufort town;3771;34.720729;-76.652569
WA;Blaine city;3770;48.988005;-122.743741
WI;Tomahawk city;3770;45.474463;-89.731454
TX;Eastland city;3769;32.398715;-98.821144
NC;Mountain View CDP;3768;35.681990;-81.367999
MO;Pevely city;3768;38.283894;-90.397022
MI;Essexville city;3766;43.611255;-83.843506
WI;Prescott city;3764;44.751567;-92.793141
TX;Bulverde city;3761;29.748486;-98.413238
HI;Waialua CDP;3761;21.575300;-158.129457
OH;Yellow Springs village;3761;39.801723;-83.892662
TX;Whitesboro city;3760;33.659612;-96.905999
WA;Goldendale city;3760;45.821117;-120.821380
WA;Orting city;3760;47.096071;-122.205401
IL;South Barrington village;3760;42.084226;-88.154780
PA;Ohioville borough;3759;40.679398;-80.471512
PA;Laureldale borough;3759;40.389293;-75.914150
AK;Soldotna city;3759;60.486617;-151.075373
NJ;Gibbstown CDP;3758;39.824319;-75.280630
WA;Medical Lake city;3758;47.571384;-117.683333
TN;Hohenwald city;3754;35.549947;-87.555142
TX;Dublin city;3754;32.086567;-98.342485
MT;Dillon city;3752;45.215735;-112.634055
CA;Meiners Oaks CDP;3750;34.449684;-119.275274
NM;Peralta CDP;3750;34.826464;-106.688916
MI;Houghton Lake CDP;3749;44.302002;-84.747682
NJ;Oak Valley CDP;3747;39.806013;-75.158735
OK;Spencer city;3746;35.507760;-97.370662
NJ;Port Monmouth CDP;3742;40.434607;-74.101446
FL;Buckingham CDP;3742;26.659164;-81.734286
OH;South Point village;3742;38.419289;-82.580579
AZ;Tortolita CDP;3740;32.404322;-111.049006
WI;Mauston city;3740;43.797074;-90.077595
NV;Summerlin South CDP;3735;36.126425;-115.332759
LA;Lutcher town;3735;30.048867;-90.699744
KY;Lancaster city;3734;37.618625;-84.579433
SC;Bamberg town;3733;33.298440;-81.031903
NE;O'Neill city;3733;42.460753;-98.647016
AZ;Willcox city;3733;32.255622;-109.835520
TX;Jourdanton city;3732;28.921530;-98.546440
KS;Lyons city;3732;38.344962;-98.202493
GA;Cuthbert city;3731;31.770726;-84.793517
AZ;Cave Creek town;3728;33.830403;-111.964188
OH;Lake Darby CDP;3727;39.961630;-83.233059
CA;Morada CDP;3726;38.039971;-121.249389
MN;Ely city;3724;47.902244;-91.855846
MD;Chester CDP;3723;38.971907;-76.288045
LA;Ferriday town;3723;31.630539;-91.556749
PA;Greencastle borough;3722;39.789466;-77.726604
IN;Knox city;3721;41.294159;-86.622625
MI;Romeo village;3721;42.803133;-83.010853
NY;Carthage village;3721;43.981118;-75.606849
FL;Kensington Park CDP;3720;27.356856;-82.495377
MA;East Sandwich CDP;3720;41.737654;-70.423178
OH;Dillonvale CDP;3716;39.215959;-84.401296
AZ;San Carlos CDP;3716;33.351069;-110.459862
MN;Newport city;3715;44.871166;-93.001878
PA;Northumberland borough;3714;40.893935;-76.795975
NC;Bethlehem CDP;3713;35.812171;-81.293026
PA;Ingram borough;3712;40.445254;-80.067043
IA;Eagle Grove city;3712;42.665088;-93.902365
OH;New Albany village;3711;40.078643;-82.820618
CA;Homeland CDP;3710;33.741859;-117.113201
NY;Haviland CDP;3710;41.766621;-73.901503
HI;Hawaiian Beaches CDP;3709;19.549247;-154.907587
KS;Hugoton city;3708;37.176367;-101.345569
WI;Chilton city;3708;44.030745;-88.158704
TX;Post city;3708;33.191789;-101.380432
SC;Saxon CDP;3707;34.959621;-81.967066
AR;Paris city;3707;35.291665;-93.726156
SC;Southern Shops CDP;3707;34.989699;-81.987468
OH;Lockland village;3707;39.226409;-84.455217
IA;Albia city;3706;41.026600;-92.805262
AZ;Ajo CDP;3705;32.381348;-112.869407
MT;Hamilton city;3705;46.248412;-114.159852
MO;St. James city;3704;37.998848;-91.616386
CA;North El Monte CDP;3703;34.102958;-118.023319
AZ;Summit CDP;3702;32.063213;-110.943549
MS;Newton city;3699;32.325109;-89.159510
CO;Genesee CDP;3699;39.695523;-105.267413
PR;Ceiba comunidad;3698;18.442885;-66.350125
NC;Elizabethtown town;3698;34.625691;-78.612270
NY;Lyons village;3695;43.063505;-76.990906
TX;Taylor Lake Village city;3694;29.574216;-95.055327
AL;Alexandria CDP;3692;33.766072;-85.884389
IA;New Hampton city;3692;43.059701;-92.314703
OH;Georgetown village;3691;38.866926;-83.902590
PA;Pitcairn borough;3689;40.405768;-79.776434
NY;Montebello village;3688;41.127595;-74.119196
AR;Prescott city;3686;33.802614;-93.381884
IL;Indian Head Park village;3685;41.768508;-87.897591
NY;Heritage Hills CDP;3683;41.338374;-73.697321
MI;Gaylord city;3681;45.024657;-84.676703
LA;Ball town;3681;31.407930;-92.402316
PA;Fort Washington CDP;3680;40.138559;-75.191419
MA;South Dennis CDP;3679;41.705777;-70.162486
AR;Corning city;3679;36.410057;-90.589364
CO;Burlington city;3678;39.304293;-102.268683
NY;Highland Falls village;3678;41.368527;-73.968072
MS;Water Valley city;3677;34.153489;-89.631077
TX;Floydada city;3676;33.983771;-101.337259
VA;Blackstone town;3675;37.076661;-78.001302
NY;Lloyd Harbor village;3675;40.909898;-73.457023
OH;Shadyside village;3675;39.971385;-80.750752
MD;Selby-on-the-Bay CDP;3674;38.907513;-76.519476
GA;Cornelia city;3674;34.513716;-83.530942
TX;Dilley city;3674;28.670824;-99.169820
MD;Perryville town;3672;39.569662;-76.068725
RI;Narragansett Pier CDP;3671;41.429928;-71.466410
CA;Williams city;3670;39.152772;-122.148842
SC;Bishopville city;3670;34.219027;-80.248877
AL;Union Springs city;3670;32.140113;-85.712804
DE;Laurel town;3668;38.557091;-75.572789
OH;Oakwood village;3667;41.367054;-81.503783
TX;Eagle Lake city;3664;29.587790;-96.330128
HI;Waimanalo CDP;3664;21.350000;-157.725350
TN;Etowah city;3663;35.329579;-84.528196
MO;Osage Beach city;3662;38.138354;-92.648678
NY;Manhasset Hills CDP;3661;40.759230;-73.679861
NE;West Point city;3660;41.839635;-96.711406
SC;Northlake CDP;3659;34.562912;-82.690145
AL;Citronelle city;3659;31.092653;-88.244315
NJ;Concordia CDP;3658;40.311429;-74.449318
LA;Franklinton town;3657;30.848501;-90.149983
CO;Gypsum town;3654;39.644499;-106.940232
TX;Bunker Hill Village city;3654;29.767058;-95.535969
CO;Florence city;3653;38.390323;-105.116559
HI;Hauula CDP;3651;21.613850;-157.913543
OK;Piedmont city;3650;35.670849;-97.751903
NY;Port Ewen CDP;3650;41.906980;-73.978599
OH;Hicksville village;3649;41.294281;-84.762078
FL;Charlotte Harbor CDP;3647;26.963897;-82.062267
IL;Oglesby city;3647;41.296762;-89.066074
NY;Flanders CDP;3646;40.905086;-72.611717
TX;Little Elm town;3646;33.163955;-96.930281
MT;Columbia Falls city;3645;48.370379;-114.188943
UT;Harrisville city;3645;41.285169;-111.986584
KY;Russell city;3645;38.518176;-82.697680
CA;Harbison Canyon CDP;3645;32.821101;-116.840051
FL;Port St. Joe city;3644;29.807968;-85.297684
NC;Gamewell town;3644;35.868674;-81.592866
PA;Freeland borough;3643;41.019634;-75.895830
GA;Glennville city;3641;31.939206;-81.926866
TN;Ashland City town;3641;36.267954;-87.054877
SD;Milbank city;3640;45.218583;-96.633721
AL;Brighton city;3640;33.438958;-86.945442
GA;Dahlonega city;3638;34.530471;-83.984705
VA;Verona CDP;3638;38.197048;-79.003116
TX;Stamford city;3636;32.949193;-99.789942
NY;Montgomery village;3636;41.523261;-74.236848
UT;South Snyderville Basin CDP;3636;40.707776;-111.524019
GA;Madison city;3636;33.588038;-83.472368
NJ;South Toms River borough;3634;39.942351;-74.210509
OH;Lordstown village;3633;41.171785;-80.866655
PR;Santo Domingo comunidad;3633;18.066682;-66.749477
MA;Raynham Center CDP;3633;41.931854;-71.043151
IL;Cairo city;3632;37.013144;-89.180345
MA;Nahant CDP;3632;42.427096;-70.928091
OH;Mingo Junction village;3631;40.319869;-80.612240
AL;Evergreen city;3630;31.435025;-86.954905
CA;West Menlo Park CDP;3629;37.433588;-122.202975
OK;Pawhuska city;3629;36.669194;-96.333048
IL;Georgetown city;3628;39.978505;-87.636240
IL;Baldwin village;3627;38.183767;-89.844658
WV;Lewisburg city;3624;37.804076;-80.440408
VA;Falmouth CDP;3624;38.331790;-77.461361
TX;Sweeny city;3624;29.042923;-95.699956
IN;Union City city;3622;40.201173;-84.815094
CA;Mount Shasta city;3621;41.314542;-122.311510
MN;Blue Earth city;3621;43.640152;-94.098623
MN;Albertville city;3621;45.238154;-93.659828
NE;Gothenburg city;3619;40.931560;-100.159381
NJ;North Cape May CDP;3618;38.979680;-74.951643
WI;Black River Falls city;3618;44.297166;-90.849263
PA;Wesleyville borough;3617;42.137056;-80.012392
MO;Pagedale city;3616;38.678201;-90.311094
NC;China Grove town;3616;35.570289;-80.577934
PA;Pen Argyl borough;3615;40.868854;-75.255451
TN;Oneida town;3615;36.500535;-84.516553
TX;Cotulla city;3614;28.434144;-99.236343
MN;Two Harbors city;3613;47.025369;-91.673904
IL;Aledo city;3613;41.200172;-90.749956
KY;Prestonsburg city;3612;37.667872;-82.758765
PA;Palmer Heights CDP;3612;40.691698;-75.265654
MA;Dennis Port CDP;3612;41.663779;-70.136576
IL;Abingdon city;3612;40.803572;-90.400770
TX;Spring Valley city;3611;29.789727;-95.504774
PA;Masontown borough;3611;39.846228;-79.903492
WI;Evergreen CDP;3611;44.847312;-89.627491
KY;Providence city;3611;37.398389;-87.757077
OK;Slaughterville town;3609;35.083584;-97.286945
NH;Hooksett CDP;3609;43.091186;-71.459833
PA;Blairsville borough;3607;40.432186;-79.262939
IA;Monticello city;3607;42.238759;-91.189067
PR;Coto Laurel comunidad;3606;18.046911;-66.551076
IL;Coal Valley village;3606;41.439788;-90.455939
MI;Level Park-Oak Park CDP;3605;42.360621;-85.258087
AR;Farmington city;3605;36.042343;-94.245254
SC;Winnsboro town;3599;34.377069;-81.087959
CA;Brisbane city;3597;37.684932;-122.398951
FL;Feather Sound CDP;3597;27.904972;-82.673552
IN;Hebron town;3596;41.321736;-87.201611
OH;Paulding village;3595;41.141689;-84.581503
NJ;Monmouth Beach borough;3595;40.332877;-73.979860
PA;Sharpsburg borough;3594;40.495368;-79.928991
PA;Mifflinburg borough;3594;40.918939;-77.046800
WA;Marietta-Alderwood CDP;3594;48.780895;-122.544015
KS;Mission Hills city;3593;39.013705;-94.615083
MA;North Plymouth CDP;3593;41.971285;-70.686980
FL;Chipley city;3592;30.779225;-85.539087
PA;Thompsonville CDP;3592;40.281373;-80.119665
NJ;Shrewsbury borough;3590;40.326524;-74.059289
PR;Coquí comunidad;3590;17.977228;-66.226726
KY;Barbourville city;3589;36.861027;-83.879550
MN;Rogers city;3588;45.196156;-93.560048
NY;East Hampton North CDP;3587;40.971060;-72.188759
CA;Day Valley CDP;3587;37.008820;-121.856544
TX;Redwood CDP;3586;29.814750;-97.913375
PA;Stowe CDP;3585;40.251695;-75.681230
NJ;Stanhope borough;3584;40.911163;-74.704899
TX;Winnsboro city;3584;32.957613;-95.289904
VA;Purcellville town;3584;39.134530;-77.711177
MI;Manistique city;3583;45.957704;-86.249633
FL;Royal Palm Estates CDP;3583;26.680793;-80.127214
AZ;Pinetop-Lakeside town;3582;34.141913;-109.964047
AR;North Crossett CDP;3581;33.167512;-91.942671
PA;Grantley CDP;3580;39.942498;-76.730131
LA;Norco CDP;3579;30.003753;-90.410824
OR;Creswell city;3579;43.918174;-123.021507
NY;Eden CDP;3579;42.649427;-78.896795
NC;Cullowhee CDP;3579;35.309704;-83.183726
PA;Boalsburg CDP;3578;40.782670;-77.786899
IL;Havana city;3577;40.297067;-90.060004
CA;Bishop city;3575;37.365087;-118.394896
FL;Tierra Verde CDP;3574;27.681353;-82.724408
SD;Mobridge city;3574;45.539709;-100.434716
IL;Green Oaks village;3572;42.289106;-87.911499
OH;Jefferson village;3572;41.737118;-80.772019
OR;Sheridan city;3570;45.098384;-123.397171
NY;Brookhaven CDP;3570;40.775834;-72.917994
PA;Homestead borough;3569;40.405069;-79.907785
NJ;Spring Lake borough;3567;40.152861;-74.026961
LA;Mamou town;3566;30.634033;-92.418913
PA;Churchill borough;3566;40.438418;-79.843827
MS;Escatawpa CDP;3566;30.489200;-88.551168
WI;East Troy village;3564;42.786753;-88.403594
UT;Kanab city;3564;37.035510;-112.531112
AZ;Oracle CDP;3563;32.616030;-110.781854
CA;Pacheco CDP;3562;37.986822;-122.068547
OK;Wewoka city;3562;35.149473;-96.494361
PA;Thorndale CDP;3561;39.996456;-75.751606
NY;Hurley CDP;3561;41.920701;-74.054508
ME;Yarmouth CDP;3560;43.800577;-70.194030
MN;Breckenridge city;3559;46.266489;-96.584474
NY;Spencerport village;3559;43.189312;-77.804132
VA;Chesterfield Court House CDP;3558;37.376449;-77.503798
IL;Johnston City city;3557;37.820747;-88.927529
NC;Randleman city;3557;35.815464;-79.804546
FL;Chambers Estates CDP;3556;26.056366;-80.202598
CA;Weaverville CDP;3554;40.736687;-122.936208
PR;Luyando comunidad;3553;18.363002;-67.155178
IL;Sleepy Hollow village;3553;42.090792;-88.312314
NC;Wadesboro town;3552;34.968096;-80.071488
AR;De Witt city;3552;34.291477;-91.336983
PA;Valley Green CDP;3550;40.157831;-76.795986
MA;Buzzards Bay CDP;3549;41.751364;-70.613563
OK;McLoud town;3548;35.412200;-97.098400
WY;Wheatland town;3548;42.053917;-104.959460
TX;El Cenizo city;3545;27.328442;-99.496658
MA;Sagamore CDP;3544;41.785825;-70.530887
TX;Pecan Plantation CDP;3544;32.361996;-97.663991
MA;Wilbraham CDP;3544;42.140563;-72.435532
LA;South Vacherie CDP;3543;29.936670;-90.694230
PA;Brackenridge borough;3543;40.608403;-79.742346
TX;Clifton city;3542;31.780275;-97.580825
PA;West Hazleton borough;3542;40.961651;-75.998915
IL;Savanna city;3542;42.090069;-90.140050
NY;Glenwood Landing CDP;3541;40.828337;-73.634608
MI;Oxford village;3540;42.823411;-83.261415
NC;Welcome CDP;3538;35.904822;-80.252481
NJ;Cliffwood Beach CDP;3538;40.441478;-74.217448
TX;Pilot Point city;3538;33.396350;-96.958719
FL;Loch Lomond CDP;3537;26.272058;-80.129665
PR;La Dolores comunidad;3534;18.373332;-65.855692
CT;Long Hill CDP;3534;41.354498;-72.056813
GA;Chatsworth city;3531;34.772336;-84.778977
OH;Mack North CDP;3529;39.165758;-84.659599
NH;Plymouth CDP;3528;43.755207;-71.690623
SC;Lake Murray of Richland CDP;3526;34.122323;-81.262235
AR;Ozark city;3525;35.492713;-93.837096
IL;Lebanon city;3523;38.603398;-89.811271
AL;Headland city;3523;31.353410;-85.339793
WA;Chelan city;3522;47.842858;-120.021312
SC;Central town;3522;34.723781;-82.779754
MI;Dundee village;3522;41.957748;-83.658594
NY;Locust Valley CDP;3521;40.877127;-73.594782
TN;Unicoi town;3519;36.220028;-82.338138
OR;Tri-City CDP;3519;42.991481;-123.312353
FL;Pretty Bayou CDP;3519;30.195901;-85.696528
NJ;Tuckerton borough;3517;39.601355;-74.338125
PR;Jayuya zona urbana;3516;18.218449;-66.596608
CT;Clinton CDP;3516;41.277924;-72.530469
MN;Sleepy Eye city;3515;44.295656;-94.723704
PA;Imperial-Enlow CDP;3514;40.451404;-80.242353
WA;Longview Heights CDP;3513;46.182099;-122.954006
CA;Ford City CDP;3512;35.156750;-119.458148
PA;New Freedom borough;3512;39.736703;-76.698541
PA;Woodbourne CDP;3512;40.202319;-74.888825
NJ;Golden Triangle CDP;3511;39.927765;-75.040464
GA;Rossville city;3511;34.976459;-85.291070
AL;Marion city;3511;32.632838;-87.317284
WA;Suquamish CDP;3510;47.730901;-122.564456
NY;Hamilton village;3509;42.825646;-75.544673
KS;Hesston city;3509;38.139097;-97.429550
AR;Waldron city;3508;34.899191;-94.091483
OH;White Oak East CDP;3508;39.202091;-84.590114
MO;Waynesville city;3507;37.820218;-92.213661
AK;Nome city;3505;64.503877;-165.399409
SC;Honea Path town;3504;34.447400;-82.393044
CA;Idyllwild-Pine Cove CDP;3504;33.745509;-116.716114
WA;Esperance CDP;3503;47.795006;-122.347487
MI;Boyne City city;3503;45.212248;-85.013961
AL;Selmont-West Selmont CDP;3502;32.378494;-87.006659
MN;Jackson city;3501;43.622250;-94.990980
MN;Byron city;3500;44.032035;-92.647696
PR;Aguas Claras comunidad;3499;18.244314;-65.662828
AR;Parkers-Iron Springs CDP;3499;34.609573;-92.321972
PA;Reamstown CDP;3498;40.212046;-76.117587
TN;Livingston town;3498;36.386942;-85.325568
CO;Battlement Mesa CDP;3497;39.437904;-108.033769
IA;Carlisle city;3497;41.501203;-93.490351
SC;Kingstree town;3496;33.671243;-79.828635
TX;Wills Point city;3496;32.708622;-96.006512
KY;Morganfield city;3494;37.684502;-87.911893
NC;Red Springs town;3493;34.814363;-79.184281
WI;Lake Wisconsin CDP;3493;43.373461;-89.575676
GA;Millen city;3492;32.805530;-81.942163
MD;Berlin town;3491;38.331075;-75.213950
OH;Calcutta CDP;3491;40.682271;-80.570204
NE;Broken Bow city;3491;41.404768;-99.641312
IN;Attica city;3491;40.290227;-87.246973
NY;Palmyra village;3490;43.061663;-77.230395
NC;Franklin town;3490;35.181144;-83.381685
UT;Plain City city;3489;41.299492;-112.080200
ME;Springvale CDP;3488;43.464053;-70.795608
NC;Emerald Isle town;3488;34.666994;-77.013482
IL;Virden city;3488;39.503589;-89.768248
TX;Kenedy city;3487;28.814263;-97.849582
PA;Cornwall borough;3486;40.273192;-76.410667
FL;Crystal River city;3485;28.900670;-82.593699
WV;Kenova city;3485;38.399786;-82.578573
MN;Rockford city;3484;45.090463;-93.738825
CA;Monte Sereno city;3483;37.238194;-121.989475
MO;Frontenac city;3483;38.633752;-90.417901
MS;Morton city;3482;32.349056;-89.654366
OK;Checotah city;3481;35.471998;-95.523770
OH;McDonald village;3481;41.161013;-80.724820
NY;Westfield village;3481;42.322077;-79.575643
FL;Belleview city;3478;29.061488;-82.054941
CA;Loyola CDP;3478;37.351391;-122.100526
TX;Princeton city;3477;33.181172;-96.500118
NY;Lowville village;3476;43.786662;-75.487645
WA;Port Hadlock-Irondale CDP;3476;48.036614;-122.774938
IL;South Jacksonville village;3475;39.709570;-90.229679
TX;Salado CDP;3475;30.955225;-97.534610
PR;Jobos comunidad;3475;17.957168;-66.166222
NY;South Nyack village;3473;41.083817;-73.923179
OR;Toledo city;3472;44.621140;-123.934904
KY;Southgate city;3472;39.065611;-84.473638
CT;Broad Brook CDP;3469;41.910997;-72.545153
NY;Highland Mills CDP;3468;41.351299;-74.127810
NH;Farmington CDP;3468;43.391823;-71.068404
UT;Enoch city;3467;37.758972;-113.039811
MO;Palmyra city;3467;39.797396;-91.524857
CA;Terra Bella CDP;3466;35.961292;-119.040914
MS;Ellisville city;3465;31.601068;-89.202123
PA;Union City borough;3463;41.896056;-79.844425
CA;Hidden Meadows CDP;3463;33.229571;-117.124754
WI;North Hudson village;3463;44.995367;-92.754966
MI;Bad Axe city;3462;43.802718;-82.999772
NY;Armonk CDP;3461;41.128631;-73.707886
TN;Spurgeon CDP;3460;36.443236;-82.461335
IL;Kildeer village;3460;42.179529;-88.050546
IL;Galena city;3460;42.418171;-90.431472
OH;West Portsmouth CDP;3458;38.758427;-83.031863
TX;Karnes City city;3457;28.888236;-97.901277
FL;South Beach CDP;3457;27.595882;-80.338148
IL;Ford Heights village;3456;41.509285;-87.587938
NY;Brewerton CDP;3453;43.237428;-76.139369
NM;Placitas CDP;3452;35.317444;-106.452065
FL;Lake Clarke Shores town;3451;26.645644;-80.075379
IA;Osage city;3451;43.284618;-92.812129
PA;Ford City borough;3451;40.771410;-79.529906
TX;Brookshire city;3450;29.783737;-95.954325
WI;Kiel city;3450;43.914718;-88.031812
OH;Mount Healthy Heights CDP;3450;39.270508;-84.570143
NC;Pineville town;3449;35.085737;-80.888167
TX;Caldwell city;3449;30.528580;-96.700350
FL;Indian River Shores town;3448;27.707366;-80.382233
ME;Calais city;3447;45.166045;-67.242434
CA;Denair CDP;3446;37.527532;-120.799813
NY;Chester village;3445;41.357378;-74.275488
CA;Highgrove CDP;3445;34.015253;-117.330926
ME;South Eliot CDP;3445;43.114618;-70.795855
IN;Fortville town;3444;39.934740;-85.847237
MI;Rockwood city;3442;42.072123;-83.244384
MI;Williamston city;3441;42.688838;-84.284581
FL;Samoset CDP;3440;27.474567;-82.542817
OH;Johnstown village;3440;40.149075;-82.686710
MD;Ashton-Sandy Spring CDP;3437;39.148270;-76.998599
MS;Hollandale city;3437;33.173467;-90.855247
NY;Hoosick Falls village;3436;42.900527;-73.352538
TX;Ozona CDP;3436;30.708972;-101.204069
OH;Mayfield village;3435;41.547902;-81.443586
IA;Adel city;3435;41.616773;-94.021731
CT;Heritage Village CDP;3435;41.489930;-73.232856
WI;Marshall village;3432;43.171084;-89.064714
KS;Rose Hill city;3432;37.567951;-97.133719
NC;Troy town;3430;35.360420;-79.896412
KY;Stanford city;3430;37.532302;-84.660358
OH;Amberley village;3425;39.199259;-84.420601
VA;Altavista town;3425;37.117622;-79.289632
FL;West De Land CDP;3424;29.018654;-81.328754
IL;Red Bud city;3422;38.210205;-89.996494
AZ;Clarkdale town;3422;34.761214;-112.054835
MD;Indian Head town;3422;38.597781;-77.156926
MT;Deer Lodge city;3421;46.396183;-112.732922
AZ;Paulden CDP;3420;34.900785;-112.484205
NC;Angier town;3419;35.508587;-78.737487
