country;state;Name;Pop.;latitude;longitude
IND;ALL;Kataka;633893;20.47;85.88
MYS;ALL;Kuching;632505;1.55;110.34
POL;ALL;Wrocław;632499;51.11;17.03
ERI;ALL;Āsmara;632315;15.33;38.94
CHN;ALL;Zhenjiang;631742;32.22;119.43
ZAF;ALL;Benoni;630195;-26.15;28.33
TUR;ALL;Mersin;629635;36.81;34.63
CHN;ALL;Yancheng;627636;33.39;120.12
MEX;MEX-SON;Hermosillo;627378;29.07;-110.97
CHN;ALL;Yuanlong;627017;22.44;114.02
BRA;ALL;Uberlândia;626068;-18.9;-48.28
CIV;ALL;Bouaké;624507;7.69;-5.03
DOM;ALL;Santiago;624252;19.48;-70.69
MEX;MEX-BC;Mexicali;622628;32.65;-115.47
VNM;ALL;Hải Phòng;619583;20.86;106.68
KOR;ALL;Anyang;619481;37.39;126.92
PHL;ALL;Dadiangas;619469;6.1;125.25
MEX;MEX-MICH;Morelia;618313;19.72;-101.18
NGA;ALL;Oshogbo;617343;7.77;4.56
KOR;ALL;Chŏngju;617188;36.64;127.5
RUS;ALL;Izhevsk;615114;56.85;53.23
NGA;ALL;Jos;614299;9.93;8.89
ARE;ALL;al-'Ayn;614180;24.23;55.74
BRA;ALL;Sorocaba;613650;-23.49;-47.47
IND;ALL;Bīkāner;612699;28.03;73.32
CHN;ALL;Taizhou;611572;32.49;119.9
RUS;ALL;Ulyanovsk;610804;54.33;48.4
PHL;ALL;Antipolo;610395;14.59;121.18
CHN;ALL;Xiamen;610137;24.45;118.08
BOL;ALL;Cochabamba;608276;-17.38;-66.17
MEX;MEX-SIN;Culiacán;608209;24.8;-107.39
CHN;ALL;Yingkou;607883;40.67;122.28
CHN;ALL;Siping;607419;43.17;124.33
IRN;ALL;Orūmīyeh;605809;37.53;45
CHN;ALL;Luancheng;601704;37.88;114.65
TUR;ALL;Diyarbakır;601140;37.92;40.23
GTM;ALL;Mixco;600214;14.64;-90.6
RUS;ALL;Yaroslavl;599979;57.62;39.87
RUS;ALL;Barnaul;598977;53.36;83.75
IDN;ALL;Banjarmasin;598518;-3.33;114.59
MDA;ALL;Chişinău;598355;47.03;28.83
USA;WI;Milwaukee city;596974;43.052162;-87.955910
DJI;ALL;Djibouti;596396;11.59;43.15
DEU;ALL;Stuttgart;595182;48.79;9.19
NLD;ALL;Rotterdam;592995;51.93;4.48
CHN;ALL;Jinzhou;592235;41.12;121.1
COD;ALL;Kisangani;592195;0.53;25.19
HND;ALL;San Pedro Sula;592187;15.47;-88.03
CHN;ALL;Bengbu;591616;32.95;117.33
CHN;ALL;Shihezi;590662;44.3;86.03
VEN;ALL;Maracay;590421;10.33;-67.47
COL;ALL;Cúcuta;589582;7.88;-72.51
IND;ALL;Bhāvnagar;589351;21.79;72.13
USA;MA;Boston city;589141;42.321597;-71.089115
EGY;ALL;Port Said;588935;31.26;32.29
ITA;ALL;Genoa;588450;44.42;8.93
CHN;ALL;Jiangmen;587618;22.58;113.08
DEU;ALL;Dortmund;587017;51.51;7.48
MEX;MEX-VER;Veracruz;586355;19.19;-96.14
BRA;ALL;Ribeirão Preto;586216;-21.17;-47.8
ARG;ALL;Mar del Plata;584702;-38;-57.58
TUR;ALL;Eskişehir;582397;39.79;30.52
IND;ALL;Warangal;582350;18.01;79.58
IRN;ALL;Zāhedān;581075;29.5;60.83
DEU;ALL;Essen;580906;51.47;7
DEU;ALL;Düsseldorf;580267;51.24;6.79
CHN;ALL;Kaifeng;580051;34.85;114.35
RUS;ALL;Vladivostok;579294;43.13;131.9
JAM;ALL;Kingston;578825;17.99;-76.8
GBR;SCT;Glasgow;578640;55.87;-4.27
MYS;ALL;Shah Alam;577626;3.07;101.56
CHN;ALL;Maoming;577161;21.92;110.87
RUS;ALL;Khabarovsk;576651;48.42;135.12
MAR;ALL;Meknes;576152;33.9;-5.56
PRK;ALL;Hamhŭng;575463;39.91;127.54
GTM;ALL;Villa Nueva;574709;14.53;-90.59
PAK;ALL;Sargodha;573541;32.08;72.67
RUS;ALL;Irkutsk;572107;52.33;104.24
USA;DC;Washington city;572059;38.913611;-77.013222
IRN;ALL;Resht;572049;37.3;49.63
CHN;ALL;Cangzhou;570642;38.32;116.87
CHN;ALL;Tanggu;569357;39;117.67
FIN;ALL;Helsinki;568164;60.17;24.94
ESP;ALL;Málaga;566319;36.72;-4.42
NGA;ALL;Ife;565626;7.48;4.56
USA;TX;El Paso city;563662;31.790208;-106.423242
USA;WA;Seattle city;563374;47.626353;-122.333144
CHN;ALL;Changde;562947;29.03;111.68
SAU;ALL;aţ-Ţā'īf;562523;21.26;40.38
IDN;ALL;Surakarta;561548;-7.57;110.82
RUS;ALL;Novokuznetsk;561129;53.75;87.1
POL;ALL;Poznań;560965;52.4;16.9
VEN;ALL;Barcelona;560675;10.13;-64.72
ZAF;ALL;Bloemfontein;559423;-29.15;26.23
MEX;MEX-EMEX;López Mateos;558662;19.57;-99.26
CAF;ALL;Bangui;558235;4.36;18.56
MEX;MEX-TAM;Reynosa;558007;26.08;-98.28
CHN;ALL;Xigong;557990;22.33;114.25
BRA;ALL;Cuiabá;557613;-15.61;-56.09
RUS;ALL;Tyumen;557255;57.15;65.53
IND;ALL;Shilīguri;555729;26.73;88.42
CHN;ALL;Jiamusi;554710;46.83;130.35
USA;CO;Denver city;554636;39.726287;-104.965486
CHN;ALL;Huaiyin;554519;33.58;119.03
ZAF;ALL;Welkom;553854;-27.97;26.73
IND;ALL;Kolhāpur;553815;16.7;74.22
IND;ALL;Ulhāsnagar;552448;19.23;73.15
IND;ALL;Rājpur;552216;22.44;88.44
DEU;ALL;Bremen;548852;53.08;8.81
SLV;ALL;San Salvador;548269;13.69;-89.19
CHN;ALL;Maanshan;547159;31.73;118.48
ZAF;ALL;Tembisa;546959;-25.99;28.22
MEX;MEX-EMEX;Toluca;546122;19.29;-99.67
USA;TN;Nashville-Davidson (balance);545524;36.154838;-86.762141
AUS;ALL;Gold Coast;544985;-28.07;153.44
MYS;ALL;Kota Kinabalu;543765;5.97;116.07
LTU;ALL;Vilnius;543642;54.7;25.27
MAR;ALL;Agadir;542130;30.42;-9.61
IND;ALL;Ajmer;542057;26.45;74.64
CHN;ALL;Neijiang;541984;29.58;105.05
USA;NC;Charlotte city;540828;35.207193;-80.829224
ARG;ALL;Salta;540478;-24.79;-65.41
IND;ALL;Guntūr;540011;16.31;80.44
CHN;ALL;Yangzhou;539024;32.4;119.43
IND;ALL;Durgāpur;538306;23.5;87.31
CHN;ALL;Shashi;538152;30.32;112.23
PRY;ALL;Asunción;537221;-25.3;-57.63
BRA;ALL;Aparecida de Goiânia;537118;-16.82;-49.24
BRA;ALL;Ribeirão das Neves;536079;-19.76;-44.08
MYS;ALL;Petaling Jaya;535658;3.1;101.62
IND;ALL;Sangli-Miraj;535147;16.86;74.57
IND;ALL;Dehra Dūn;534894;30.34;78.05
USA;TX;Fort Worth city;534694;32.738881;-97.333790
VEN;ALL;Maturín;534563;9.75;-63.17
MEX;MEX-COAH;Torreón;533492;25.55;-103.43
CHN;ALL;Jiaozuo;533419;35.25;113.22
CHN;ALL;Zhuhai;530413;22.28;113.57
IND;ALL;Nānded;529145;19.17;77.29
USA;OR;Portland city;529121;45.523040;-122.640155
EGY;ALL;Suez;529055;29.98;32.54
RUS;ALL;Orenburg;528382;51.78;55.1
PHL;ALL;Cagayan;526945;8.45;124.67
TZA;ALL;Mwanza;526343;-2.52;32.89
VEN;ALL;Petare;525436;10.52;-66.83
COL;ALL;Soledad;524472;10.92;-74.77
KOR;ALL;Ŭijŏngbu;524186;37.74;127.04
CHN;ALL;Yueyang;523727;29.38;113.1
BRA;ALL;Feira de Santana;523303;-12.25;-38.97
IRN;ALL;Kermān;521655;30.3;57.08
CMR;ALL;Garoua;518985;9.3;13.39
MEX;MEX-JAL;Tlaquepaque;518927;20.64;-103.32
MEX;MEX-CHIS;Tuxtla Gutiérrez;518796;16.75;-93.12
IND;ALL;Jāmnagar;518603;22.47;70.07
IND;ALL;Jammu;517743;32.71;74.85
IND;ALL;Gulbarga;517552;17.34;76.82
PER;ALL;Chiclayo;517369;-6.76;-79.84
RUS;ALL;Kemerovo;517097;55.33;86.08
DEU;ALL;Hanover;516950;52.4;9.73
COL;ALL;Bucaramanga;516891;7.13;-73.13
PAK;ALL;Bahāwalpur;516882;29.39;71.67
SWE;ALL;Göteborg;516457;57.72;12.01
CHN;ALL;Zhunmen;516426;22.41;113.98
IND;ALL;Bhātpāra;516351;22.89;88.42
PHL;ALL;Calamba;516199;14.21;121.15
KOR;ALL;Changwŏn;515974;35.27;128.62
BRA;ALL;Aracaju;515754;-10.91;-37.07
CHN;ALL;Zunyi;515257;27.7;106.92
DEU;ALL;Dresden;514273;51.05;13.74
IND;ALL;Sahāranpur;513300;29.97;77.54
SYR;ALL;H̨amāh;512854;35.15;36.73
SDN;ALL;Niyālā;512679;12.06;24.89
MEX;MEX-NL;San Nicolás de los Garza;512447;25.75;-100.3
IRQ;ALL;al-H̨illah;511013;32.48;44.43
RUS;ALL;Ryazan;510324;54.62;39.74
DEU;ALL;Leipzig;510302;51.35;12.4
CHN;ALL;Xuchang;509046;34.02;113.82
CHN;ALL;Wuhu;508846;31.35;118.37
COD;ALL;Boma;508252;-5.85;13.05
COD;ALL;Kananga;507846;-5.89;22.4
UKR;ALL;Mykolayiv;507213;46.97;32
RUS;ALL;Penza;506623;53.2;45
RUS;ALL;Naberezhnyye Chelny, Yarchally;506620;55.69;52.32
USA;OK;Oklahoma City city;506132;35.482309;-97.534994
BRA;ALL;Londrina;505932;-23.3;-51.18
RUS;ALL;Lipetsk;502976;52.62;39.62
SAU;ALL;Tabūk;502743;28.39;36.57
MEX;MEX-EMEX;Cuautitlán Izcalli;502590;19.65;-99.25
DEU;ALL;Nuremberg;502371;49.45;11.05
RUS;ALL;Tula;500513;54.2;37.61
ARG;ALL;Santa Fé;500365;-31.6;-60.69
BRA;ALL;Joinville;500009;-26.32;-48.84
CHN;ALL;Aomen;499344;22.27;113.56
SDN;ALL;Būr Sūdān;499279;19.63;37.12
IRQ;ALL;Karbalā';498347;32.61;44.03
IND;ALL;Asansol;497240;23.69;86.98
RUS;ALL;Astrakhan;497112;46.35;48.05
DEU;ALL;Duisburg;496662;51.43;6.75
COD;ALL;Likasi;496561;-10.98;26.73
MOZ;ALL;Nampula;496318;-15.13;39.24
BRA;ALL;Belford Roxo;496278;-22.75;-43.42
BRA;ALL;Juiz de Fora;496255;-21.75;-43.36
PAK;ALL;Siālkot;494591;32.52;74.55
CHN;ALL;Shiongshui;494314;22.52;114.12
IND;ALL;South Dum Dum;494115;22.61;88.41
IDN;ALL;Manado;494061;1.5;124.84
PRT;ALL;Lisboa;491888;38.72;-9.14
RUS;ALL;Tomsk;490927;56.5;84.97
ZMB;ALL;Kitwe;488426;-12.81;28.22
MMR;ALL;Mawlamyine;488345;16.49;97.63
CHN;ALL;Jining;488290;35.4;116.55
COL;ALL;Ibagué;488278;4.45;-75.24
NLD;ALL;s-Gravenhage;486780;52.07;4.3
USA;AZ;Tucson city;486699;32.214476;-110.918192
VNM;ALL;Đà Nẵng;486690;16.07;108.21
CMR;ALL;Bamenda;485799;5.96;10.15
USA;LA;New Orleans city;484674;29.972754;-90.059011
CHN;ALL;Yinchuan;483721;38.47;106.32
BEN;ALL;Abomey-Calavi;483273;6.44;2.36
FRA;ALL;Lyon;482717;45.76;4.83
IRN;ALL;Hamadān;482691;34.77;48.58
TUR;ALL;Urfa;482070;37.17;38.79
CHN;ALL;Shaoxing;481241;30;120.57
IND;ALL;Jālgaon;479992;21.01;75.56
CHN;ALL;Yichang;478843;30.7;111.28
MKD;ALL;Skopje;478725;42;21.47
ARG;ALL;San Juan;478502;-31.54;-68.53
USA;NV;Las Vegas city;478434;36.194168;-115.222060
USA;OH;Cleveland city;478403;41.482301;-81.669718
PHL;ALL;Bacolod;478141;10.63;122.97
CHN;ALL;Chaozhou;477711;23.67;116.64
IND;ALL;Ujjain;477264;23.19;75.78
BLR;ALL;Homjel';477161;52.43;30.99
UKR;ALL;Mariupol';476860;47.1;37.55
IND;ALL;Maheshtala;475209;22.51;88.23
CHN;ALL;Jiaojiang;475160;28.68;121.45
CHN;ALL;Hengshui;475033;37.72;115.7
RUS;ALL;Kirov;473245;58.6;49.66
MEX;MEX-DGO;Durango;473018;24.03;-104.67
RUS;ALL;Makhachkala;471835;42.98;47.5
CHN;ALL;Luohe;471812;33.57;114.03
MEX;MEX-TAM;Matamoros;471430;25.88;-97.5
CHN;ALL;Jiaxing;470539;30.77;120.75
BRA;ALL;Florianópolis;470191;-27.6;-48.54
EGY;ALL;Luxor;469440;25.7;32.65
BRA;ALL;Ananindeua;469190;-1.38;-48.38
BEL;ALL;Antwerp;468954;51.22;4.42
ZMB;ALL;Ndola;467397;-12.97;28.64
MEX;MEX-JAL;Tonalá;466725;20.62;-103.23
IDN;ALL;Pontianak;466090;-0.02;109.34
ZAF;ALL;Vereeniging;465656;-26.65;27.96
EGY;ALL;El Mansura;465375;31.04;31.38
CHN;ALL;Liaoyuan;465312;42.9;125.13
DZA;ALL;Constantine;465078;36.36;6.6
BRA;ALL;Serra;464909;-20.13;-40.32
BRA;ALL;São João de Meriti;464790;-22.8;-43.35
CHN;ALL;Xiangfan;464688;32.02;112.13
BRA;ALL;Niterói;464064;-22.9;-43.13
PRK;ALL;Nampo;462985;38.76;125.45
USA;CA;Long Beach city;461522;33.804133;-118.158028
PAK;ALL;Sukkur;460899;27.7;68.85
HTI;ALL;Carrefour;460251;18.53;-72.42
BRA;ALL;Betim;460194;-19.97;-44.19
IND;ALL;Gaya;459600;24.81;85
CHN;ALL;Chaoyang;459586;41.55;120.42
BFA;ALL;Bobo Dioulasso;459261;11.18;-4.29
ZAF;ALL;Boksburg;457626;-26.27;28.23
CHN;ALL;Panzhihua;457286;26.58;101.68
CHN;ALL;Chengde;456797;40.96;117.93
GBR;ENG;Liverpool;456485;53.42;-2.99
CHN;ALL;Baoji;456460;34.38;107.15
SDN;ALL;Kassalā;455669;15.46;36.39
MEX;MEX-VER;Xalapa;455358;19.53;-96.92
IND;ALL;Tirunelveli;455238;8.73;77.69
IND;ALL;Mālegaon;455228;20.56;74.52
POL;ALL;Gdańsk;454725;54.36;18.64
KAZ;ALL;Shymkent;454583;42.32;69.59
MYS;ALL;Sandakan;453759;5.85;118.11
IDN;ALL;Balikpapan;453575;-1.26;116.83
IRQ;ALL;al-'Amārah;453426;31.84;47.15
IND;ALL;Korba;453047;22.35;82.69
TZA;ALL;Zanzibar;452774;-6.16;39.2
IND;ALL;Noida;452237;28.58;77.33
LBY;ALL;Mişrātah;451529;32.38;15.09
IND;ALL;Akola;451270;20.71;77
IND;ALL;Belgaum;451121;15.86;74.5
EGY;ALL;El Mahalla el Kubra;450833;30.97;31.17
ZAF;ALL;East London;450668;-32.97;27.87
IRN;ALL;Arāk;450050;34.08;49.7
CHN;ALL;Jixi;448719;45.3;130.97
IND;ALL;Udaipur;448635;24.58;73.69
USA;NM;Albuquerque city;448607;35.110703;-106.609991
FRA;ALL;Toulouse;448003;43.62;1.45
JOR;ALL;az-Zarqā';447880;32.07;36.1
UKR;ALL;Luhans'k;446959;48.57;39.33
CHN;ALL;Xinpu;446764;34.6;119.17
GBR;SCT;Edinburgh;446376;55.95;-3.22
IDN;ALL;Jambi;446149;-1.59;103.61
PHL;ALL;Bacoor;445285;14.46;120.94
RUS;ALL;Cheboksary;444427;56.13;47.25
CUB;ALL;Santiago de Cuba;444413;20.01;-75.82
ZAF;ALL;Sihlangu;444310;-27.75;29.92
IRN;ALL;Yazd;443586;31.92;54.37
IRQ;ALL;ad-Dīwānīyah;443485;31.99;44.93
VEN;ALL;Ciudad Bolívar;443377;8.1;-63.6
NGA;ALL;Ondo;443130;7.09;4.84
COL;ALL;Soacha;442427;4.58;-74.22
IND;ALL;Davanagere;441706;14.46;75.92
USA;MO;Kansas City city;441545;39.076304;-94.555406
GBR;ENG;Leeds;441129;53.81;-1.55
IND;ALL;Kozhikkod;441123;11.26;75.78
MOZ;ALL;Beira;439264;-19.83;34.84
THA;ALL;Samut Prakan;438201;13.61;100.61
SAU;ALL;H̱amīs Mušayţ;437584;18.31;42.73
TUR;ALL;Samsun;437300;41.29;36.33
CAN;ON;Kitchener;436642;43.46;-80.5
MEX;MEX-EMEX;Ixtapaluca;436366;19.32;-98.88
SOM;ALL;Hargeysa;436232;9.56;44.06
IND;ALL;Jhānsi;435355;25.45;78.56
IND;ALL;Tiruppur;435313;11.09;77.35
IND;ALL;Bokāro;434831;23.78;85.96
SAU;ALL;Buraydah;434538;26.37;43.97
BRA;ALL;Vila Velha;434108;-20.32;-40.28
ESP;ALL;Murcia;432133;37.98;-1.13
IND;ALL;Mangaluru;431976;12.88;74.84
CHN;ALL;Luqiao;431964;28.58;121.38
CHN;ALL;Sanmenxia;431636;34.83;111.08
VNM;ALL;Biên Hòa;429898;10.95;106.82
EGY;ALL;Tanta;429632;30.79;31
KAZ;ALL;Qaragandy;429202;49.88;73.16
CHN;ALL;Xuanhua;428591;40.6;115.03
GHA;ALL;Tamale;428160;9.4;-0.84
USA;CA;Fresno city;427652;36.781549;-119.792113
UZB;ALL;Namaņgan;426854;41;71.67
CHN;ALL;Dezhou;426820;37.45;116.3
PAN;ALL;Panamá;426009;8.97;-79.53
USA;VA;Virginia Beach city;425257;36.834498;-76.087179
CHN;ALL;Yangjiang;424724;21.85;111.97
NGA;ALL;Gboko;424283;7.33;9
SVK;ALL;Bratislava;424116;48.16;17.13
CHN;ALL;Yangquan;423716;37.87;113.57
IRN;ALL;Ardabīl;423435;38.25;48.3
USA;PR;San Juan zona urbana;421958;18.411362;-66.059861
RUS;ALL;Kaliningrad;421840;54.71;20.5
IND;ALL;Nellur;421710;14.46;79.98
SDN;ALL;al-Ubayyid̨;420929;13.19;30.22
GBR;ENG;Sheffield;419978;53.39;-1.48
IND;ALL;Kollam;419722;8.89;76.58
MAR;ALL;Oujda;419154;34.69;-1.91
IND;ALL;Ahmadnagar;418600;19.1;74.74
COL;ALL;Santa Marta;418313;11.26;-74.19
CHN;ALL;Shiyan;417083;32.57;110.78
BRA;ALL;Caxias do Sul;416487;-29.18;-51.17
USA;GA;Atlanta city;416474;33.759506;-84.403176
PHL;ALL;Iloilo;416467;10.69;122.55
MEX;MEX-NL;Apodaca;416298;25.77;-100.18
PAK;ALL;Lārkāna;416261;27.56;68.21
BRA;ALL;Diadema;416092;-23.69;-46.61
NGA;ALL;Owerri;416024;5.49;7.04
IDN;ALL;Denpasar;415745;-8.65;115.22
SDN;ALL;Kūstī;415593;13.17;32.66
RUS;ALL;Bryansk;415345;53.26;34.42
VEN;ALL;Turmero;414930;10.22;-67.48
BRA;ALL;Santos;414287;-23.95;-46.33
BRA;ALL;Mauá;412006;-23.66;-46.46
IRQ;ALL;Ba'qūbah;411867;33.74;44.65
RUS;ALL;Magnitogorsk;410890;53.42;58.97
PRI;ALL;San Juan;409262;18.44;-66.13
CHN;ALL;Weifang;409230;36.72;119.1
NZL;ALL;Auckland;408874;-36.85;174.76
GNB;ALL;Bissau;408627;11.87;-15.6
BRA;ALL;São José do Rio Preto;407402;-20.8;-49.39
POL;ALL;Szczecin;407037;53.43;14.53
USA;CA;Sacramento city;407018;38.555605;-121.468926
MYS;ALL;Seremban;405674;2.71;101.95
CHN;ALL;Anshun;405534;26.25;105.93
RUS;ALL;Ivanovo;405072;57.01;40.99
CHN;ALL;Aksu;404322;41.15;80.25
BRA;ALL;Campos;403804;-21.75;-41.34
RUS;ALL;Tver;403715;56.86;35.89
RUS;ALL;Kursk;402723;51.73;36.19
IND;ALL;Pānihāti;402502;22.69;88.37
CHN;ALL;Zhoukou;400961;33.64;114.63
KOR;ALL;Kimhae;400547;35.19;128.93
ALB;ALL;Tirana;399999;41.33;19.82
USA;CA;Oakland city;399484;37.795227;-122.228111
MYS;ALL;Kajang-Sungai Chua;398324;2.98;101.77
KAZ;ALL;Taraz;398233;42.9;71.37
BGD;ALL;Ţungī;398188;23.88;90.4
QAT;ALL;Doha;398017;25.3;51.51
CHN;ALL;Sucheng;397981;33.95;118.29
CHN;ALL;Dongguan;397858;23.05;113.73
TZA;ALL;Arusha;397737;-3.36;36.67
BRA;ALL;Macapá;397619;0.04;-51.05
ARG;ALL;Resistencia;397215;-27.46;-58.99
PAK;ALL;Shekhūpura;397186;31.72;73.98
SLV;ALL;Soyapango;396707;13.7;-89.16
USA;AZ;Mesa city;396375;33.411199;-111.746438
GBR;ENG;Manchester;396293;53.48;-2.25
CHN;ALL;Jincheng;395709;35.5;112.83
MYS;ALL;Kuantan;395241;3.82;103.34
EGY;ALL;Asyut;394961;27.19;31.18
EST;ALL;Tallinn;394898;59.44;24.74
TUR;ALL;Adapazarı;394835;40.79;30.41
BRA;ALL;Itaquaquecetuba;394711;-23.47;-46.35
CMR;ALL;Maroua;394642;10.58;14.33
MEX;MEX-EMEX;Xico;393758;19.27;-98.94
ZAF;ALL;Krugersdorp;393473;-26.09;27.77
USA;OK;Tulsa city;393049;36.131294;-95.937332
CHN;ALL;Dongchang;392373;41.73;125.93
IDN;ALL;Ambon;392199;-3.7;128.16
NZL;ALL;Manukau;390443;-37;174.88
IDN;ALL;Pacet;390029;-6.75;107.05
COL;ALL;Villavicencio;390013;4.15;-73.64
USA;NE;Omaha city;390007;41.260482;-96.012990
IND;ALL;Brahmapur;389830;19.32;84.8
IND;ALL;Lātūr;389573;18.41;76.58
PHL;ALL;San Jose del Monte;389353;14.81;121.05
ISR;ALL;Tel Aviv-Yafo;389344;32.07;34.77
KAZ;ALL;Astana;389189;51.17;71.47
IND;ALL;Ambattur;389104;13.11;80.17
BGD;ALL;Silhaţ;388588;24.9;91.87
MAR;ALL;Kenitra;388375;34.27;-6.58
IND;ALL;Kukatpalle;387839;17.49;78.41
KOR;ALL;Chŏnan;386948;36.81;127.16
VEN;ALL;Barinas;386645;8.6;-70.25
IND;ALL;Dhule;386636;20.9;74.77
IRN;ALL;Bandar-e 'Abbās;386351;27.25;56.25
CHN;ALL;Zhaoqing;385770;23.05;112.45
IND;ALL;Dasarahalli;385242;13.01;77.49
NGA;ALL;Jalingo;384993;8.9;11.36
THA;ALL;Nonthaburi;384555;13.8;100.18
COL;ALL;Pereira;383729;4.81;-75.68
BRA;ALL;Carapicuíba;382965;-23.52;-46.84
ZAF;ALL;Botshabelo;382903;-29.23;26.73
USA;MN;Minneapolis city;382618;44.964465;-93.268198
IDN;ALL;Cimahi;382069;-6.83;107.48
IDN;ALL;Tambun;381995;-6.27;107.05
DEU;ALL;Bochum;381906;51.48;7.2
BGD;ALL;Maimansingh;381867;24.75;90.39
CHN;ALL;Putian;381760;25.43;119.02
PER;ALL;Piura;381337;-5.19;-80.63
MEX;MEX-TAB;Villahermosa;380182;17.98;-92.92
PHL;ALL;Mandaue;380138;10.33;123.93
IND;ALL;Lalbahadur Nagar;380091;17.43;78.5
ESP;ALL;Palma;378888;39.57;2.65
TUR;ALL;Kahramanmaraş;378801;37.61;36.94
PER;ALL;Iquitos;378525;-3.75;-73.2
COL;ALL;Bello;377300;6.33;-75.57
IND;ALL;Bhāgalpur;376947;25.26;86.98
ESP;ALL;Las Palmas;376754;28.1;-15.43
ITA;ALL;Florence;376714;43.78;11.24
IND;ALL;Muzaffarnagar;376315;29.48;77.69
NGA;ALL;Oyo;376083;7.85;3.93
MEX;MEX-TAM;Nuevo Laredo;375467;27.48;-99.51
IRN;ALL;Eslāmshahr;375223;35.54;51.2
BRA;ALL;Olinda;375086;-8;-34.85
GBR;ENG;Bristol;375083;51.46;-2.6
RUS;ALL;Nizhniy Tagil;374937;57.92;59.97
TUR;ALL;Malatya;373009;38.36;38.31
ITA;ALL;Bologna;372380;44.5;11.34
KOR;ALL;Yŏsu;372025;34.74;127.74
USA;HI;Honolulu CDP;371657;21.308950;-157.826182
CHN;ALL;Chifeng;371338;42.27;118.95
CHN;ALL;Pingxiang;370423;27.62;113.85
CHN;ALL;Shangrao;369817;28.47;117.97
MEX;MEX-SIN;Mazatlán;369622;23.22;-106.42
CHN;ALL;Anqing;369577;30.5;117.05
MEX;MEX-NL;General Escobedo;369399;25.82;-100.33
NZL;ALL;Christchurch;368975;-43.53;172.64
GMB;ALL;Serre Kunda;368110;13.45;-16.68
IDN;ALL;Percut Sei Tuan;367562;3.68;98.75
UKR;ALL;Makiyivka;367403;48.03;37.97
BLR;ALL;Mahiljow;367081;53.9;30.33
CZE;ALL;Brno;365440;49.2;16.61
UZB;ALL;Andijon;364997;40.79;72.34
BRA;ALL;Montes Claros;364981;-16.72;-43.86
IND;ALL;Bhīlwāra;364693;25.35;74.63
ARG;ALL;Santiago del Estero;364585;-27.8;-64.28
UKR;ALL;Vinnytsya;363213;49.23;28.48
IND;ALL;Mathura;362971;27.5;77.68
BRA;ALL;Piracicaba;362714;-22.71;-47.64
BRA;ALL;Campina Grande;362621;-7.23;-35.88
USA;FL;Miami city;362470;25.787676;-80.224145
PHL;ALL;Batangas;361126;13.78;121.02
RUS;ALL;Stavropol;360996;45.04;41.97
COL;ALL;Manizales;360927;5.06;-75.52
USA;CO;Colorado Springs city;360890;38.863443;-104.791914
NGA;ALL;Ijebu Ode;360658;6.82;3.92
BDI;ALL;Bujumbura;360278;-3.37;29.35
IRN;ALL;Qazvīn;360266;36.27;50
SYR;ALL;al-Lāđiqīyah;360119;35.54;35.78
POL;ALL;Bydgoszcz;360088;53.12;18.01
NGA;ALL;Sokoto;359523;13.06;5.24
PAN;ALL;San Miguelito;358549;9.03;-79.5
IND;ALL;Tumkūr;358517;13.34;77.1
CAN;ON;London;358297;42.97;-81.24
BRA;ALL;Bauru;358222;-22.33;-49.08
PAK;ALL;Jhang;357826;31.28;72.32
AGO;ALL;Cabinda;357576;-5.56;12.19
DEU;ALL;Wuppertal;357400;51.26;7.18
SDN;ALL;Wad Madanī;356978;14.4;33.51
IND;ALL;Shimoga;356480;13.93;75.57
IDN;ALL;Bengkulu;356479;-3.8;102.25
PRK;ALL;Hŭngnam;356239;39.83;127.62
HTI;ALL;Delmas;356181;18.55;-72.28
IDN;ALL;Samarinda;356034;-0.5;117.15
MEX;MEX-HGO;Pachuca;355758;20.12;-98.76
LTU;ALL;Kaunas;355469;54.9;23.91
MEX;MEX-EMEX;Coacalco;355219;19.63;-99.11
ESP;ALL;Bilbao;354928;43.25;-2.93
KAZ;ALL;Pavlodar;354809;52.3;76.95
ARG;ALL;Corrientes;354503;-27.49;-58.81
IND;ALL;Muzaffarpur;354416;26.13;85.38
MYS;ALL;Tawau;354243;4.26;117.88
SDN;ALL;al-Qad̨ārif;353686;14.04;35.38
UZB;ALL;Samarkand;353347;39.66;66.95
CHE;ALL;Zürich;353067;47.38;8.54
CHN;ALL;Daipo;352623;22.45;114.16
MEX;MEX-MOR;Cuernavaca;351828;18.92;-99.25
PHL;ALL;Iligan;351568;8.17;124.22
POL;ALL;Lublin;351568;51.24;22.57
IRN;ALL;Zanjān;351515;36.67;48.5
GRC;ALL;Thessaloníki;351367;40.64;22.94
PHL;ALL;Cainta;351244;14.58;121.12
IND;ALL;Qutubullapur;351033;17.43;78.47
IND;ALL;Bellary;350893;15.14;76.91
MEX;MEX-GTO;Irapuato;350309;20.68;-101.36
IND;ALL;Patiāla;350189;30.32;76.39
AFG;ALL;Herāt;350154;34.35;62.18
NGA;ALL;Asaba;350128;6.2;6.72
BRA;ALL;Cariacica;349306;-20.23;-40.37
ZWE;ALL;Chitungwiza;349196;-18;31.1
BRA;ALL;Moji das Cruzes;349113;-23.52;-46.21
BRA;ALL;Anápolis;349042;-16.32;-48.96
CHN;ALL;Zhongshan;348871;22.53;113.35
RUS;ALL;Belgorod;348536;50.61;36.59
