

----

FINLAND

check eurtr, eursf and eure for concurrencies

Kt40 St189 http://www.openstreetmap.org/?lat=60.463843&lon=22.030383

Kt41: St210_E http://www.openstreetmap.org/?lat=60.864813&lon=22.695530
Kt41: St210_W http://www.openstreetmap.org/?lat=60.857857&lon=22.691606
Kt41: St212 http://www.openstreetmap.org/?lat=61.038810&lon=22.385373

Kt43: St196 http://www.openstreetmap.org/?lat=60.805191&lon=21.426974
Kt43: St209 http://www.openstreetmap.org/?lat=61.217196&lon=22.050194

Kt44: Remove St259 and replace with nearby point
Kt44: St274 http://www.openstreetmap.org/?lat=62.212937&lon=22.298024
Kt44: St664 http://www.openstreetmap.org/?lat=62.015904&lon=22.225299
Kt44: St663 http://www.openstreetmap.org/?lat=62.418243&lon=22.199936

Kt45: St101 http://www.openstreetmap.org/?lat=60.244322&lon=24.948090

Kt46: St363 http://www.openstreetmap.org/?lat=61.054274&lon=26.516533
Kt46: Vt15 http://www.openstreetmap.org/?lat=60.906303&lon=26.737096

Kt50: 43 http://www.openstreetmap.org/?lat=60.294753&lon=24.958797

Kt51: St115 http://www.openstreetmap.org/?lat=60.095701&lon=24.251896
Kt51: St186 http://www.openstreetmap.org/?lat=60.050360&lon=23.947449

Kt52: St110_W http://www.openstreetmap.org/?lat=60.393500&lon=23.131703
Kt52 (new point s of St110_W): Yt2401 http://www.openstreetmap.org/?lat=60.391139&lon=23.144838
Kt52: St280 http://www.openstreetmap.org/?lat=60.614918&lon=23.529861

Kt54: Vt10 http://www.openstreetmap.org/?lat=60.828261&lon=24.016862
Kt54: St290_S http://www.openstreetmap.org/?lat=60.784400&lon=24.902004
Kt54: St290_N http://www.openstreetmap.org/?lat=60.784164&lon=24.896404

Kt55: St162 http://www.openstreetmap.org/?lat=60.584330&lon=25.411667
Kt55: St170 http://www.openstreetmap.org/?lat=60.390523&lon=25.633979

Kt56: St604 http://www.openstreetmap.org/?lat=61.908866&lon=25.138690

Kt57?: St130_S http://www.openstreetmap.org/?lat=61.005882&lon=24.414507

Kt58: St339 http://www.openstreetmap.org/?lat=61.453466&lon=24.116669
Kt58: St348 http://www.openstreetmap.org/?lat=61.949325&lon=24.544551
Kt58: St621 http://www.openstreetmap.org/?lat=62.270688&lon=24.689439
Kt58: Vt18 http://www.openstreetmap.org/?lat=62.589280&lon=24.593140
Kt58: St658 http://www.openstreetmap.org/?lat=63.705578&lon=25.306318

Kt62: St434 http://www.openstreetmap.org/?lat=61.572885&lon=28.183284

Kt63: Vt26 -> Vt27

Kt65: St337 http://www.openstreetmap.org/?lat=61.883205&lon=23.728841

Kt66: St697 http://www.openstreetmap.org/?lat=62.769174&lon=23.527342

Kt67: St685 http://www.openstreetmap.org/?lat=62.466091&lon=22.047141
Kt67: St672 http://www.openstreetmap.org/?lat=62.456982&lon=22.239582
Kt67: St687_N http://www.openstreetmap.org/?lat=62.490812&lon=21.746310
Kt67: St687_S http://www.openstreetmap.org/?lat=62.476009&lon=21.708443

Kt68: St697_W http://www.openstreetmap.org/?lat=62.790221&lon=23.926466

Kt69: St659 http://www.openstreetmap.org/?lat=62.703372&lon=26.461537
Kt69: Vt4/13 http://www.openstreetmap.org/?lat=62.516034&lon=25.687486
Kt69: St637_N http://www.openstreetmap.org/?lat=62.575191&lon=26.083997
Kt69: St637_S http://www.openstreetmap.org/?lat=62.568860&lon=26.064838

Kt72: Vt3 -> Vt9
Kt72: St459 http://www.openstreetmap.org/?lat=62.185974&lon=27.294886

Kt73: St518_S http://www.openstreetmap.org/?lat=62.807379&lon=30.143311

Kt74: St514/522 http://www.openstreetmap.org/?lat=62.673960&lon=30.949189
Kt74: St494 http://www.openstreetmap.org/?lat=62.559092&lon=30.174846

Kt75: St569 http://www.openstreetmap.org/?lat=63.166512&lon=28.099377
Kt75: St577 http://www.openstreetmap.org/?lat=63.192552&lon=28.177357

Kt77: St561 http://www.openstreetmap.org/?lat=63.220281&lon=26.856819
Kt77: St659 http://www.openstreetmap.org/?lat=63.141908&lon=25.846761

Kt88: St595 http://www.openstreetmap.org/?lat=63.736235&lon=26.988848

---

Vt1: 10 http://www.openstreetmap.org/?lat=60.424943&lon=22.671624

Vt2: St231 http://www.openstreetmap.org/?lat=61.040586&lon=22.995195
Vt2: St282 http://www.openstreetmap.org/?lat=60.789545&lon=23.647969

Vt3: St276_S http://www.openstreetmap.org/?lat=61.631538&lon=23.205110

Vt4: 10 http://www.openstreetmap.org/?lat=60.454234&lon=25.126022
Vt4: 8 http://www.openstreetmap.org/?lat=60.387873&lon=25.119177
Vt4: St313 http://www.openstreetmap.org/?lat=61.113232&lon=25.923515
Vt4: St410 http://www.openstreetmap.org/?lat=61.446727&lon=25.988256
Vt4: St610 http://www.openstreetmap.org/?lat=61.788103&lon=26.095190
Vt4: Kt69 http://www.openstreetmap.org/?lat=62.516034&lon=25.687486
Vt4: St630 http://www.openstreetmap.org/?lat=62.300691&lon=25.714595
Vt4: St638 http://www.openstreetmap.org/?lat=62.387197&lon=25.706763

Vt5: St368 http://www.openstreetmap.org/?lat=61.526404&lon=26.855189
Vt5: St428 http://www.openstreetmap.org/?lat=61.479107&lon=26.749290
Vt5: St429 http://www.openstreetmap.org/?lat=61.526414&lon=26.855191
Vt5: St453 http://www.openstreetmap.org/?lat=62.315407&lon=27.850605
Vt5: St455 http://www.openstreetmap.org/?lat=62.176666&lon=27.842714
Vt5: St464 http://www.openstreetmap.org/?lat=62.224748&lon=27.887472
Vt5: 65 http://www.openstreetmap.org/?lat=62.840773&lon=27.607055
Vt5: St563 http://www.openstreetmap.org/?lat=63.524959&lon=27.248028

Vt6: St174 http://www.openstreetmap.org/?lat=60.701449&lon=26.307744
Vt6: St354 http://www.openstreetmap.org/?lat=60.725275&lon=26.416572
Vt6: St359_N http://www.openstreetmap.org/?lat=60.860728&lon=26.569523
Vt6: St359_S http://www.openstreetmap.org/?lat=60.859524&lon=26.565462
Vt6: St360 http://www.openstreetmap.org/?lat=60.731437&lon=26.432432
Vt6: St373 http://www.openstreetmap.org/?lat=60.886766&lon=26.799957
Vt6: 46 http://www.openstreetmap.org/?lat=60.928545&lon=27.583693
Vt6: 52 http://www.openstreetmap.org/?lat=61.041614&lon=28.176512
Vt6: St479 http://www.openstreetmap.org/?lat=61.822713&lon=29.729723
Vt6: St482/487 http://www.openstreetmap.org/?lat=62.139752&lon=30.041487
Vt6: St486 http://www.openstreetmap.org/?lat=62.091820&lon=29.958478
Vt6: St484/492 http://www.openstreetmap.org/?lat=62.446721&lon=30.015539
Vt6: St506 http://www.openstreetmap.org/?lat=63.247076&lon=29.267154
Vt6: St515 http://www.openstreetmap.org/?lat=62.956760&lon=29.804283
Vt5: St576 http://www.openstreetmap.org/?lat=63.114867&lon=27.642087
Vt5: St588_N http://www.openstreetmap.org/?lat=63.626864&lon=27.225012
Vt5: St588_S http://www.openstreetmap.org/?lat=63.546258&lon=27.250578

Vt7: 58B http://www.openstreetmap.org/?lat=60.331138&lon=25.481195
Vt7: 66 http://www.openstreetmap.org/?lat=60.460561&lon=26.192340
Vt7: 85 http://www.openstreetmap.org/?lat=60.570669&lon=27.305360
Vt7: 73 http://www.openstreetmap.org/?lat=60.498988&lon=26.871555
Vt7: 82 http://www.openstreetmap.org/?lat=60.574298&lon=27.134031
Vt7: 83 http://www.openstreetmap.org/?lat=60.586667&lon=27.153493

Vt8: St270 http://www.openstreetmap.org/?lat=61.871049&lon=21.631678
Vt8: St272 http://www.openstreetmap.org/?lat=61.631834&lon=21.775203
Vt8: St661 http://www.openstreetmap.org/?lat=61.953250&lon=21.617323
Vt8: St662 http://www.openstreetmap.org/?lat=62.308178&lon=21.446206
Vt8: St663 http://www.openstreetmap.org/?lat=62.260971&lon=21.487707
Vt8: St679 http://www.openstreetmap.org/?lat=62.892372&lon=21.725247
Vt8: St682 http://www.openstreetmap.org/?lat=62.609952&lon=21.514385

Vt9: St190 http://www.openstreetmap.org/?lat=61.185084&lon=23.715003
Vt9: St224 http://www.openstreetmap.org/?lat=60.653012&lon=22.581593
Vt9: St446/St641 http://www.openstreetmap.org/?lat=62.314901&lon=26.492618
Vt9: St476 http://www.openstreetmap.org/?lat=62.615706&lon=29.545895
Vt9: St477/504 http://www.openstreetmap.org/?lat=62.700739&lon=28.959655
Vt9: St484/492 http://www.openstreetmap.org/?lat=62.446721&lon=30.015539
Vt9: St486 http://www.openstreetmap.org/?lat=62.229326&lon=30.320694
Vt9: St500 http://www.openstreetmap.org/?lat=62.175224&lon=30.593571
Vt9: St545 http://www.openstreetmap.org/?lat=62.631914&lon=27.104943
Vt9: St548 http://www.openstreetmap.org/?lat=62.635302&lon=27.123941
Vt9: 65(Vt5) http://www.openstreetmap.org/?lat=62.840773&lon=27.607055
Vt9: St559 http://www.openstreetmap.org/?lat=62.982027&lon=27.724246
Vt9: St562 http://www.openstreetmap.org/?lat=62.985298&lon=27.776841
Vt9: St566 http://www.openstreetmap.org/?lat=62.910019&lon=28.157213
Vt9: St568 http://www.openstreetmap.org/?lat=62.858976&lon=28.449778
Vt9: St573 http://www.openstreetmap.org/?lat=62.703472&lon=29.063065
